,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,1.0,0.9827076298239908,0.9877253673584941,0.9735566768818787,0.9636241116594316,0.9693368349618722,0.8789604249176572,0.9827076298239908,0.8789604249176572,0.9440920135936013,0.9816704539828227,0.9814720262329738,0.9755967800340499,0.9827076298239908,0.9827076298239908
1,0.9827076298239908,1.0,0.996588185209509,0.985460115744348,0.9805806756909202,0.9863939238321437,0.8944271909999159,1.0,0.8944271909999159,0.9575025283801706,0.9974100962589957,0.9951071902607511,0.9897782665572894,1.0,1.0
2,0.9877253673584941,0.996588185209509,1.0,0.9846064598360406,0.9772351160383282,0.9830285304535628,0.891375571080645,0.996588185209509,0.891375571080645,0.955772318536503,0.9947434193090908,0.9934565051876781,0.9878340080932526,0.996588185209509,0.996588185209509
3,0.9735566768818787,0.985460115744348,0.9846064598360406,1.0,0.9796517412825354,0.9943978903571723,0.8814223231676691,0.985460115744348,0.8814223231676691,0.9520685334245252,0.992398013845113,0.9961630661044094,0.9978096948957241,0.985460115744348,0.985460115744348
4,0.9636241116594316,0.9805806756909202,0.9772351160383282,0.9796517412825354,1.0000000000000002,0.9672388203287416,0.8770580193070292,0.9805806756909202,0.8770580193070292,0.9389084762547922,0.9780410661305917,0.9783575060266401,0.9743635490182873,0.9805806756909202,0.9805806756909202
5,0.9693368349618722,0.9863939238321437,0.9830285304535628,0.9943978903571723,0.9672388203287416,1.0,0.8822575465125693,0.9863939238321437,0.8822575465125693,0.9513186954397681,0.9936776511038939,0.9953804239210368,0.998645185970322,0.9863939238321437,0.9863939238321437
6,0.8789604249176572,0.8944271909999159,0.891375571080645,0.8814223231676691,0.8770580193070292,0.8822575465125693,0.9999999999999999,0.8944271909999159,0.7999999999999999,0.8564162968343931,0.8921107106718892,0.8900509289287425,0.8852845946696023,0.8944271909999159,0.8944271909999159
7,0.9827076298239908,1.0,0.996588185209509,0.985460115744348,0.9805806756909202,0.9863939238321437,0.8944271909999159,1.0,0.8944271909999159,0.9575025283801706,0.9974100962589957,0.9951071902607511,0.9897782665572894,1.0,1.0
8,0.8789604249176572,0.8944271909999159,0.891375571080645,0.8814223231676691,0.8770580193070292,0.8822575465125693,0.7999999999999999,0.8944271909999159,0.9999999999999999,0.9122695335844623,0.8921107106718892,0.8900509289287425,0.8852845946696023,0.8944271909999159,0.8944271909999159
9,0.9440920135936013,0.9575025283801706,0.955772318536503,0.9520685334245252,0.9389084762547922,0.9513186954397681,0.8564162968343931,0.9575025283801706,0.9122695335844623,0.9999999999999998,0.958344507048593,0.9582829349026325,0.9549866648315927,0.9575025283801706,0.9575025283801706
10,0.9816704539828227,0.9974100962589957,0.9947434193090908,0.992398013845113,0.9780410661305917,0.9936776511038939,0.8921107106718892,0.9974100962589957,0.8921107106718892,0.958344507048593,1.0,0.9987627323074031,0.996119126800715,0.9974100962589957,0.9974100962589957
11,0.9814720262329738,0.9951071902607511,0.9934565051876781,0.9961630661044094,0.9783575060266401,0.9953804239210368,0.8900509289287425,0.9951071902607511,0.8900509289287425,0.9582829349026325,0.9987627323074031,0.9999999999999997,0.9984389050418925,0.9951071902607511,0.9951071902607511
12,0.9755967800340499,0.9897782665572894,0.9878340080932526,0.9978096948957241,0.9743635490182873,0.998645185970322,0.8852845946696023,0.9897782665572894,0.8852845946696023,0.9549866648315927,0.996119126800715,0.9984389050418925,1.0000000000000002,0.9897782665572894,0.9897782665572894
13,0.9827076298239908,1.0,0.996588185209509,0.985460115744348,0.9805806756909202,0.9863939238321437,0.8944271909999159,1.0,0.8944271909999159,0.9575025283801706,0.9974100962589957,0.9951071902607511,0.9897782665572894,1.0,1.0
14,0.9827076298239908,1.0,0.996588185209509,0.985460115744348,0.9805806756909202,0.9863939238321437,0.8944271909999159,1.0,0.8944271909999159,0.9575025283801706,0.9974100962589957,0.9951071902607511,0.9897782665572894,1.0,1.0
