,hu_szeged-ud-dev_Case=Ela,hu_szeged-ud-test_Case=Ela,hu_szeged-ud-train_Case=Ela,fi_ood-ud-test_Case=Ela,et_ewt-ud-train_Case=Ela,et_ewt-ud-test_Case=Ela,et_ewt-ud-dev_Case=Ela,egy_ujaen-ud-test_Case=Ela,olo_kkpp-ud-test_Case=Ela,olo_kkpp-ud-train_Case=Ela,mdf_jr-ud-test_Case=Ela,mdf_jr-ud-train_Case=Ela,vep_vwt-ud-test_Case=Ela,fi_tdt-ud-train_Case=Ela,fi_tdt-ud-test_Case=Ela,fi_tdt-ud-dev_Case=Ela,myv_jr-ud-test_Case=Ela,myv_jr-ud-train_Case=Ela,kpv_ikdp-ud-test_Case=Ela,kpv_lattice-ud-test_Case=Ela,kpv_lattice-ud-train_Case=Ela,fi_pud-ud-test_Case=Ela,et_edt-ud-dev_Case=Ela,et_edt-ud-train_Case=Ela,et_edt-ud-test_Case=Ela,wbp_ufal-ud-test_Case=Ela,koi_uh-ud-train_Case=Ela,koi_uh-ud-test_Case=Ela,krl_kkpp-ud-test_Case=Ela,fi_ftb-ud-dev_Case=Ela,fi_ftb-ud-train_Case=Ela,fi_ftb-ud-test_Case=Ela
0,1.0,0.9968893843710139,0.9969638681984602,0.9723034350172486,0.9877571909766554,0.983942626739479,0.9818515921006391,0.7060045096182079,0.9833563399095209,0.9984411525986358,0.9151878432223208,0.7060045096182078,0.9718112561399235,0.963385544597483,0.9679817936438619,0.9651306740045152,0.9839849582512542,0.9695389915997119,0.9686301960300274,0.9542655716008971,0.8930329154975161,0.9479550090916193,0.9718379236983193,0.9761441694227699,0.9726353874915056,0.9984411525986358,0.7060045096182078,0.9177122231765373,0.9754086565868753,0.8370774635029599,0.8392749379716297,0.8255305604957609
1,0.9968893843710139,0.9999999999999998,0.9979485890613584,0.9738364901374865,0.9858741185681761,0.9859367879660135,0.9824536810726535,0.7051263942166729,0.9872132590290847,0.9971993098884563,0.9152522462200575,0.7051263942166728,0.9786908896643624,0.9639506972231369,0.9681407744013439,0.9668949852257638,0.98500665215675,0.9683330968648853,0.9734718405861266,0.9544921377991372,0.8919221776105866,0.9485047050224432,0.9720900804453899,0.9755842565574188,0.9729769890857219,0.9971993098884563,0.7051263942166728,0.9165707896214117,0.985091068403516,0.83603632197629,0.8381264245249657,0.8247429407017189
2,0.9969638681984602,0.9979485890613584,1.0000000000000002,0.9711432072142376,0.9850358301343763,0.9837351308444842,0.9803958664492363,0.703130840622581,0.9832503913485829,0.9943771709312491,0.9120777518065825,0.7031308406225809,0.9740598698433593,0.9617753365953494,0.9661094539299758,0.9641939844000912,0.981600959155651,0.9655926511695097,0.9693254756307162,0.9513107158626616,0.8893979797904803,0.9464391937931658,0.96983953566428,0.9737023052646863,0.9710852254883466,0.9943771709312491,0.7031308406225809,0.9139768346248743,0.9793043228783703,0.8347967574983902,0.8368621090959067,0.8233169346434349
3,0.9723034350172486,0.9738364901374865,0.9711432072142376,0.9999999999999998,0.9940455065383752,0.9934052417683839,0.9970887431905857,0.6877769858691652,0.9833331073431913,0.9726635413042619,0.8950510373538446,0.6877769858691651,0.9626876994123152,0.9974806678125484,0.9976333028750631,0.9975597582101393,0.9629826586544014,0.9472839024884947,0.9699509852901784,0.9451973176901304,0.8699767190368016,0.993097213460518,0.9982675740232748,0.9983363098138431,0.9986805497303759,0.9726635413042619,0.6877769858691651,0.8940188598695762,0.9711384002133525,0.9292645705353155,0.9308770223156431,0.9207923730826005
4,0.9877571909766554,0.9858741185681761,0.9850358301343763,0.9940455065383752,1.0,0.9964647390218035,0.9978740905145285,0.6972025245158129,0.9898209891256649,0.9859932658910228,0.9074525589611413,0.6972025245158128,0.9756271994483126,0.9907980663719557,0.9924403403523528,0.9918350504893974,0.975432006312921,0.959963561325649,0.9752636898296774,0.9528749005857823,0.8818991871557407,0.9813800980953133,0.9943220681599083,0.9960887510793659,0.9950821225657487,0.9859932658910228,0.6972025245158128,0.906270809975007,0.97702217872376,0.896564297192982,0.8984981401843191,0.8861649504023668
5,0.983942626739479,0.9859367879660135,0.9837351308444842,0.9934052417683839,0.9964647390218035,1.0,0.9980321218693212,0.6950835075873721,0.9866918939186574,0.9829965234119238,0.9046236657920244,0.695083507587372,0.9817450018195584,0.9885610047173632,0.9913237259230785,0.9903231706918263,0.9744721532958863,0.9567435894886502,0.9799362078739047,0.9519296735987153,0.87921881919801,0.9799452890093706,0.9911339082088299,0.9927181304249444,0.9931180231242573,0.9829965234119238,0.695083507587372,0.9035163690190992,0.9869958753509859,0.8979686987261244,0.8995850829629517,0.8885054245731567
6,0.9818515921006391,0.9824536810726535,0.9803958664492363,0.9970887431905857,0.9978740905145285,0.9980321218693212,0.9999999999999996,0.6938495072167903,0.9862971137300232,0.9812513833518735,0.9034497951115446,0.6938495072167902,0.9768312668766532,0.9928832556055501,0.994677232455308,0.9937332916205666,0.9715650857970012,0.9556598401788,0.976097422824068,0.9518560172702615,0.8776579184761978,0.9855941003768742,0.9953737558509875,0.9964726769859422,0.9963883976675636,0.9812513833518735,0.6938495072167902,0.9019123322062185,0.9788281437699311,0.9118167580265354,0.9133504904964038,0.9021665711097556
7,0.7060045096182079,0.7051263942166729,0.703130840622581,0.6877769858691652,0.6972025245158129,0.6950835075873721,0.6938495072167903,1.0000000000000002,0.6964235543207076,0.7071067811865476,0.6822588321464904,0.5,0.6882472016116854,0.6810296121854387,0.6842465351366066,0.6825348850657603,0.734334810355718,0.7375000304490374,0.7717436331412899,0.8304582035966728,0.6324555320336759,0.6701261099866732,0.6869309004567958,0.689882527057558,0.6872307886290114,0.7071067811865476,0.5,0.6499336836196815,0.6907949193655686,0.5913396312123013,0.5929525807350536,0.5833777378328671
8,0.9833563399095209,0.9872132590290847,0.9832503913485829,0.9833331073431913,0.9898209891256649,0.9866918939186574,0.9862971137300232,0.6964235543207076,1.0000000000000002,0.9848916356764205,0.9065911041508682,0.6964235543207075,0.9751511097056461,0.9776295742572977,0.9768167350904088,0.9811596983564268,0.9751302850237853,0.9567888405983586,0.9705862935370617,0.9459918661768693,0.8809138591373733,0.9635278029835135,0.9848291324950226,0.9854832642085324,0.9844892308090343,0.9848916356764205,0.6964235543207075,0.9052582520383375,0.9839995578743471,0.8554411702521568,0.8574564769997763,0.843100151187186
9,0.9984411525986358,0.9971993098884563,0.9943771709312491,0.9726635413042619,0.9859932658910228,0.9829965234119238,0.9812513833518735,0.7071067811865476,0.9848916356764205,1.0,0.9166167087968758,0.7071067811865475,0.9733285267845753,0.9631213139303365,0.9676707299969874,0.9652500912527598,0.9855212354681531,0.9710527146004545,0.970142500145332,0.9557554484981281,0.8944271909999159,0.9477014332434776,0.9714669958391631,0.9756412262090223,0.9718911017595057,1.0,0.7071067811865475,0.9191450300180578,0.9769315437852156,0.8362805264291409,0.8385615815196403,0.8250207088297764
