,hi_pud-ud-test_Case=Erg,ess_sli-ud-test_Case=Erg,mr_ufal-ud-dev_Case=Erg,mr_ufal-ud-test_Case=Erg,mr_ufal-ud-train_Case=Erg,wbp_ufal-ud-test_Case=Erg,ka_glc-ud-test_Case=Erg,eu_bdt-ud-train_Case=Erg,eu_bdt-ud-test_Case=Erg,eu_bdt-ud-dev_Case=Erg,gu_gujtb-ud-test_Case=Erg
0,1.0,0.7158854603305058,0.7774815830232241,0.7071067811865476,0.7137440300573518,0.7492264051577248,0.8051957830010386,0.8001473531904117,0.7992756275124737,0.7999941237784598,0.762000762001143
1,0.7158854603305058,1.0000000000000002,0.5674103007575365,0.5188626501413677,0.5234919294699177,0.5481439629848466,0.5868036569377384,0.5834227121483315,0.5828077555941531,0.5833215233473455,0.55686995932483
2,0.7774815830232241,0.5674103007575365,1.0,0.9773555548504419,0.9807126891812875,0.9806561136781604,0.9765988315375842,0.9808621885036022,0.9801812192061101,0.9808806968238835,0.9764314578665574
3,0.7071067811865476,0.5188626501413677,0.9773555548504419,1.0000000000000002,0.9998639733381451,0.9953500135553002,0.9792981651496955,0.9849401314314483,0.9846832324376633,0.9851678459492157,0.987829161147262
4,0.7137440300573518,0.5234919294699177,0.9807126891812875,0.9998639733381451,0.9999999999999999,0.9958261184136836,0.9806830396900881,0.9862267408305209,0.9859363691311025,0.9864385196890701,0.9885499370483551
5,0.7492264051577248,0.5481439629848466,0.9806561136781604,0.9953500135553002,0.9958261184136836,1.0000000000000002,0.9893692647914852,0.9927568768214317,0.9930752474973272,0.9928927960091438,0.9890025476416981
6,0.8051957830010386,0.5868036569377384,0.9765988315375842,0.9792981651496955,0.9806830396900881,0.9893692647914852,0.9999999999999999,0.9912959329437379,0.9912946530162547,0.9912890254897182,0.9816956803310375
7,0.8001473531904117,0.5834227121483315,0.9808621885036022,0.9849401314314483,0.9862267408305209,0.9927568768214317,0.9912959329437379,0.9999999999999999,0.9998525812709294,0.9999450214197287,0.9935047037957168
8,0.7992756275124737,0.5828077555941531,0.9801812192061101,0.9846832324376633,0.9859363691311025,0.9930752474973272,0.9912946530162547,0.9998525812709294,0.9999999999999998,0.99990004733133,0.9939190055174767
9,0.7999941237784598,0.5833215233473455,0.9808806968238835,0.9851678459492157,0.9864385196890701,0.9928927960091438,0.9912890254897182,0.9999450214197287,0.99990004733133,1.0000000000000002,0.9939941584437129
10,0.762000762001143,0.55686995932483,0.9764314578665574,0.987829161147262,0.9885499370483551,0.9890025476416981,0.9816956803310375,0.9935047037957168,0.9939190055174767,0.9939941584437129,0.9999999999999999
