,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,1.0000000000000002,0.9503779716278894,0.69578637065386,0.9877865002762157,0.9846271375504777,0.9868661426987184,0.9946709666003343,0.943454326984599,0.9860268290715501,0.9982109562036879,0.9977350316741933,0.9988398881959971,0.9159847269869857,0.6568786259534063,0.6568786259534062,0.9966421619005433,0.9913419375114695,0.9895322712273107,0.9877233628231303,0.8467330615637396,0.7864313962008347,0.764236006248206,0.8307144131578797,0.8763851661959708,0.991436138469241,0.9899300463350246,0.9921163061097821,0.9907003891617228,0.9912779266330228,0.9919806880178904,0.992498037795455,0.693716809765538,0.693716809765538
1,0.9503779716278894,1.0,0.6028347789302938,0.9824922178746281,0.9853005847232266,0.9820649716887851,0.9682390554653506,0.9354226735894338,0.9826007947857895,0.9630640934317728,0.964193593334179,0.9574898945160232,0.843215073130869,0.5805075648958385,0.5805075648958384,0.9653433346757003,0.9785330088653612,0.9809264856974337,0.9831567287955573,0.7254038241943278,0.6699091396583131,0.6458481652552105,0.7202142598851587,0.7785807421402212,0.9666319361153971,0.9642809314469719,0.9601013810578671,0.9577186935152503,0.9625950075546399,0.9611685975340376,0.9697366579410321,0.5805075648958384,0.5805075648958384
2,0.69578637065386,0.6028347789302938,0.9999999999999998,0.6604305136578212,0.6576113696392529,0.6621438464588743,0.6578253286046826,0.618718433538229,0.6469924712737948,0.6778234863582496,0.6711741799884202,0.679923851635486,0.7880597222681012,0.5,0.4999999999999999,0.6639468519226035,0.6617046433993978,0.6543642234292961,0.6450451526894325,0.7090333538266701,0.6012282510295616,0.6154574548966637,0.7276068751089988,0.6288281455225324,0.6313599254927188,0.7308511336578191,0.7185528546999519,0.742222546776295,0.7228189308586827,0.7242161755466214,0.701850080125,0.4999999999999999,0.4999999999999999
3,0.9877865002762157,0.9824922178746281,0.6604305136578212,1.0,0.999512438967368,0.9994629054351446,0.9923808278189291,0.9497603346311876,0.9967688396515194,0.9927919308675812,0.9924150097098863,0.99120727106304,0.891596706953094,0.6212536758114231,0.621253675811423,0.9933192922457076,0.9987987586172281,0.9985708267102237,0.9983779005760582,0.804298881524111,0.7489041054420634,0.7288409064423473,0.7884341217636147,0.8436127358043706,0.9899727138295327,0.9875378063278751,0.9863052475912878,0.9840035108771938,0.9867390548053863,0.9861644055872195,0.9909750898496458,0.6627781893340099,0.6627781893340099
4,0.9846271375504777,0.9853005847232266,0.6576113696392529,0.999512438967368,0.9999999999999999,0.9995811734584562,0.9906718130641222,0.9473136267092654,0.9968769234604797,0.9906926704094549,0.9902564259806694,0.9884002781404191,0.8850508039142122,0.6145585071853353,0.6145585071853352,0.9919396775211811,0.9984603706042552,0.9985469517752892,0.9985483028227599,0.7903446035516641,0.7331310656514305,0.7137619693663954,0.7745397948843389,0.8304271502712853,0.9891836231854139,0.9871394444218395,0.984882628909425,0.9822013658427382,0.9851102359861464,0.9846196985234361,0.9899932824953672,0.6466371105823719,0.6466371105823719
5,0.9868661426987184,0.9820649716887851,0.6621438464588743,0.9994629054351446,0.9995811734584562,0.9999999999999997,0.9909006212101481,0.9496378623158264,0.9965605084984686,0.9920517779757131,0.9916971325019778,0.9903253778057144,0.887190192825172,0.6197130434817458,0.6197130434817457,0.9928955289261958,0.9982609933851011,0.9979525744086339,0.9977130183120057,0.7921845332444954,0.7333497566637992,0.712921864460041,0.7780523509159467,0.8317280656298807,0.9892190983792807,0.9872324246643042,0.9855095223440579,0.9830668687844392,0.98682856167716,0.9863065357230331,0.9911533494524267,0.6442782452053465,0.6442782452053465
6,0.9946709666003343,0.9682390554653506,0.6578253286046826,0.9923808278189291,0.9906718130641222,0.9909006212101481,0.9999999999999997,0.9428288446731589,0.9937516840363887,0.9959456327698977,0.9963075426468501,0.9944121339906147,0.8973939151918238,0.6325243544275795,0.6325243544275794,0.9961386727304874,0.9953391426302883,0.9951676643023823,0.9944756733723559,0.82146833453118,0.7657984491335104,0.7430802438368493,0.8050940512926252,0.8602951806116288,0.9968918117011666,0.9898698258831017,0.9903703514476907,0.9871876355247856,0.986964791689966,0.9878463745510924,0.991253814338451,0.6780661079463651,0.6780661079463651
7,0.943454326984599,0.9354226735894338,0.618718433538229,0.9497603346311876,0.9473136267092654,0.9496378623158264,0.9428288446731589,1.0,0.9486955207518478,0.948439699839052,0.9486479713792906,0.948257300102676,0.8519378596319819,0.6187184335382291,0.618718433538229,0.9476998881182703,0.9463089004563561,0.9455246837378387,0.9444292386799087,0.7728099243588268,0.7237375950974062,0.6854307703255602,0.7931809562841033,0.8185577344976238,0.9370484010709856,0.9363457469691041,0.9385617818681291,0.9380494905333596,0.9477227277086453,0.9463493615617748,0.9479069323226191,0.618718433538229,0.618718433538229
8,0.9860268290715501,0.9826007947857895,0.6469924712737948,0.9967688396515194,0.9968769234604797,0.9965605084984686,0.9937516840363887,0.9486955207518478,1.0000000000000002,0.9909586266574557,0.991488290630087,0.988149211845264,0.8810200981464374,0.6129402359435951,0.612940235943595,0.9926586215638542,0.9971654047758923,0.9976107269080222,0.9972468362124173,0.7866142215490814,0.7292346707921347,0.7066937144703145,0.7746829608553245,0.8269312814977712,0.9930359074637582,0.9843707617283832,0.9820500544065855,0.9792656688212766,0.9826039893920668,0.9831105812576733,0.9880280002619081,0.6401820242077548,0.6401820242077548
9,0.9982109562036879,0.9630640934317728,0.6778234863582496,0.9927919308675812,0.9906926704094549,0.9920517779757131,0.9959456327698977,0.948439699839052,0.9909586266574557,1.0,0.9995422383904661,0.999523684159998,0.9059929979904723,0.6472018617573406,0.6472018617573405,0.9992099358718296,0.9957889029865364,0.9946306680598207,0.9935857473572086,0.8296694617208998,0.771558652623697,0.7472277141600717,0.8184794279668697,0.8652436825066934,0.9940080100905972,0.9917318909203843,0.9931072600112142,0.9908054155504759,0.9935492887092415,0.9939532864526365,0.9959053320206329,0.6779258998184533,0.6779258998184533
