,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,1.0,0.9899116151148832,0.9871656443875364,0.8089183788811676,0.8642205987823105,0.8621712928417625,0.8638212058808957,0.8654683703527533,0.8346866789761097,0.9074777266384586,0.9475611795206738,0.9492954693575957,0.9489013030886326,0.9503874772496858,0.7518820606756282
1,0.9899116151148832,1.0000000000000002,0.9921639834025334,0.8069847209182854,0.8345338222670273,0.8665367450180232,0.8587581097951944,0.8706680453801962,0.7993155388908944,0.8938347759079794,0.9428148830680286,0.9348847117701692,0.9342342575118582,0.9360004790395563,0.7053098106038297
2,0.9871656443875364,0.9921639834025334,1.0,0.8047461812474476,0.8322188626161496,0.8641330106849194,0.85637595304972,0.8686183127835089,0.7970982731893972,0.894861060180269,0.95308194374238,0.9383389228277209,0.9374119254052238,0.9395200663015914,0.7033533126053656
3,0.8089183788811676,0.8069847209182854,0.8047461812474476,1.0,0.7456736622080784,0.7131424559221481,0.7155960714985213,0.7082564689339431,0.7213933109365948,0.7863400996553928,0.7979955042882746,0.8003164569494129,0.7997065267972245,0.8002644984209717,0.6319190058240223
4,0.8642205987823105,0.8345338222670273,0.8322188626161496,0.7456736622080784,1.0,0.7476107495776777,0.7994750784123958,0.7351092381577233,0.9886955915960138,0.9515180411290907,0.915471878141901,0.9584562718606406,0.9590867444798912,0.9578428549708724,0.9296696802013682
5,0.8621712928417625,0.8665367450180232,0.8641330106849194,0.7131424559221481,0.7476107495776777,1.0000000000000002,0.9694480525777573,0.9958493861277139,0.7186272453278736,0.8061311994291276,0.8357261132240917,0.8569711079804451,0.8562589467180151,0.8590484964751662,0.6142951168339512
6,0.8638212058808957,0.8587581097951944,0.85637595304972,0.7155960714985213,0.7994750784123958,0.9694480525777573,1.0,0.9757391059868825,0.781510824656499,0.8267819565744493,0.8426341526069936,0.8760737261544531,0.8749377890793572,0.8777011851000569,0.7024393586862704
7,0.8654683703527533,0.8706680453801962,0.8686183127835089,0.7082564689339431,0.7351092381577233,0.9958493861277139,0.9757391059868825,0.9999999999999998,0.7083241885560917,0.7891525138174486,0.8295931062662774,0.8528630254097431,0.8521181352252909,0.8553566825319391,0.6166442771825275
8,0.8346866789761097,0.7993155388908944,0.7970982731893972,0.7213933109365948,0.9886955915960138,0.7186272453278736,0.781510824656499,0.7083241885560917,0.9999999999999999,0.9319515047116742,0.8687633955215027,0.9393520530025956,0.9400460434836444,0.9385769828891801,0.9596347033023338
9,0.9074777266384586,0.8938347759079794,0.894861060180269,0.7863400996553928,0.9515180411290907,0.8061311994291276,0.8267819565744493,0.7891525138174486,0.9319515047116742,1.0000000000000002,0.961425885802534,0.9661550652511424,0.9658242188262794,0.9647404679811786,0.816332716243293
10,0.9475611795206738,0.9428148830680286,0.95308194374238,0.7979955042882746,0.915471878141901,0.8357261132240917,0.8426341526069936,0.8295931062662774,0.8687633955215027,0.961425885802534,0.9999999999999998,0.9689163947805192,0.9684496747740556,0.969042686571259,0.7630918642978203
11,0.9492954693575957,0.9348847117701692,0.9383389228277209,0.8003164569494129,0.9584562718606406,0.8569711079804451,0.8760737261544531,0.8528630254097431,0.9393520530025956,0.9661550652511424,0.9689163947805192,1.0,0.9999133572970597,0.9998831088867646,0.85576822248753
12,0.9489013030886326,0.9342342575118582,0.9374119254052238,0.7997065267972245,0.9590867444798912,0.8562589467180151,0.8749377890793572,0.8521181352252909,0.9400460434836444,0.9658242188262794,0.9684496747740556,0.9999133572970597,1.0,0.9999305715499208,0.8574893941134555
13,0.9503874772496858,0.9360004790395563,0.9395200663015914,0.8002644984209717,0.9578428549708724,0.8590484964751662,0.8777011851000569,0.8553566825319391,0.9385769828891801,0.9647404679811786,0.969042686571259,0.9998831088867646,0.9999305715499208,1.0,0.856400711381939
14,0.7518820606756282,0.7053098106038297,0.7033533126053656,0.6319190058240223,0.9296696802013682,0.6142951168339512,0.7024393586862704,0.6166442771825275,0.9596347033023338,0.816332716243293,0.7630918642978203,0.85576822248753,0.8574893941134555,0.856400711381939,0.9999999999999998
