,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
0,1.0,0.7492686492653552,0.772758952134665,0.892217816219194,0.8148217143826667,0.7715167498104595,0.7071067811865475,0.7071067811865476,0.8017837257372732,0.8703882797784892,0.8333333333333334,0.8618916073713346,0.9128709291752769,0.8366600265340756,0.8838834764831843,0.917662935482247,0.8668105584368981
1,0.7492686492653552,1.0000000000000002,0.5790040562736517,0.7216878364870323,0.9073010984729339,0.982724632127336,0.9933992677987828,0.9933992677987828,0.6007514091861107,0.9374723104186604,0.9521955751080555,0.9500540303042755,0.8207826816681233,0.9403246919632546,0.8940593410189046,0.837983333057403,0.9638470180033012
2,0.772758952134665,0.5790040562736517,0.9999999999999998,0.7043928827620429,0.6296607741829208,0.5961964751378731,0.5464230952770323,0.5464230952770324,0.6195855517393628,0.6726003350319189,0.6439657934455542,0.6751832803022799,0.7222251155842488,0.6465365253974332,0.6992914612176305,0.7196848116568568,0.6783188460258791
3,0.892217816219194,0.7216878364870323,0.7043928827620429,1.0000000000000002,0.793089218852163,0.7384236071245943,0.6882472016116853,0.6882472016116854,0.7587212233336051,0.8401139609032964,0.8381440091756066,0.8873019781690421,0.8737145946946614,0.862817991941548,0.8603090020146067,0.9117955862668641,0.8481791642906835
4,0.8148217143826667,0.9073010984729339,0.6296607741829208,0.793089218852163,0.9999999999999999,0.9080479788690579,0.8962581595302717,0.8962581595302719,0.8468843573676976,0.9062144009487134,0.9053574604251853,0.9243790731459218,0.8925924666248365,0.8981505848508453,0.9442719895051076,0.9346646078938436,0.9367188950751266
5,0.7715167498104595,0.982724632127336,0.5961964751378731,0.7384236071245943,0.9080479788690579,0.9999999999999999,0.9819805060619656,0.9819805060619657,0.6185895741317419,0.9401267913629436,0.9515373247662333,0.9514097612238179,0.816982446237566,0.9405816697932299,0.9001487972234684,0.8495907904857463,0.9732575818865776
6,0.7071067811865475,0.9933992677987828,0.5464230952770323,0.6882472016116853,0.8962581595302717,0.9819805060619656,0.9999999999999998,1.0,0.5669467095138409,0.9231861823449954,0.9428090415820634,0.9376144618769908,0.7745966692414834,0.9296696802013682,0.8749999999999998,0.8111071056538126,0.9519939689970744
7,0.7071067811865476,0.9933992677987828,0.5464230952770324,0.6882472016116854,0.8962581595302719,0.9819805060619657,1.0,1.0000000000000002,0.5669467095138409,0.9231861823449956,0.9428090415820634,0.9376144618769909,0.7745966692414834,0.9296696802013684,0.875,0.8111071056538127,0.9519939689970744
8,0.8017837257372732,0.6007514091861107,0.6195855517393628,0.7587212233336051,0.8468843573676976,0.6185895741317419,0.5669467095138409,0.5669467095138409,1.0,0.6978631577988532,0.668153104781061,0.708769911938334,0.8295150620062532,0.7027642214999339,0.8031745051446079,0.8583950752789521,0.7196397975998837
9,0.8703882797784892,0.9374723104186604,0.6726003350319189,0.8401139609032964,0.9062144009487134,0.9401267913629436,0.9231861823449954,0.9231861823449956,0.6978631577988532,1.0,0.9864400504156212,0.9665785323883721,0.8740073734751264,0.9570879353629509,0.9385726187174119,0.9085474851076165,0.9727740872683923
10,0.8333333333333334,0.9521955751080555,0.6439657934455542,0.8381440091756066,0.9053574604251853,0.9515373247662333,0.9428090415820634,0.9428090415820634,0.668153104781061,0.9864400504156212,1.0,0.9779154775943989,0.8520128672302585,0.976103364289755,0.9133462590326238,0.8985449576597002,0.9713196328583682
11,0.8618916073713346,0.9500540303042755,0.6751832803022799,0.8873019781690421,0.9243790731459218,0.9514097612238179,0.9376144618769908,0.9376144618769909,0.708769911938334,0.9665785323883721,0.9779154775943989,1.0,0.9017890236765157,0.9826117761704058,0.9493346426504531,0.9392246042043706,0.9892001098323674
12,0.9128709291752769,0.8207826816681233,0.7222251155842488,0.8737145946946614,0.8925924666248365,0.816982446237566,0.7745966692414834,0.7745966692414834,0.8295150620062532,0.8740073734751264,0.8520128672302585,0.9017890236765157,1.0,0.8510497719203703,0.9359709753334591,0.9424212936563149,0.9024029397999751
