,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,0.9999999999999998,0.9938837346736188,0.9938837346736188,0.7798189001977499,0.8009688353052207,0.7982833343760217,0.9938837346736188,0.8954270901312362,0.7968798037362895,0.7367156391674031,0.7968798037362895,0.828236445561349,0.7027819284987271,0.9529973720482235,0.8087564613918774,0.7968798037362895,0.7968798037362895,0.928125018863103,0.8979822569412036,0.8845238496959352,0.8524651041505786,0.7951069877388951
1,0.9938837346736188,1.0,1.0,0.7838039121202932,0.8058979208149035,0.801497291982546,1.0,0.900937462695559,0.8017837257372732,0.7412493166611012,0.8017837257372732,0.8333333333333334,0.7071067811865475,0.9438798074485389,0.813733471206735,0.8017837257372732,0.8017837257372732,0.9338366113496058,0.8959264654741069,0.8865078070971691,0.8549848716900684,0.8
2,0.9938837346736188,1.0,1.0,0.7838039121202932,0.8058979208149035,0.801497291982546,1.0,0.900937462695559,0.8017837257372732,0.7412493166611012,0.8017837257372732,0.8333333333333334,0.7071067811865475,0.9438798074485389,0.813733471206735,0.8017837257372732,0.8017837257372732,0.9338366113496058,0.8959264654741069,0.8865078070971691,0.8549848716900684,0.8
3,0.7798189001977499,0.7838039121202932,0.7838039121202932,1.0000000000000002,0.9968170694822055,0.9989572008154965,0.7838039121202932,0.7101180740486771,0.628441220907259,0.5809941142554651,0.8124707373100076,0.653169926766911,0.5542330613808041,0.7408044248826908,0.6378074781550649,0.8124707373100076,0.8124707373100076,0.7374614066013938,0.7028508583579788,0.6952047428032228,0.6705690807253839,0.6270431296962347
4,0.8009688353052207,0.8058979208149035,0.8058979208149035,0.9968170694822055,1.0000000000000002,0.9991010689865655,0.8058979208149035,0.7345343702969294,0.6461558375148954,0.5973712831026494,0.8413487467641866,0.6729807290138344,0.5698558847523575,0.7606707743219491,0.6557861125430019,0.8413487467641866,0.8413487467641866,0.7538413937219641,0.7223329087357411,0.7149555856854402,0.6896326082413818,0.6447183366519229
5,0.7982833343760217,0.801497291982546,0.801497291982546,0.9989572008154965,0.9991010689865655,0.9999999999999998,0.801497291982546,0.7280410041397686,0.6426274849341008,0.5941093199877854,0.8270691609006547,0.668096403012699,0.5667441702635125,0.7588729433666045,0.6522051735677552,0.8270691609006547,0.8270691609006547,0.7517569038963655,0.719468006097094,0.7114199177407992,0.6861460215632487,0.6411978335860369
6,0.9938837346736188,1.0,1.0,0.7838039121202932,0.8058979208149035,0.801497291982546,1.0,0.900937462695559,0.8017837257372732,0.7412493166611012,0.8017837257372732,0.8333333333333334,0.7071067811865475,0.9438798074485389,0.813733471206735,0.8017837257372732,0.8017837257372732,0.9338366113496058,0.8959264654741069,0.8865078070971691,0.8549848716900684,0.8
7,0.8954270901312362,0.900937462695559,0.900937462695559,0.7101180740486771,0.7345343702969294,0.7280410041397686,0.900937462695559,0.9999999999999998,0.7223569954963308,0.6678192785774694,0.7801455551360372,0.8048374666746994,0.8409178658720821,0.9281254037322374,0.9006939331701759,0.7801455551360372,0.7801455551360372,0.8434995572330205,0.9414673859682006,0.9468858753957369,0.9345479698864652,0.8937299629939945
8,0.7968798037362895,0.8017837257372732,0.8017837257372732,0.628441220907259,0.6461558375148954,0.6426274849341008,0.8017837257372732,0.7223569954963308,1.0,0.5943216388127455,0.6428571428571429,0.668153104781061,0.5669467095138409,0.7567874686642696,0.6524382543012601,0.6428571428571429,0.6428571428571429,0.748734997477757,0.7183392594744559,0.7107875324695482,0.6855129558726676,0.6414269805898186
9,0.7367156391674031,0.7412493166611012,0.7412493166611012,0.5809941142554651,0.5973712831026494,0.5941093199877854,0.7412493166611012,0.6678192785774694,0.5943216388127455,0.9999999999999999,0.5943216388127455,0.617707763884251,0.5241424183609591,0.6996502622814412,0.6031793794762582,0.5943216388127455,0.5943216388127455,0.696671593584633,0.6754386871543895,0.6704743286542832,0.6464880518125139,0.5929994533288809
10,0.7968798037362895,0.8017837257372732,0.8017837257372732,0.8124707373100076,0.8413487467641866,0.8270691609006547,0.8017837257372732,0.7801455551360372,0.6428571428571429,0.5943216388127455,1.0,0.668153104781061,0.5669467095138409,0.7567874686642696,0.6524382543012601,1.0,1.0,0.748734997477757,0.7190147077673327,0.7112806212884657,0.687530654050365,0.6414269805898186
11,0.828236445561349,0.8333333333333334,0.8333333333333334,0.653169926766911,0.6729807290138344,0.668096403012699,0.8333333333333334,0.8048374666746994,0.668153104781061,0.617707763884251,0.668153104781061,1.0,0.7071067811865476,0.8315131637046652,0.7749842582921287,0.668153104781061,0.668153104781061,0.7781971761246715,0.8106302222872209,0.8130357435667217,0.7964759731858916,0.7666666666666667
12,0.7027819284987271,0.7071067811865475,0.7071067811865475,0.5542330613808041,0.5698558847523575,0.5667441702635125,0.7071067811865475,0.8409178658720821,0.5669467095138409,0.5241424183609591,0.5669467095138409,0.7071067811865476,0.9999999999999998,0.8581163303210331,0.9863939238321437,0.5669467095138409,0.5669467095138409,0.6603222004055727,0.8935341032175405,0.911990218895748,0.9435494031188918,0.9899494936611665
13,0.9529973720482235,0.9438798074485389,0.9438798074485389,0.7408044248826908,0.7606707743219491,0.7588729433666045,0.9438798074485389,0.9281254037322374,0.7567874686642696,0.6996502622814412,0.7567874686642696,0.8315131637046652,0.8581163303210331,1.0,0.9248148762225634,0.7567874686642696,0.7567874686642696,0.9058008440678379,0.9540151101210721,0.9497009524973208,0.9395947378687398,0.9169118129500093
14,0.8087564613918774,0.813733471206735,0.813733471206735,0.6378074781550649,0.6557861125430019,0.6522051735677552,0.813733471206735,0.9006939331701759,0.6524382543012601,0.6031793794762582,0.6524382543012601,0.7749842582921287,0.9863939238321437,0.9248148762225634,1.0,0.6524382543012601,0.6524382543012601,0.7598941072934494,0.942779180657743,0.9557602207002749,0.9743727767179164,0.999729693196846
