,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,1.0,0.9056782897679296,0.8894600837060249,0.9697721865563546,0.9548877598447281,0.9871880487582785,0.8100632886667372,0.640411260268338,0.8832716322690932,0.8592018669097884,0.9957986304968828,0.9923326940358487,0.9709236583211303,0.9220517785543063,0.8792164397778567,0.9056782897679296,0.888219713179783,0.9675755947963804,0.9591333821408629,0.9622801302615237,0.9639692066458373,0.9131790192715191,0.8894600837060251,0.917693650317208,0.9056782897679296,0.9675755947963804,0.9455529420769602,0.9417209060586248,0.9495669920921467,0.9056782897679296
1,0.9056782897679296,1.0,0.7071067811865475,0.917321930642985,0.8754275592730114,0.8741572761215377,0.8944271909999159,0.7071067811865475,0.8164965809277261,0.9486832980505138,0.8942391309141245,0.8888888888888888,0.9045340337332909,0.9773555548504418,0.9610744623271417,1.0,0.9525009525014287,0.8944271909999159,0.937735228826191,0.9304229817231059,0.9039783574556967,0.9428090415820635,0.7071067811865476,0.7844645405527362,1.0,0.8944271909999159,0.9156435124135894,0.9146356064503733,0.8926073982886735,1.0
2,0.8894600837060249,0.7071067811865475,0.9999999999999998,0.9052511958953449,0.9285311453993019,0.8928436656664785,0.6324555320336758,0.4999999999999999,0.8660254037844388,0.6708203932499368,0.9117208910522796,0.903525331516144,0.9238697708743118,0.691094740465088,0.679582269536737,0.7071067811865475,0.6735198826004059,0.9486832980505137,0.8702911077794304,0.8767636429297644,0.9175745349620836,0.6666666666666666,1.0,0.970725343394151,0.7071067811865475,0.9486832980505137,0.83244566157058,0.840768551526448,0.9016696346674322,0.7071067811865475
3,0.9697721865563546,0.917321930642985,0.9052511958953449,1.0,0.9899437170971156,0.9595188857302483,0.8204776776676247,0.6486445576887905,0.897142131624417,0.908500653636955,0.9735489882514083,0.9643640809323687,0.9837438191428212,0.9051703545433227,0.9177247731139797,0.917321930642985,0.9185577056462462,0.9827699655579241,0.9954983362347866,0.9957533538952633,0.9941463594868211,0.8862432967689337,0.905251195895345,0.943000860748903,0.917321930642985,0.9827699655579241,0.9647661039877381,0.9750338016084128,0.9865547918549606,0.917321930642985
4,0.9548877598447281,0.8754275592730114,0.9285311453993019,0.9899437170971156,1.0,0.9535399618489206,0.7830062127644719,0.6190207635995346,0.8934795112453976,0.8799382365244459,0.962730425635155,0.9570646530941056,0.9709638596112165,0.85942364858502,0.8823259606480482,0.8754275592730114,0.8795085565136194,0.9787577659555899,0.9849198742319236,0.9857922785197342,0.9919446002397884,0.8400996077422256,0.9285311453993021,0.9687965779948604,0.8754275592730114,0.9787577659555899,0.9528981566330624,0.9591810829432759,0.9807531967037246,0.8754275592730114
5,0.9871880487582785,0.8741572761215377,0.8928436656664785,0.9595188857302483,0.9535399618489206,0.9999999999999999,0.7818700369735248,0.6181225377691005,0.8723567442899586,0.829298407725834,0.978310335147595,0.9712858623572641,0.9468936504628334,0.9018270512764451,0.8571025621002467,0.8741572761215377,0.8573063237163915,0.9556189340787524,0.9492337238316978,0.9557159302132305,0.9502457393158474,0.8699502383416972,0.8928436656664787,0.9333756642553378,0.8741572761215377,0.9556189340787524,0.927466667076459,0.9281156200006911,0.935096563825618,0.8741572761215377
6,0.8100632886667372,0.8944271909999159,0.6324555320336758,0.8204776776676247,0.7830062127644719,0.7818700369735248,0.9999999999999999,0.6324555320336758,0.7302967433402215,0.848528137423857,0.7998317939457265,0.7950463919999251,0.8090398349558905,0.8741733835330449,0.8596111316810198,0.8944271909999159,0.8519427513705972,0.7999999999999999,0.8387358866206733,0.8321956139843637,0.8085428229838166,0.8432740427115679,0.6324555320336759,0.7016464154456235,0.8944271909999159,0.7999999999999999,0.8189764547653834,0.818074956265912,0.7983723279170813,0.8944271909999159
7,0.640411260268338,0.7071067811865475,0.4999999999999999,0.6486445576887905,0.6190207635995346,0.6181225377691005,0.6324555320336758,0.9999999999999998,0.5773502691896258,0.6708203932499368,0.6323225534717423,0.6285393610547089,0.6396021490668312,0.691094740465088,0.679582269536737,0.7071067811865475,0.6735198826004059,0.6324555320336758,0.6630789392605184,0.6579083997482152,0.6392092266027999,0.6666666666666666,0.5,0.5547001962252291,0.7071067811865475,0.6324555320336758,0.6782890575760281,0.6705724884644141,0.6762522260005741,0.7071067811865475
8,0.8832716322690932,0.8164965809277261,0.8660254037844388,0.897142131624417,0.8934795112453976,0.8723567442899586,0.7302967433402215,0.5773502691896258,1.0000000000000002,0.7745966692414834,0.8914538983364212,0.8845379626717034,0.9026709338484402,0.7980074688861064,0.784714012507064,0.8164965809277261,0.777713771047819,0.9128709291752769,0.8852916094258239,0.8860433169579246,0.8988095238095238,0.7698003589195012,0.8660254037844388,0.8807048459279794,0.8164965809277261,0.9128709291752769,0.8544226254106855,0.8588163722807103,0.8849846507021011,0.8164965809277261
9,0.8592018669097884,0.9486832980505138,0.6708203932499368,0.908500653636955,0.8799382365244459,0.829298407725834,0.848528137423857,0.6708203932499368,0.7745966692414834,0.9999999999999999,0.8483497279614368,0.8432740427115677,0.8581163303210331,0.9272008911435069,0.9946421351919676,0.9486832980505138,0.9839436779055611,0.848528137423857,0.9313143940925926,0.9181039046722533,0.9083068085748346,0.894427190999916,0.6708203932499369,0.7442084075352507,0.9486832980505138,0.848528137423857,0.9375966363375473,0.9362021176134908,0.8871256224000629,0.9486832980505138
