,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,1.0000000000000002,0.9959170084164666,0.9843965687305762,0.9902194355688927,0.7174708423084336,0.9817078841045859,0.9351251781561745,0.9455143815519592,0.6348453704706012,0.9302546938209235,0.9124211282466755,0.9678486085478938,0.9915249323870398,0.9885721040918449,0.9893267919088559,0.991977934100625,0.9776048014434192,0.9804252386857129,0.973779340997817,0.8490044188574897,0.8579237984641217,0.870810355707903,0.9776435125062752,0.93100640491903,0.9438946021507264,0.8389657398084245,0.7661230853370486,0.7495423712972539,0.7366957238900417,0.9420346603084224
1,0.9959170084164666,0.9999999999999999,0.9953092960763295,0.9804318814209686,0.7451296603986218,0.9650150952298534,0.934437701027023,0.9148736449139474,0.6587090243380421,0.9401582391233712,0.9085083776847661,0.9608819747836286,0.986849355872586,0.986344792429907,0.9872890069764115,0.9831028659247731,0.9654610074854716,0.9662967416727748,0.9517732327873929,0.8789645894262467,0.8857034544906066,0.8826577501387706,0.9779417445026509,0.9370257651098394,0.9517702014914008,0.8547898072650202,0.795311380396865,0.7782045708896593,0.7646895483303635,0.9318956543916543
2,0.9843965687305762,0.9953092960763295,1.0,0.9607317986346968,0.7685520288965415,0.9402230257036948,0.9272439763758281,0.8746182161918925,0.6794244512048607,0.9318343622661877,0.8972269523536796,0.938732229452506,0.9722236252295376,0.9745708793359283,0.9759014325559118,0.9650024056178822,0.944151041482383,0.9443210468592456,0.9207940239876856,0.8971315175375827,0.9037449660540118,0.8886322373155361,0.9652536449487402,0.9367370241187938,0.954569730717373,0.8626896621742036,0.8150265576294542,0.7968982303843859,0.7829316797857365,0.9136948579382076
3,0.9902194355688927,0.9804318814209686,0.9607317986346968,0.9999999999999999,0.7014027090558707,0.9891323961381862,0.9341795352806829,0.9646011047175476,0.6023096099879522,0.9353162714996818,0.9229586184819631,0.9798838055373652,0.9935884427040413,0.9855638964137906,0.989554683969098,0.9954742985054775,0.9827889578685884,0.985535338346105,0.9859386190157122,0.831650435736134,0.8427934473060528,0.8595431744499742,0.9840009168425301,0.9260078239841754,0.9319259988722836,0.832239411419741,0.7306099312796811,0.7135357793965085,0.6997931636029294,0.9485541502925936
4,0.7174708423084336,0.7451296603986218,0.7685520288965415,0.7014027090558707,1.0,0.7103564005898584,0.8887785507378212,0.5641519475835701,0.5641519475835701,0.7236720149350955,0.6514265576024517,0.6802023565582056,0.7270071344289236,0.7258318202579208,0.7417185724305706,0.7073077537528429,0.7698792975097285,0.7465604569333426,0.6529890558185345,0.8945103906345057,0.9296553856931584,0.6867162186407073,0.7280194673050507,0.9059020014405486,0.8714187475713708,0.9621212748502578,0.678516152169714,0.6614934460333548,0.6490121545254433,0.8362867675252985
5,0.9817078841045859,0.9650150952298534,0.9402230257036948,0.9891323961381862,0.7103564005898584,1.0,0.9458746867653866,0.9772569037364849,0.5753205965545435,0.9044196248080535,0.8963810377307817,0.9659489017972784,0.9844194888793152,0.9756524175183282,0.9776977649075341,0.9906271835484999,0.9945624701446358,0.9980628191865786,0.9957664533891794,0.8059580016582073,0.8220326143358612,0.8321304250453888,0.9652525584059316,0.9307002442029693,0.934978680633859,0.8362735755852306,0.7129479775939621,0.6980155270127506,0.6869183409664656,0.9654983113460951
6,0.9351251781561745,0.934437701027023,0.9272439763758281,0.9341795352806829,0.8887785507378212,0.9458746867653866,0.9999999999999999,0.8729398880198982,0.6043429993983911,0.8729553529271659,0.852909672720177,0.9021517364119088,0.938451927177893,0.9331490944452537,0.9409389703383826,0.9347231481707174,0.9721138620870396,0.9624731978019178,0.9213651686008821,0.8922504065311436,0.9247176963668994,0.8204039179525032,0.9172351550415898,0.9905431261195743,0.9726378085792632,0.9599821661133803,0.7378990113989271,0.7220378992837284,0.7099769963904885,0.9910606664551127
7,0.9455143815519592,0.9148736449139474,0.8746182161918925,0.9646011047175476,0.5641519475835701,0.9772569037364849,0.8729398880198982,1.0000000000000002,0.5000000000000001,0.8512055557875505,0.8660254037844388,0.9428090415820634,0.9444878381457036,0.9309451708459805,0.9316873449863305,0.9591351239552486,0.9579535844851834,0.9655204640715239,0.9920093636945808,0.6904772046173266,0.7037328389426242,0.7664191894673175,0.9201370918610849,0.8437131336253169,0.8433802953476238,0.726204009059247,0.5951916101893631,0.5817577500378469,0.5712815833100969,0.9176629354822472
8,0.6348453704706012,0.6587090243380421,0.6794244512048607,0.6023096099879522,0.5641519475835701,0.5753205965545435,0.6043429993983911,0.5000000000000001,1.0000000000000002,0.6190585860273095,0.5773502691896258,0.5892556509887896,0.6218191842772013,0.6294732890953392,0.6309528222375783,0.6083904510867378,0.5874742976677092,0.5840802807346256,0.5500249937316488,0.6473223793287437,0.648538106476536,0.7438774486006317,0.6243787409057362,0.6259807120445899,0.6425754631219991,0.5980503604017328,0.5951916101893631,0.5817577500378469,0.5712815833100969,0.5735393346764045
9,0.9302546938209235,0.9401582391233712,0.9318343622661877,0.9353162714996818,0.7236720149350955,0.9044196248080535,0.8729553529271659,0.8512055557875505,0.6190585860273095,0.9999999999999998,0.8488573980566636,0.975796585043506,0.9493016061495605,0.9421019645462113,0.9479728656804404,0.9380549964948068,0.9059261146260449,0.9018921253058557,0.8881061528788134,0.8761208580202606,0.869702051197519,0.917518778459738,0.9752178444615234,0.9024553137180413,0.9136781729620906,0.8429303006542138,0.7560080660164833,0.7408410456026738,0.724000985265247,0.8698834014117559
10,0.9124211282466755,0.9085083776847661,0.8972269523536796,0.9229586184819631,0.6514265576024517,0.8963810377307817,0.852909672720177,0.8660254037844388,0.5773502691896258,0.8488573980566636,1.0000000000000002,0.8845379626717034,0.9171618055445989,0.906477773802201,0.920915434274615,0.9212615158409225,0.8922532037741259,0.894662407150275,0.8902939513596854,0.7723789499130331,0.7807339943550617,0.7938832896004142,0.910699538875469,0.8485281374238571,0.8579169571563114,0.7645586166838347,0.7104144067799586,0.6928598257101479,0.6771335664319181,0.8609460320922786
11,0.9678486085478938,0.9608819747836286,0.938732229452506,0.9798838055373652,0.6802023565582056,0.9659489017972784,0.9021517364119088,0.9428090415820634,0.5892556509887896,0.975796585043506,0.8845379626717034,1.0,0.9809379191789649,0.9703626398732569,0.9743048737330228,0.9798081447916294,0.9580559213633533,0.9591447570911382,0.9618983357183677,0.8260865270956459,0.8277309138661271,0.8979205375642014,0.9875712512228678,0.9109304247214095,0.9182049653660881,0.8256335275512419,0.715250775978437,0.7006550572991365,0.6857461273579545,0.9192547197409877
12,0.9915249323870398,0.986849355872586,0.9722236252295376,0.9935884427040413,0.7270071344289236,0.9844194888793152,0.938451927177893,0.9444878381457036,0.6218191842772013,0.9493016061495605,0.9171618055445989,0.9809379191789649,0.9999999999999999,0.9971072311164533,0.9984338993677025,0.9974191422494983,0.9806530978975958,0.9832674588543437,0.9745493676117152,0.8533470971685762,0.8619877213855606,0.8874392933786396,0.9906126896323265,0.9400333216283785,0.9555676374939044,0.8505453812538134,0.7842939850285418,0.768613917104159,0.7556061327429644,0.9439840046360101
13,0.9885721040918449,0.986344792429907,0.9745708793359283,0.9855638964137906,0.7258318202579208,0.9756524175183282,0.9331490944452537,0.9309451708459805,0.6294732890953392,0.9421019645462113,0.906477773802201,0.9703626398732569,0.9971072311164533,1.0000000000000002,0.9975205736440881,0.9916865487481534,0.9728566299071093,0.9756755330770035,0.9645815835875876,0.8547324887849406,0.8626998050639619,0.8851808342774392,0.9836443031171225,0.9352416102362321,0.9563879088267412,0.8456367866870423,0.8063612891544873,0.7914549849478018,0.7792340936487603,0.9339689549796677
14,0.9893267919088559,0.9872890069764115,0.9759014325559118,0.989554683969098,0.7417185724305706,0.9776977649075341,0.9409389703383826,0.9316873449863305,0.6309528222375783,0.9479728656804404,0.920915434274615,0.9743048737330228,0.9984338993677025,0.9975205736440881,1.0000000000000002,0.9937967800147984,0.976215605605744,0.9779844932123979,0.9655664876629896,0.8641191186781759,0.8741306062670656,0.8925788247267256,0.9880811819681959,0.9451217978974464,0.9593553637439289,0.8604798253037801,0.7942831423991826,0.7782551877558184,0.7649643669473061,0.9429074935671148
15,0.991977934100625,0.9831028659247731,0.9650024056178822,0.9954742985054775,0.7073077537528429,0.9906271835484999,0.9347231481707174,0.9591351239552486,0.6083904510867378,0.9380549964948068,0.9212615158409225,0.9798081447916294,0.9974191422494983,0.9916865487481534,0.9937967800147984,0.9999999999999999,0.9843631507251818,0.9881166885595083,0.983815467333208,0.8326313566132577,0.8423368674465863,0.8748768284084406,0.9853465289309651,0.9316248295964303,0.9458652686545881,0.8366472218478105,0.7652540769186857,0.7501371434826214,0.7377189383990995,0.946224630460146
16,0.9776048014434192,0.9654610074854716,0.944151041482383,0.9827889578685884,0.7698792975097285,0.9945624701446358,0.9721138620870396,0.9579535844851834,0.5874742976677092,0.9059261146260449,0.8922532037741259,0.9580559213633533,0.9806530978975958,0.9728566299071093,0.976215605605744,0.9843631507251818,1.0000000000000002,0.9986049734150384,0.9849715029783059,0.840314593752021,0.8608090351815234,0.832022915847439,0.9604102820188628,0.9568927412348953,0.9539440322104131,0.8821915178081816,0.7328769609786622,0.7182599022828742,0.7071485847159685,0.9847136218202622
17,0.9804252386857129,0.9662967416727748,0.9443210468592456,0.985535338346105,0.7465604569333426,0.9980628191865786,0.9624731978019178,0.9655204640715239,0.5840802807346256,0.9018921253058557,0.894662407150275,0.9591447570911382,0.9832674588543437,0.9756755330770035,0.9779844932123979,0.9881166885595083,0.9986049734150384,1.0000000000000002,0.9899924566475635,0.8253951398968358,0.8446067605709103,0.8326321040270027,0.9621441381744781,0.9472857196352893,0.9496310988980615,0.8627370865344084,0.7321242347583241,0.7175494939927287,0.7068052108537015,0.9766860731415394
18,0.973779340997817,0.9517732327873929,0.9207940239876856,0.9859386190157122,0.6529890558185345,0.9957664533891794,0.9213651686008821,0.9920093636945808,0.5500249937316488,0.8881061528788134,0.8902939513596854,0.9618983357183677,0.9745493676117152,0.9645815835875876,0.9655664876629896,0.983815467333208,0.9849715029783059,0.9899924566475635,0.9999999999999997,0.7649788096950785,0.7800368095111327,0.8092248895067318,0.9524849317847434,0.8995236414907709,0.9021208441164386,0.7950845837507313,0.6713089479319866,0.6569274803348311,0.645977494213412,0.9508894921515906
