,es_gsd-ud-train_Case=Com,fi_ood-ud-test_Case=Com,es_ancora-ud-train_Case=Com,es_ancora-ud-test_Case=Com,es_ancora-ud-dev_Case=Com,sms_giellagas-ud-test_Case=Com,et_ewt-ud-train_Case=Com,et_ewt-ud-test_Case=Com,et_ewt-ud-dev_Case=Com,ml_ufal-ud-test_Case=Com,apu_ufpa-ud-test_Case=Com,egy_ujaen-ud-test_Case=Com,mr_ufal-ud-train_Case=Com,olo_kkpp-ud-test_Case=Com,mdf_jr-ud-test_Case=Com,vep_vwt-ud-test_Case=Com,es_pud-ud-test_Case=Com,fi_tdt-ud-train_Case=Com,fi_tdt-ud-test_Case=Com,fi_tdt-ud-dev_Case=Com,myv_jr-ud-test_Case=Com,myv_jr-ud-train_Case=Com,kpv_ikdp-ud-test_Case=Com,kpv_lattice-ud-test_Case=Com,fi_pud-ud-test_Case=Com,et_edt-ud-dev_Case=Com,et_edt-ud-train_Case=Com,et_edt-ud-test_Case=Com,sjo_xdt-ud-test_Case=Com,wbp_ufal-ud-test_Case=Com,koi_uh-ud-test_Case=Com,sme_giella-ud-train_Case=Com,sme_giella-ud-test_Case=Com,arr_tudet-ud-test_Case=Com,ta_mwtt-ud-test_Case=Com,ta_ttb-ud-train_Case=Com,ta_ttb-ud-dev_Case=Com,ta_ttb-ud-test_Case=Com,krl_kkpp-ud-test_Case=Com,eu_bdt-ud-train_Case=Com,eu_bdt-ud-test_Case=Com,eu_bdt-ud-dev_Case=Com,fi_ftb-ud-dev_Case=Com,fi_ftb-ud-train_Case=Com,fi_ftb-ud-test_Case=Com,bxr_bdt-ud-test_Case=Com,bej_nsc-ud-test_Case=Com
0,1.0,0.8964214570007952,0.97182531580755,0.9716054209487996,0.9578414886923189,0.953973458476243,0.993697832455464,0.9944248187548079,0.9954785270681004,0.9849809497762073,0.9036961141150641,0.5962847939999438,0.9716054209487996,0.9689627902499087,0.9404801560780579,0.9856107606091624,0.5962847939999438,0.9558174284463216,0.8432740427115678,0.9547920752586628,0.9689627902499087,0.921680502937406,0.9793929376485156,0.9863939238321439,0.8180959881038617,0.9928662381410698,0.9937660504735532,0.9936429242819285,0.5962847939999438,0.9689627902499087,0.9852278683843478,0.9873563906507556,0.9905631763518357,0.766337780550425,0.9762956279494204,0.968962790249909,0.9578414886923189,0.9939990885479664,0.7542472332656507,0.9881438418975421,0.9878429430232529,0.9851032338141132,0.8183932073645681,0.8392617743151091,0.8241785699053396,0.8890639924148854,0.7880292500979269
1,0.8964214570007952,0.9999999999999999,0.9019120678598664,0.8524367141602663,0.8586296628693791,0.9276336570439174,0.9021050366354382,0.9005900559075402,0.8786629962807939,0.8486684247915055,0.9258200997725514,0.6681531047810609,0.8524367141602663,0.8017837257372731,0.9197090092274487,0.9008466072778082,0.6681531047810609,0.979880857111662,0.944911182523068,0.9374100178301056,0.8017837257372731,0.9116846116771036,0.8887877187622228,0.8645752410810452,0.9166984970282113,0.9221297299720509,0.9184988385506155,0.918086145444287,0.6681531047810609,0.8017837257372731,0.8468843573676977,0.8657494090664983,0.8955515053333717,0.7921719694942185,0.8244377203267417,0.8017837257372733,0.9091372900969896,0.8910421112136306,0.9296696802013682,0.8859911083525583,0.8891295819260923,0.8932869753312714,0.9577884964785863,0.9553425556020606,0.9466020479062007,0.9626839288375689,0.8830079106650346
2,0.97182531580755,0.9019120678598664,1.0,0.9359583855853375,0.9856107606091623,0.9317171705046273,0.9624174884935309,0.9634113950125506,0.9622842900207472,0.944655877909435,0.8856148855400954,0.6135719910778963,0.9785019485664892,0.9203579866168444,0.9149599460011228,0.9545271582816188,0.7669649888473704,0.9488779811606819,0.8677218312746247,0.9356885143550885,0.9203579866168444,0.91569791623482,0.9455779434075349,0.9473249090501296,0.8418138268234502,0.9667915937354723,0.9669525533263803,0.9668507975295674,0.6135719910778963,0.9203579866168444,0.9443533653715248,0.9493876090041526,0.9569581919713375,0.7838190041435963,0.931802818082186,0.9203579866168445,0.9276336570439174,0.962650940153899,0.7761140001162654,0.9525469206807462,0.9532105805209694,0.9522496620671235,0.8421196629195797,0.8635932411553966,0.8480727518612522,0.9218842679147036,0.8108754086562402
3,0.9716054209487996,0.8524367141602663,0.9359583855853375,1.0,0.9434563530497266,0.9325680982740896,0.97536126181071,0.9762029147647763,0.9782041807100377,0.9785609399199771,0.8807048459279794,0.5547001962252291,0.9615384615384617,0.970725343394151,0.9226129063148778,0.9708085781504365,0.5547001962252291,0.9204846000462658,0.7844645405527362,0.9305008557631897,0.970725343394151,0.886968593983624,0.9673307319315723,0.9787768683434229,0.7610423906471906,0.9720139023957555,0.9732384733067614,0.973632211733676,0.5547001962252291,0.970725343394151,0.9792938238560596,0.9794746203370829,0.9802482317965322,0.6764997976652387,0.9740215340114144,0.9707253433941511,0.9434563530497266,0.9790709277967582,0.7016464154456235,0.9773116643455628,0.9761518535134278,0.9719232859579892,0.7613188819880644,0.7732965420368889,0.7667007762924164,0.8316104135928232,0.7330724916332201
4,0.9578414886923189,0.8586296628693791,0.9856107606091623,0.9434563530497266,1.0,0.9224100694021362,0.9591928106458533,0.9608913689863268,0.962651395779495,0.9577340738135222,0.8728715609439697,0.5669467095138409,0.9958705948858225,0.944911182523068,0.9104654680003261,0.9554921172225493,0.7559289460184544,0.9194621406122842,0.8017837257372732,0.922224668326776,0.944911182523068,0.8864052604279185,0.9503659762016969,0.9587032747998566,0.7778444682625973,0.9581392815874632,0.9593638413691277,0.9598774228852116,0.5669467095138409,0.944911182523068,0.958140275160817,0.9592881056679734,0.9610216835254597,0.6885179191295964,0.9506822044177822,0.944911182523068,0.9285714285714286,0.9636241116594317,0.7171371656006362,0.959313303705215,0.9587274352969708,0.9555501860697917,0.7781270639007172,0.790369163324095,0.7836277781380071,0.8654695688266052,0.7492570577671334
5,0.953973458476243,0.9276336570439174,0.9317171705046273,0.9325680982740896,0.9224100694021362,1.0,0.9720883525262827,0.9686088352231061,0.957927799908789,0.9428154604670862,0.9706476511819819,0.5965587590013044,0.9325680982740896,0.9219544457292885,0.982903388542043,0.9702444005185078,0.5965587590013044,0.9630886688304217,0.8436614877321075,0.9510955595195958,0.9219544457292885,0.9018697156226165,0.9677460967319567,0.9509617757234634,0.818471864984757,0.9759163902137125,0.9740456032108457,0.9732933176590625,0.5965587590013044,0.9219544457292885,0.9427181202219423,0.9511350403621653,0.9581442783618419,0.7200145172589552,0.9419983494157868,0.9219544457292888,0.9839040740289453,0.9572301670759134,0.7545937746270388,0.9584798147871736,0.9591846776634729,0.9519497241901739,0.8683915978222397,0.8490979524109159,0.85266714740683,0.8938313267941854,0.7883913127175806
6,0.993697832455464,0.9021050366354382,0.9624174884935309,0.97536126181071,0.9591928106458533,0.9720883525262827,1.0000000000000002,0.9990847461182409,0.9974666062485295,0.9895403467331705,0.935913042362617,0.5847730110448494,0.9746892168439135,0.976506312642573,0.9678141771492161,0.9949592581246317,0.5847730110448494,0.9596095863669313,0.8269939231293778,0.9614862401736048,0.976506312642573,0.916457403737468,0.9914725389160914,0.9927073388681896,0.802301952189731,0.9981444575497344,0.9984751544106585,0.9981981391088128,0.5847730110448494,0.976506312642573,0.9899729969441928,0.9927818527434648,0.994901476345789,0.7273406856858474,0.9823629724608363,0.9765063126425733,0.9817836024942915,0.9954014216124716,0.7396858516386098,0.9946891582481816,0.9942381800922262,0.9887756559207854,0.8208229957105949,0.8248635943089101,0.8191519171254475,0.8788155354346967,0.7728156780251935
7,0.9944248187548079,0.9005900559075402,0.9634113950125506,0.9762029147647763,0.9608913689863268,0.9686088352231061,0.9990847461182409,1.0,0.9975705639641289,0.9908998083276206,0.9281950744118013,0.5873394689750633,0.9762029147647763,0.9774700651555798,0.9619016581702693,0.9970859001710131,0.5873394689750633,0.9593385042697754,0.8306234427415463,0.9610627087471117,0.9774700651555798,0.917679418332299,0.9903456767948233,0.9935024986567703,0.8058231034206067,0.9979841623705908,0.9986458801425587,0.9986955016350626,0.5873394689750633,0.9774700651555798,0.9913102498386444,0.9939840618831062,0.9959262340549767,0.7257701811060082,0.9835213232710056,0.9774700651555799,0.9770952706555736,0.9971640989053305,0.7429321926700008,0.9959595655139062,0.996330373537414,0.9907050816589495,0.819191546979681,0.8256944163287601,0.8192215017720873,0.8817670221088926,0.776207419586449
8,0.9954785270681004,0.8786629962807939,0.9622842900207472,0.9782041807100377,0.962651395779495,0.957927799908789,0.9974666062485295,0.9975705639641289,1.0,0.9949368716461409,0.9112335124958962,0.5697843831055384,0.9797844782556112,0.9857269827725814,0.9503162424344953,0.9912987868873699,0.5754822269365938,0.9449216689404861,0.8057968022162398,0.9540665159594081,0.9857269827725814,0.9062291523016992,0.9880898739871447,0.9961770399419427,0.7817377243111764,0.9932682233312875,0.9943880594379954,0.9942883098337402,0.5697843831055384,0.9857269827725814,0.9956069862112371,0.9961835535577224,0.9959517871191358,0.7175902065474578,0.9896921876355342,0.9857269827725816,0.9691121434021762,0.9967556868046332,0.7207265703229861,0.9960796088814841,0.9950529677987608,0.9906636908878711,0.7889730386986726,0.8019628492190579,0.792472168106307,0.8591594219764375,0.7530072285160596
9,0.9849809497762073,0.8486684247915055,0.944655877909435,0.9785609399199771,0.9577340738135222,0.9428154604670862,0.9895403467331705,0.9908998083276206,0.9949368716461409,1.0,0.8888888888888891,0.5773502691896257,0.9785609399199771,0.9943254636043555,0.9345311630403366,0.9855002316107411,0.5452752542346465,0.9229582069908971,0.7711356597650746,0.9391476334139988,0.9943254636043555,0.8889941015174031,0.9834151021607785,0.9975194459483209,0.7481114769157095,0.982694707940049,0.9847255341507524,0.9851916705226134,0.5773502691896257,0.9943254636043555,0.9989537804462498,0.9968860394837591,0.9937904444697766,0.6843167507488065,0.9955272009046636,0.9943254636043556,0.9577340738135222,0.9938876188602563,0.6897247020435425,0.994290590894779,0.9926416946369523,0.9875135745653962,0.7483832703767802,0.7601574173352699,0.753673720614656,0.8232677607960266,0.7206168160168199
