,hu_szeged-ud-dev_Case=Ill,hu_szeged-ud-test_Case=Ill,hu_szeged-ud-train_Case=Ill,fi_ood-ud-test_Case=Ill,sms_giellagas-ud-test_Case=Ill,sms_giellagas-ud-train_Case=Ill,et_ewt-ud-train_Case=Ill,et_ewt-ud-test_Case=Ill,et_ewt-ud-dev_Case=Ill,egy_ujaen-ud-test_Case=Ill,si_stb-ud-test_Case=Ill,lt_alksnis-ud-test_Case=Ill,lt_alksnis-ud-dev_Case=Ill,lt_alksnis-ud-train_Case=Ill,olo_kkpp-ud-test_Case=Ill,olo_kkpp-ud-train_Case=Ill,mdf_jr-ud-test_Case=Ill,mdf_jr-ud-train_Case=Ill,vep_vwt-ud-test_Case=Ill,fi_tdt-ud-train_Case=Ill,fi_tdt-ud-test_Case=Ill,fi_tdt-ud-dev_Case=Ill,myv_jr-ud-test_Case=Ill,myv_jr-ud-train_Case=Ill,kpv_ikdp-ud-test_Case=Ill,kpv_lattice-ud-test_Case=Ill,kpv_lattice-ud-train_Case=Ill,fi_pud-ud-test_Case=Ill,et_edt-ud-dev_Case=Ill,et_edt-ud-train_Case=Ill,et_edt-ud-test_Case=Ill,koi_uh-ud-train_Case=Ill,koi_uh-ud-test_Case=Ill,sme_giella-ud-train_Case=Ill,sme_giella-ud-test_Case=Ill,krl_kkpp-ud-test_Case=Ill,fi_ftb-ud-dev_Case=Ill,fi_ftb-ud-train_Case=Ill,fi_ftb-ud-test_Case=Ill
0,1.0,0.9966654519763639,0.9971886365512438,0.9798112868050739,0.9404300835688981,0.9952159568022304,0.9175238898072874,0.946485047713415,0.9336581368293654,0.7037239517999153,0.7037239517999152,0.9952159568022304,0.9952159568022304,0.9952159568022304,0.9775934289694324,0.7204792839856274,0.9002995038736268,0.8125904260137368,0.9750372582076186,0.9804923857755312,0.979973039658803,0.9811894356838832,0.9825634611295289,0.9842592461965689,0.9625178837097939,0.903597289256318,0.8125904260137368,0.9795144413554567,0.928292583762566,0.9309530563760461,0.9261276927547565,0.8125904260137368,0.891513820560283,0.9925369578573265,0.992964619647592,0.9905078447077886,0.84817887426927,0.8474270836338643,0.8587018542709747
1,0.9966654519763639,1.0,0.9938760387893613,0.9730491465763143,0.9351937951903097,0.9896746222151734,0.9102005426139453,0.9387703310601722,0.9260097931032306,0.6998056365365838,0.6998056365365837,0.9896746222151734,0.9896746222151734,0.9896746222151734,0.9711662584153897,0.6998056365365837,0.8952866614393524,0.8080659452696282,0.9681675525248564,0.9739250815061955,0.9731250016854481,0.9741311721236029,0.9774313338333359,0.9789997868036603,0.9564788109284408,0.8985660848453523,0.8080659452696282,0.9730819985369789,0.9216609227974077,0.924317481982086,0.9190154627312528,0.8080659452696282,0.8873037655244118,0.9868633859194645,0.9859840647646063,0.9830623127536295,0.8425370280891998,0.8420177323498348,0.8533092385929872
2,0.9971886365512438,0.9938760387893613,0.9999999999999997,0.9823202741690783,0.9432972363325569,0.9980217586956907,0.9191535360054043,0.9482729867559184,0.9352797617385018,0.7057079533454471,0.705707953345447,0.9980217586956907,0.9980217586956907,0.9980217586956907,0.9798534195415852,0.7141092385043214,0.9028377088083291,0.8148813536665076,0.9770597320455966,0.9830797726479602,0.9823755574205253,0.9835644406005193,0.9855043998319934,0.987145523646263,0.9648887334012453,0.9061447916027106,0.8148813536665076,0.9822054913454558,0.9302362060929533,0.9329933371663007,0.9278059786755797,0.8148813536665076,0.8944073697396018,0.9953104743653514,0.9950727409848933,0.9930570363791742,0.8504338180053802,0.849792200798557,0.8613836290854365
3,0.9798112868050739,0.9730491465763143,0.9823202741690783,1.0,0.9345302008493224,0.9831502917419273,0.9673625760951244,0.9827445080758449,0.9736413828836569,0.6951922382162493,0.6951922382162492,0.9831502917419273,0.9831502917419273,0.9831502917419273,0.9952648563296109,0.7359084864414959,0.8912219557324043,0.8027388517453801,0.997382525099382,0.9961508817067078,0.9963990316035142,0.9975332168364285,0.9719595758186954,0.9728064111798157,0.9521113824461921,0.8937239128638991,0.8027388517453801,0.9940676224231813,0.9754610966404862,0.977117833011274,0.9734782408776856,0.8027388517453801,0.8807736349041664,0.9864308240635934,0.9873316157328553,0.9906896685390524,0.8810117420243379,0.8804435218207465,0.8923597591094095
4,0.9404300835688981,0.9351937951903097,0.9432972363325569,0.9345302008493224,1.0000000000000004,0.9445182971191578,0.8792056671926821,0.9048206258481969,0.8942302154230758,0.7706253379012233,0.8476878716913455,0.9445182971191578,0.9445182971191578,0.9445182971191578,0.9351976294346722,0.6807190484794138,0.9822374265595029,0.934333567191397,0.9295453798676798,0.9344534064665955,0.9341893596156771,0.9349597155054392,0.973312689774676,0.9777696608928116,0.9744090904874432,0.9728008165678685,0.8379340721637132,0.9332033756464059,0.8893649665555423,0.8918353305794751,0.8870240619880685,0.8379340721637132,0.9722001660588839,0.9429606483311666,0.9430033519494775,0.9419277843837555,0.8082205543403181,0.8077673804997069,0.8189427256665678
5,0.9952159568022304,0.9896746222151734,0.9980217586956907,0.9831502917419273,0.9445182971191578,1.0,0.9196967590991244,0.9485646191057593,0.9356709491353402,0.7071067811865476,0.7071067811865475,1.0,1.0,1.0,0.9812985365247048,0.7071067811865475,0.9046272798583499,0.8164965809277261,0.978268544825189,0.9838808992992456,0.9832017104864087,0.984250824853618,0.98717258565349,0.988879033604791,0.9664578533776779,0.9074907735952967,0.8164965809277261,0.9828105167721772,0.9312767066154211,0.9338852108964217,0.9286036461905375,0.8164965809277261,0.8957993634113776,0.997109870713584,0.9960264549155945,0.9933187036293366,0.8513273041228058,0.8508025905172343,0.8622119022139199
6,0.9175238898072874,0.9102005426139453,0.9191535360054043,0.9673625760951244,0.8792056671926821,0.9196967590991244,0.9999999999999999,0.9927934168938747,0.9922244201777787,0.6503238149942815,0.6503238149942814,0.9196967590991244,0.9196967590991244,0.9196967590991244,0.9645323701719734,0.7167802632418722,0.8329274456766533,0.7509292592947456,0.9754387727420716,0.9469843320952048,0.9489754868930057,0.9514394540128615,0.9103636434209773,0.9105637161050955,0.8929733251212149,0.8374034545408712,0.7509292592947456,0.9410340057331777,0.9981409150289835,0.998049382212988,0.9990680248605313,0.7509292592947456,0.8257537612146002,0.9194842276683886,0.9240981992011483,0.933831760542882,0.8296385045981843,0.830256379779415,0.8418001006655818
7,0.946485047713415,0.9387703310601722,0.9482729867559184,0.9827445080758449,0.9048206258481969,0.9485646191057593,0.9927934168938747,1.0,0.9939348150983381,0.670736474563317,0.6707364745633169,0.9485646191057593,0.9485646191057593,0.9485646191057593,0.9798728697335876,0.7440982764686797,0.8601192380949522,0.7744997682888634,0.9870806153051948,0.9689843973016101,0.9704214729386358,0.9726983003174248,0.9385632580391948,0.939231249910274,0.9210236011566522,0.8638399379505294,0.7744997682888634,0.9641620824791782,0.9931380196820702,0.9939790091215721,0.9943199293263515,0.7744997682888634,0.8516202863734894,0.949386642019579,0.9541297741823721,0.9615025618720882,0.8582312114787913,0.8582736531935854,0.8695866027425719
8,0.9336581368293654,0.9260097931032306,0.9352797617385018,0.9736413828836569,0.8942302154230758,0.9356709491353402,0.9922244201777787,0.9939348150983381,0.9999999999999999,0.6616192730928523,0.6616192730928522,0.9356709491353402,0.9356709491353402,0.9356709491353402,0.9722407200436117,0.7351325256587247,0.8473834470016102,0.7639721308424057,0.9780357622500452,0.957850939552358,0.9593858807473356,0.9616716882888526,0.925797396526656,0.9267270986196253,0.9096034636904073,0.85275793447381,0.7639721308424057,0.9512849092395868,0.9923218125965249,0.9926178125638525,0.9938363138128089,0.7639721308424057,0.8405924115664939,0.9355440496566327,0.940849095357604,0.948292389090418,0.8365323914957393,0.837351903527446,0.8490570640065179
9,0.7037239517999153,0.6998056365365838,0.7057079533454471,0.6951922382162493,0.7706253379012233,0.7071067811865476,0.6503238149942815,0.670736474563317,0.6616192730928523,1.0000000000000002,0.5,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7086463144289911,0.5,0.7716630855015505,0.8660254037844388,0.6917403218673872,0.6958473880037611,0.6952285967591523,0.6959704326424463,0.7420872721564656,0.7390104488485209,0.8261865828388413,0.890348870824426,0.8660254037844388,0.6949519810310617,0.6585120744088392,0.6603565654746889,0.6566219352558826,0.8660254037844388,0.859649306040341,0.705063151169617,0.704297060512014,0.7023823912157344,0.6019793097544983,0.6016082812058178,0.6096758828752152
