,hu_szeged-ud-dev_Case=All,hu_szeged-ud-test_Case=All,hu_szeged-ud-train_Case=All,fi_ood-ud-test_Case=All,ess_sli-ud-test_Case=All,hit_hittb-ud-test_Case=All,et_ewt-ud-train_Case=All,et_ewt-ud-test_Case=All,et_ewt-ud-dev_Case=All,ml_ufal-ud-test_Case=All,egy_ujaen-ud-test_Case=All,olo_kkpp-ud-test_Case=All,olo_kkpp-ud-train_Case=All,vep_vwt-ud-test_Case=All,fi_tdt-ud-train_Case=All,fi_tdt-ud-test_Case=All,fi_tdt-ud-dev_Case=All,tpn_tudet-ud-test_Case=All,fi_pud-ud-test_Case=All,et_edt-ud-dev_Case=All,et_edt-ud-train_Case=All,et_edt-ud-test_Case=All,wbp_ufal-ud-test_Case=All,arr_tudet-ud-test_Case=All,gn_oldtudet-ud-test_Case=All,eu_bdt-ud-train_Case=All,eu_bdt-ud-test_Case=All,eu_bdt-ud-dev_Case=All,fi_ftb-ud-dev_Case=All,fi_ftb-ud-train_Case=All,fi_ftb-ud-test_Case=All,eme_tudet-ud-test_Case=All,aqz_tudet-ud-test_Case=All,gu_gujtb-ud-test_Case=All
0,1.0000000000000002,0.996263756356705,0.9991069846385933,0.9877134853737005,0.7670545787323223,0.9932565460378635,0.9901383894826347,0.9903303582795113,0.9898160734236138,0.8669853917578857,0.7023384391613016,0.9712086485140125,0.9422858959054623,0.9856801078274411,0.983847693555681,0.9865521361088547,0.9900006510492884,0.9608201679393857,0.9864498211307146,0.9876040491858208,0.9869554103552451,0.983407028786859,0.9932565460378635,0.9422858959054623,0.9422858959054623,0.983275186536908,0.9772537637426504,0.9806222704886094,0.7828047654615954,0.7885276777468632,0.7868577675995836,0.9762594568417836,0.9636539683517645,0.9932565460378635
1,0.996263756356705,0.9999999999999998,0.9975668571926047,0.9901010529066018,0.7676280163145358,0.9939990885479664,0.9917803684786786,0.9901533948987601,0.9912718374615497,0.8803928527035956,0.7028634960055146,0.9719347083729462,0.9429903335828894,0.9864169863150225,0.9868425605568307,0.988880419800007,0.992216540179556,0.958974358974359,0.9925799817233111,0.9891492137126976,0.9892044999042329,0.9867968638695966,0.9939990885479664,0.9429903335828894,0.9429903335828894,0.9840102671442754,0.9777291942947076,0.9819923013693233,0.8006610049593854,0.8058687436296281,0.8046572578636588,0.9769892926032357,0.965607595774415,0.9939990885479664
2,0.9991069846385933,0.9975668571926047,1.0000000000000002,0.9895868336297413,0.7688959361365495,0.9956409139121374,0.9925152720477537,0.9923716711432862,0.9924994576248891,0.8690666386661677,0.704024441854044,0.9735400891775261,0.9445479058841941,0.9880462880381728,0.9855637398650288,0.9880294171455569,0.9923244094557213,0.9605583326865016,0.9879770861323077,0.989594178448227,0.9888349989645806,0.9855398345694248,0.9956409139121374,0.9445479058841941,0.9445479058841941,0.9854442080474614,0.9798309460210901,0.9834775834759106,0.7848645973682492,0.7902895896307247,0.7890091238101931,0.9786030222530916,0.9659672735831473,0.9956409139121374
3,0.9877134853737005,0.9901010529066018,0.9895868336297413,1.0,0.7643416550459311,0.9897435897435898,0.9977738064025157,0.9946062467985619,0.9971855915177801,0.9131579406798451,0.6998544039436086,0.9785187528423014,0.9421965746450401,0.9881312170450255,0.9986360060334716,0.9972368953956984,0.9990188283498792,0.958466994432451,0.9960924427939524,0.9972074090677123,0.9990583947251076,0.9989283644559158,0.9897435897435898,0.9389532129423034,0.9389532129423034,0.9844207532940527,0.9762778547023259,0.984525420001244,0.8539120190663265,0.857505655725842,0.8571905810782896,0.9746395064326712,0.9658700378573613,0.9897435897435898
4,0.7670545787323223,0.7676280163145358,0.7688959361365495,0.7643416550459311,1.0000000000000002,0.7722622939583241,0.7676724030220217,0.76571104453976,0.7671245015422337,0.6740857939855731,0.5460719049126099,0.7551199353334074,0.7326323399924383,0.7663715725976101,0.7595520819159967,0.7593693728669163,0.7666732975067455,0.7535172071911069,0.7611544387124097,0.7648406099560451,0.7639122763532395,0.7616533266255952,0.7722622939583241,0.7326323399924383,0.7326323399924383,0.7632492123466005,0.7593575054807666,0.7613256659771361,0.6072468068995627,0.6108267842212799,0.610614880106104,0.759046965908849,0.7533181208141324,0.7722622939583241
5,0.9932565460378635,0.9939990885479664,0.9956409139121374,0.9897435897435898,0.7722622939583241,1.0,0.9940565647549923,0.9915168078646118,0.9933470888630908,0.8728715609439696,0.7071067811865476,0.9778024140774094,0.9486832980505138,0.9923721235559483,0.9835415866581032,0.9833049972887792,0.9927628261857361,0.9647638212377322,0.9856164734018286,0.9903896848773512,0.9891818193293479,0.9862624817814795,1.0,0.9486832980505138,0.9486832980505138,0.9880286399769975,0.9832896302480179,0.9858381950449361,0.7863219681321556,0.7908904168478561,0.7906832754663229,0.9828875135392946,0.970196443402075,1.0
6,0.9901383894826347,0.9917803684786786,0.9925152720477537,0.9977738064025157,0.7676724030220217,0.9940565647549923,1.0000000000000004,0.9974049622052168,0.9994186823667496,0.8958314136981953,0.7029041378212595,0.9837417559209791,0.9554591791009133,0.9928897382520573,0.9957332159227456,0.993911916440739,0.9988882493411048,0.9668997814532796,0.9937472457526042,0.9980442360670738,0.9978937234483236,0.9966357888168769,0.9940565647549923,0.9430448603005301,0.9430448603005301,0.9872581376644894,0.9807493187850121,0.9871648358952029,0.8284090743628773,0.8317410403669061,0.8319659108719788,0.9840613723726641,0.9708174899290947,0.9940565647549923
7,0.9903303582795113,0.9901533948987601,0.9923716711432862,0.9946062467985619,0.76571104453976,0.9915168078646118,0.9974049622052168,1.0,0.996860891391425,0.8791609190959873,0.7011082585015062,0.9879158991193889,0.9426198983013097,0.9939869227093825,0.9937564637316026,0.9924510185201227,0.9959034980932941,0.9576803263612245,0.9906622387479007,0.9984165050578813,0.9965235678942753,0.993903625024977,0.9915168078646118,0.9406354353575175,0.9406354353575175,0.9861368087312827,0.9794391933688028,0.9852339645044462,0.8091561953123428,0.8127008095372281,0.8133155214928692,0.9756709507774294,0.9643484951825223,0.9915168078646118
8,0.9898160734236138,0.9912718374615497,0.9924994576248891,0.9971855915177801,0.7671245015422337,0.9933470888630908,0.9994186823667496,0.996860891391425,0.9999999999999999,0.8945418177338617,0.7024024626070076,0.9800916227883485,0.9534324941599117,0.9907836569828565,0.9948782209117094,0.9939732850655125,0.9987822519470393,0.9657077814098284,0.9922710464030489,0.9965097174256325,0.9966740866338175,0.9955224536070593,0.9933470888630908,0.9423717923715137,0.9423717923715137,0.9868072014603456,0.9809808186574815,0.9879284952534984,0.8267202851604643,0.8301491579344644,0.8303935630542097,0.9825990805374571,0.9699385604026747,0.9933470888630908
9,0.8669853917578857,0.8803928527035956,0.8690666386661677,0.9131579406798451,0.6740857939855731,0.8728715609439696,0.8958314136981953,0.8791609190959873,0.8945418177338617,1.0,0.6172133998483678,0.85349591947053,0.828078671210825,0.8662134045255624,0.9159565408010047,0.9108825014719908,0.9051087665376395,0.8421149025860482,0.9131852068701981,0.896143991414469,0.9088722933635828,0.9194105890477298,0.8728715609439696,0.828078671210825,0.8970852271450604,0.8733282173002588,0.8595552076016099,0.87833837257552,0.953077546316669,0.955330508441394,0.9546031438535522,0.8579345581753811,0.8836767484952941,0.8728715609439696
