,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,1.0,0.8651247010927087,0.8794269070829774,0.8805517576428737,0.9877629653290692,0.8504200642707612,0.7071067811865475,0.7071067811865476,0.9226542607142391,0.9236525617725703,0.9248586095389856,0.7071067811865476
1,0.8651247010927087,0.9999999999999999,0.8557807865497524,0.8973272620407702,0.8612844938686328,0.7588809406951016,0.6423223198503712,0.6423223198503714,0.7991316500953793,0.8007766465664176,0.8021024478430582,0.6423223198503714
2,0.8794269070829774,0.8557807865497524,1.0,0.991245140474858,0.9372441713354894,0.9556273665215376,0.9327730943344277,0.9327730943344279,0.8148418573935726,0.8160409300532285,0.8173370788880332,0.9327730943344279
3,0.8805517576428737,0.8973272620407702,0.991245140474858,1.0,0.9336242684524415,0.9473614710158315,0.9121190164518118,0.912119016451812,0.8131353079693721,0.814390186324658,0.8156828024151468,0.912119016451812
4,0.9877629653290692,0.8612844938686328,0.9372441713354894,0.9336242684524415,1.0000000000000002,0.9136988343242866,0.8087360843031886,0.8087360843031887,0.9113637085365969,0.9123497933502652,0.9135410826683481,0.8087360843031887
5,0.8504200642707612,0.7588809406951016,0.9556273665215376,0.9473614710158315,0.9136988343242866,0.9999999999999999,0.9354143466934852,0.9354143466934854,0.7846436956962949,0.7855241788755216,0.786518318165511,0.9354143466934854
6,0.7071067811865475,0.6423223198503712,0.9327730943344277,0.9121190164518118,0.8087360843031886,0.9354143466934852,0.9999999999999998,1.0,0.6524150844416992,0.6531209898897109,0.653973794443778,1.0
7,0.7071067811865476,0.6423223198503714,0.9327730943344279,0.912119016451812,0.8087360843031887,0.9354143466934854,1.0,1.0000000000000002,0.6524150844416993,0.653120989889711,0.6539737944437781,1.0000000000000002
8,0.9226542607142391,0.7991316500953793,0.8148418573935726,0.8131353079693721,0.9113637085365969,0.7846436956962949,0.6524150844416992,0.6524150844416993,1.0,0.9990190115289979,0.9987706267907257,0.6524150844416993
9,0.9236525617725703,0.8007766465664176,0.8160409300532285,0.814390186324658,0.9123497933502652,0.7855241788755216,0.6531209898897109,0.653120989889711,0.9990190115289979,0.9999999999999999,0.9996460453706436,0.653120989889711
10,0.9248586095389856,0.8021024478430582,0.8173370788880332,0.8156828024151468,0.9135410826683481,0.786518318165511,0.653973794443778,0.6539737944437781,0.9987706267907257,0.9996460453706436,0.9999999999999999,0.6539737944437781
11,0.7071067811865476,0.6423223198503714,0.9327730943344279,0.912119016451812,0.8087360843031887,0.9354143466934854,1.0,1.0000000000000002,0.6524150844416993,0.653120989889711,0.6539737944437781,1.0000000000000002
