,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,fi_ood-ud-test_Case=Abe,23.513589451397863,6.6248689714505975
1,sms_giellagas-ud-test_Case=Abe,22.58317958127243,1.0
2,sms_giellagas-ud-train_Case=Abe,22.561028345356956,0.0
3,et_ewt-ud-train_Case=Abe,22.979928144049296,4.723895928549249
4,et_ewt-ud-test_Case=Abe,24.711670657134185,10.661457061146319
5,et_ewt-ud-dev_Case=Abe,22.561028345356956,0.0
6,gub_tudet-ud-test_Case=Abe,21.77154105707724,2.23606797749979
7,olo_kkpp-ud-test_Case=Abe,22.561028345356956,0.0
8,olo_kkpp-ud-train_Case=Abe,22.561028345356956,0.0
9,mdf_jr-ud-test_Case=Abe,22.572106680591425,1.5811388300841898
10,fi_tdt-ud-train_Case=Abe,25.5639177140142,12.021392967908872
11,fi_tdt-ud-test_Case=Abe,24.289915602982237,9.0
12,fi_tdt-ud-dev_Case=Abe,22.80350850198276,3.3166247903554
13,myv_jr-ud-test_Case=Abe,22.620344824957908,1.6370705543744901
14,myv_jr-ud-train_Case=Abe,22.582275874531987,1.6350747346085137
15,kpv_ikdp-ud-test_Case=Abe,22.58317958127243,1.0
16,kpv_lattice-ud-test_Case=Abe,22.58071940591993,2.6246692913372702
17,fi_pud-ud-test_Case=Abe,22.67156809750927,2.23606797749979
18,et_edt-ud-dev_Case=Abe,22.799583058782478,3.7916412290559007
19,et_edt-ud-train_Case=Abe,22.966256238660986,4.787656304765619
20,et_edt-ud-test_Case=Abe,22.89923579510897,4.286607049870562
21,koi_uh-ud-test_Case=Abe,22.66053838724932,2.1213203435596424
22,sme_giella-ud-train_Case=Abe,22.561028345356956,0.0
23,sme_giella-ud-test_Case=Abe,22.561028345356956,0.0
24,arr_tudet-ud-test_Case=Abe,22.58317958127243,1.0
25,krl_kkpp-ud-test_Case=Abe,22.67156809750927,2.23606797749979
26,fi_ftb-ud-dev_Case=Abe,22.561028345356956,0.0
27,fi_ftb-ud-train_Case=Abe,22.561028345356956,0.0
28,fi_ftb-ud-test_Case=Abe,22.561028345356956,0.0
29,ab_abnc-ud-test_Case=Abe,22.58317958127243,1.0
