,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,sl_ssj-ud-test_Case=Dat,1.779722482151273,1.5402530278021676,1.5725197158771131,3.237354116223063,1.1203534663907389,2.2850533621933233
1,sl_ssj-ud-dev_Case=Dat,2.2584717054779424,2.021370203599529,2.056129885578895,3.702382866329317,1.6031652718571747,2.75214562760686
2,sl_ssj-ud-train_Case=Dat,1.658357191236293,1.419742963679271,1.4528563875433116,3.1179361720571244,1.0255076185473384,2.1601796065306087
3,xcl_caval-ud-train_Case=Dat,0.37019140861498356,0.6071087471484804,0.5894421702944027,1.239102502759832,1.2227871219795425,0.2535032568519937
4,xcl_caval-ud-dev_Case=Dat,0.42767438200298374,0.6754198034097454,0.6574974723316893,1.1651494545412489,1.2923131398456682,0.1774437795360273
5,xcl_caval-ud-test_Case=Dat,0.3950051809892001,0.6278215808195384,0.6112472592507356,1.2227021265001647,1.2479985938085127,0.24363276830424319
6,hu_szeged-ud-dev_Case=Dat,1.9415582726452216,1.7593657300597971,1.7385452098176455,3.1993621813334823,1.2866861406301833,2.374008923181827
7,hu_szeged-ud-test_Case=Dat,4.896693548686763,4.6810528225187635,4.674259448857145,6.174337938564088,4.115209469710119,5.356666645500764
8,hu_szeged-ud-train_Case=Dat,1.7748878154321797,1.5917082927206374,1.5716097338712856,3.045362818101901,1.1367021759171108,2.209383975460221
9,xav_xdt-ud-test_Case=Dat,0.2862594006219611,0.5229125165837972,0.5078724675430254,1.3133925536563698,1.1346805717910216,0.3535533905932738
10,tr_pud-ud-test_Case=Dat,4.925542004954099,4.684482664054818,4.702632748471748,6.339143832598542,4.1451422026229245,5.418819642596533
11,es_gsd-ud-test_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
12,es_gsd-ud-dev_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
13,es_gsd-ud-train_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
14,de_hdt-ud-test_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
15,de_hdt-ud-train_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
16,de_hdt-ud-dev_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
17,sga_dipsgg-ud-test_Case=Dat,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
18,pt_porttinari-ud-train_Case=Dat,0.805028959320317,0.6567301415952417,0.6417401665724615,2.1565242585859323,0.6162495797453106,1.2366829652976885
19,pt_porttinari-ud-test_Case=Dat,0.7630200170934317,0.6330686656075704,0.6193486668553582,2.0946968998021687,0.6710105081448549,1.178030178747903
20,pt_porttinari-ud-dev_Case=Dat,0.6009252125773314,0.5128555677121321,0.4820755219668794,1.914854215512676,0.6922186552431729,0.9999999999999999
21,pl_pdb-ud-test_Case=Dat,0.2806210294165579,0.39591014244998823,0.3905573308616679,1.541535826120694,0.9756414205406001,0.5616610525897442
22,pl_pdb-ud-train_Case=Dat,0.3178562820465064,0.37608632563743627,0.37589285722394866,1.6189288728823157,0.9230609470641432,0.6435400880868297
23,pl_pdb-ud-dev_Case=Dat,0.31644036693280336,0.378095624859113,0.37679034138533535,1.6141540233157499,0.9257265195181447,0.6392517636155841
