,Treebank,egy_ujaen-ud-test_Case=Sub
0,es_gsd-ud-train_Case=Com,4.8270073544588685
1,fi_ood-ud-test_Case=Com,2.7928480087537886
2,es_ancora-ud-train_Case=Com,9.262828941527529
3,es_ancora-ud-test_Case=Com,0.894427190999916
4,es_ancora-ud-dev_Case=Com,0.894427190999916
5,sms_giellagas-ud-test_Case=Com,0.894427190999916
6,et_ewt-ud-train_Case=Com,9.765636401227912
7,et_ewt-ud-test_Case=Com,7.550272284510536
8,et_ewt-ud-dev_Case=Com,11.314073734195386
9,ml_ufal-ud-test_Case=Com,11.058933040759403
10,apu_ufpa-ud-test_Case=Com,0.894427190999916
11,egy_ujaen-ud-test_Case=Com,0.894427190999916
12,mr_ufal-ud-train_Case=Com,0.894427190999916
13,olo_kkpp-ud-test_Case=Com,0.894427190999916
14,mdf_jr-ud-test_Case=Com,0.894427190999916
15,vep_vwt-ud-test_Case=Com,10.945318634009702
16,es_pud-ud-test_Case=Com,0.894427190999916
17,fi_tdt-ud-train_Case=Com,3.01289744604893
18,fi_tdt-ud-test_Case=Com,1.3416407864998738
19,fi_tdt-ud-dev_Case=Com,0.894427190999916
20,myv_jr-ud-test_Case=Com,0.894427190999916
21,myv_jr-ud-train_Case=Com,3.4351128074635335
22,kpv_ikdp-ud-test_Case=Com,0.894427190999916
23,kpv_lattice-ud-test_Case=Com,19.256167843057455
24,fi_pud-ud-test_Case=Com,1.6397831834998458
25,et_edt-ud-dev_Case=Com,5.399652611080087
26,et_edt-ud-train_Case=Com,5.261524672573077
27,et_edt-ud-test_Case=Com,4.922243995591157
28,sjo_xdt-ud-test_Case=Com,0.894427190999916
29,wbp_ufal-ud-test_Case=Com,0.894427190999916
30,koi_uh-ud-test_Case=Com,7.861297602813418
31,sme_giella-ud-train_Case=Com,15.896147331979533
32,sme_giella-ud-test_Case=Com,7.749273976672452
33,arr_tudet-ud-test_Case=Com,0.894427190999916
34,ta_mwtt-ud-test_Case=Com,0.894427190999916
35,ta_ttb-ud-train_Case=Com,0.894427190999916
36,ta_ttb-ud-dev_Case=Com,0.894427190999916
37,ta_ttb-ud-test_Case=Com,3.714835124201342
38,krl_kkpp-ud-test_Case=Com,2.4083189157584592
39,eu_bdt-ud-train_Case=Com,39.8085348191119
40,eu_bdt-ud-test_Case=Com,30.567048343673036
41,eu_bdt-ud-dev_Case=Com,39.266397848542205
42,fi_ftb-ud-dev_Case=Com,1.7857460314638498
43,fi_ftb-ud-train_Case=Com,1.8057476839366242
44,fi_ftb-ud-test_Case=Com,1.82208671582886
45,bxr_bdt-ud-test_Case=Com,2.147225771174679
46,bej_nsc-ud-test_Case=Com,0.894427190999916
