,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,fi_ood-ud-test_Case=Par,9.961042212637476,26.646591401144075,5.911131491194351,6.457791374926428,9.780822549692326,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129
1,sah_yktdt-ud-test_Case=Par,5.542562584220407,30.5027867579341,6.757866551699472,8.417769477433236,5.405119101370477,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246
2,sms_giellagas-ud-test_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,et_ewt-ud-train_Case=Par,48.29837284690319,31.794110660933743,41.8163928143485,40.40283302948049,48.12373316133076,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114
4,et_ewt-ud-test_Case=Par,43.21959645815241,28.87927397588037,36.95122843858926,35.608445012329,43.049511140696,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249
5,et_ewt-ud-dev_Case=Par,30.79074536285213,23.051464161740352,24.755360050697494,23.554187569647052,30.621831468741384,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504
6,olo_kkpp-ud-test_Case=Par,138.84523758487362,114.6669089144728,131.91375845385306,130.3082803734448,138.66576835145725,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336
7,olo_kkpp-ud-train_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,vep_vwt-ud-test_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,fi_tdt-ud-train_Case=Par,17.800626985468384,22.73171539416729,12.013367969066577,11.190631584088306,17.6232942275116,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774
10,fi_tdt-ud-test_Case=Par,17.760050675603377,22.80108330759747,12.083985509140764,11.291109425832154,17.585817083661478,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974
11,fi_tdt-ud-dev_Case=Par,16.189549170238305,23.253496464858387,10.47381126041753,9.772075559197862,16.00984301180152,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677
12,ru_taiga-ud-train_Case=Par,45.760244754590204,28.88771365130858,38.57417454915607,37.105166600215554,45.563914587094025,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282
13,ru_taiga-ud-dev_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ru_taiga-ud-test_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,fi_pud-ud-test_Case=Par,20.92150278882548,21.951158209521488,14.93075271765057,13.92541386077441,20.744560608329667,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195
16,et_edt-ud-dev_Case=Par,90.70458532680671,68.54280353877434,83.97691924603836,82.43813237222888,90.52854713902171,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852
17,et_edt-ud-train_Case=Par,79.39432365368505,58.18606183969861,72.73890648808052,71.22900753259783,79.21918240262418,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289
18,et_edt-ud-test_Case=Par,80.92028140181397,59.76260716264002,74.32267848503632,72.82270017760275,80.74711706147575,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359
19,ru_syntagrus-ud-train_Case=Par,83.39964028699404,61.41253943617704,74.9764425813119,73.23637153561391,83.15464696876538,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372
20,ru_syntagrus-ud-dev_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,ru_syntagrus-ud-test_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,ru_poetry-ud-dev_Case=Par,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ru_poetry-ud-train_Case=Par,11.489125293076057,25.913317039699876,4.085855464408043,3.869781209780502,11.244790460475464,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298
24,krl_kkpp-ud-test_Case=Par,34.33674920080543,23.564594701729757,28.036583153060572,26.740573280341046,34.16320132607129,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656
25,eu_bdt-ud-train_Case=Par,28.186599209553464,21.52868725677439,21.90441941426508,20.659975353605102,28.01060067188849,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876
26,eu_bdt-ud-test_Case=Par,16.803571049035977,23.198275797998434,11.0946193495945,10.35851548124569,16.625065789343513,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625
27,eu_bdt-ud-dev_Case=Par,10.372927896023123,26.51888910361708,6.278910346946743,6.7128496361214145,10.195429946301472,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854
28,fi_ftb-ud-dev_Case=Par,8.493845726204494,27.774293378362852,5.9439823380205175,6.935833957761956,8.32822578595459,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175
29,fi_ftb-ud-train_Case=Par,10.403091508297827,26.569827371335776,6.718201739478663,7.183148034551537,10.236566591737994,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031
