,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,xcl_caval-ud-train_Case=Abl,9.131601551931704,4.905350414514287,1.9351894565771866,47.499771539245295,42.434671763684236,29.999114412616006,138.02275718200363,1.9351894565771866,1.9351894565771866,16.969686748947904,16.92947018451526,15.349713680153553,44.96038901451181,1.9351894565771866,1.9351894565771866,20.101699793311894,89.90032266793106,78.59681396182602,80.12624186211724,82.60316211494526,1.9351894565771866,1.9351894565771866,1.9351894565771866,10.698253274108957,33.533784182677834,27.37655101275651,15.984388638855762,9.562717543923318,7.657607202028431,9.56293597769837,9.84948803226087,1.9351894565771866,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,9.472023122380483,5.155278423058608,1.5405111778306224,47.829854520283696,42.75867449669301,30.32577248834071,138.36386530160485,1.5405111778306224,1.5405111778306224,17.312477656459773,17.27234697537825,15.696307719704016,45.2900334309591,1.5405111778306224,1.5405111778306224,20.439535457581307,90.23288402666675,78.92639962313564,80.45445378443074,82.93280363568489,1.5405111778306224,1.5405111778306224,1.5405111778306224,11.02328034537551,33.86510694931358,27.71100324513372,16.32221094208313,9.895218625850594,8.001517366220845,9.90922617570796,10.189641740470087,1.5405111778306224,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,9.247161578146963,4.991684809041399,1.7956245877591162,47.61486791473017,42.54728129962703,30.112655901430262,138.13904302488527,1.7956245877591162,1.7956245877591162,17.08686429677698,17.046935989629457,15.46858988158778,45.076785326290434,1.7956245877591162,1.7956245877591162,20.216405889804737,90.01501781635345,78.71023790524592,80.23949660777747,82.71910760753322,1.7956245877591162,1.7956245877591162,1.7956245877591162,10.813192052350674,33.64540743473526,27.49068003549587,16.099731726872317,9.676935004378636,7.775423714948397,9.681190986566202,9.965902927539164,1.7956245877591162,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,9.768099454414353,5.3891480464602814,1.2204848763230673,48.114769836934656,43.03861317637792,30.60870655004335,138.65450918259626,1.2204848763230673,1.2204848763230673,17.609178290170394,17.567839461166912,15.996584358451708,45.57217261297366,1.2204848763230673,1.2204848763230673,20.73169993151013,90.51884816344808,79.20996344035547,80.73661871319402,83.2172733471443,1.2204848763230673,1.2204848763230673,1.2204848763230673,11.309564536267521,34.14812617999615,27.999162933916434,16.614489158562776,10.184706284937905,8.307136751764986,10.215057714802928,10.489371229479472,1.2204848763230673,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,9.79400992573457,5.406852095885078,1.1853095282186634,48.13708128524924,43.0604749787013,30.630235427009854,138.68225767934888,1.1853095282186634,1.1853095282186634,17.634167967366388,17.593872759505963,16.021207387114462,45.59750246893966,1.1853095282186634,1.1853095282186634,20.75694474965155,90.54256846649373,79.2338778850371,80.76019880327067,83.24140935498964,1.1853095282186634,1.1853095282186634,1.1853095282186634,11.323565714732608,34.17606125554197,28.02358206688617,16.638713197224842,10.208789106968752,8.328817470791138,10.237979790898757,10.511826874044212,1.1853095282186634,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,9.678416500741747,5.315215825756883,1.3230899037571242,48.027348913871535,42.95214886845315,30.521835981069827,138.56608564400938,1.3230899037571242,1.3230899037571242,17.519273050913643,17.47858459013133,15.906116973996655,45.48247276477155,1.3230899037571242,1.3230899037571242,20.642480099491117,90.43075929209793,79.12254716389776,80.64957788980726,83.12992181054159,1.3230899037571242,1.3230899037571242,1.3230899037571242,11.218101665997779,34.06197203667842,27.909395311531366,16.52418415933202,10.094618050358926,8.218335260937362,10.125995621557683,10.401212668106533,1.3230899037571242,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,9.41530288279715,5.07931543671957,1.5705228683121009,47.77016927973547,42.69632416206097,30.265425638581387,138.30165120638182,1.5705228683121009,1.5705228683121009,17.256208794699425,17.215482988353465,15.642754943060742,45.24364352488735,1.5705228683121009,1.5705228683121009,20.38171628851253,90.17256007966104,78.86479799745973,80.39227922902245,82.90888729666521,1.5705228683121009,1.5705228683121009,1.5705228683121009,10.993973973903952,33.804422793565244,27.64307973385124,16.255273462842162,9.827365562052474,7.954365088669993,9.861563624843173,10.13733673933747,1.5705228683121009,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,9.105400021521412,4.897559592837838,1.9451830310337004,47.48535241037429,42.41792925782707,29.983292925749172,138.0015608456939,1.9451830310337004,1.9451830310337004,16.950609615635578,16.909748892649375,15.330623016787412,44.9400407925492,1.9451830310337004,1.9451830310337004,20.079738725717423,89.88061093168696,78.57671204519998,80.10637987255,82.59836329720562,1.9451830310337004,1.9451830310337004,1.9451830310337004,10.702730628515996,33.50522353711226,27.349986992589407,15.952398914955346,9.531629367301807,7.660810498440146,9.562572337714265,9.844684439164418,1.9451830310337004,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,9.469714947104592,5.034736480549049,1.4638501094227998,47.7917420054452,42.71175974203334,30.28434296086723,138.345323634117,1.4638501094227998,1.4638501094227998,17.303001864825852,17.261666034474025,15.694578710208852,45.32738056154832,1.4638501094227998,1.4638501094227998,20.422885859650076,90.19983855272807,78.88847548063066,80.4131442012472,83.02624369955046,1.4638501094227998,1.4638501094227998,1.4638501094227998,11.096975134821973,33.83756196370044,27.68996885155345,16.30828010551695,9.87915143805857,7.9985766731998496,9.908674470318386,10.176002182004643,1.4638501094227998,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,6.805856313581329,3.889107854412348,4.835176356148253,45.111790146340105,40.085866935267006,27.658836300123372,135.51886413688842,4.835176356148253,4.835176356148253,14.549923294103065,14.506628306442702,12.919207617144227,42.5204126011508,4.835176356148253,4.835176356148253,17.692359344158678,87.4590338414741,76.17817363828284,77.71538462024094,80.24344258527323,4.835176356148253,4.835176356148253,4.835176356148253,8.612909443595683,31.114332044698127,24.963920401020705,13.607299604484448,7.307117475517351,5.541484023746248,7.335946957036476,7.641341121543305,4.835176356148253,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,6.085816382568256,4.174399294204571,6.156303355579317,44.13129958861679,39.127971113059424,26.72009172467692,134.48235255203187,6.156303355579317,6.156303355579317,13.626323061575691,13.58821300040512,12.002792110928269,41.5216170974895,6.156303355579317,6.156303355579317,16.755308229337135,86.44530385218552,75.17664971472757,76.71825567890227,79.24860635662597,6.156303355579317,6.156303355579317,6.156303355579317,7.9216398995551955,30.157398031016687,23.99734408073098,12.707807784910221,6.587289176757375,4.983454142999907,6.621835190788892,6.932797655596135,6.156303355579317,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,5.347852538864819,5.769626941260787,8.84095777816305,42.20711798546772,37.26385990463999,24.93505117018018,132.36890182667113,8.84095777816305,8.84095777816305,11.986430783048469,11.938559677052105,10.412965582809523,39.56902815309868,8.84095777816305,8.84095777816305,15.039195847336389,84.41344976543222,73.17592412816339,74.72321516301022,77.29692134611038,8.84095777816305,8.84095777816305,8.84095777816305,7.195039613603409,28.249009362204614,22.174222688958096,11.172264950860743,5.878749983703184,4.902529199594809,5.887793407372127,6.172594216260213,8.84095777816305,8.84095777816305
12,la_circse-ud-test_Case=Abl,8.120412664634191,4.3080315005863765,3.0524509968820435,46.53314909274541,41.47228766111422,29.03572508504378,137.01075952756096,3.0524509968820435,3.0524509968820435,15.956268145107542,15.924815170269552,14.333565356423112,43.996709696082654,3.0524509968820435,3.0524509968820435,19.079702115577078,88.89846637054863,77.60228111584293,79.138407427728,81.68683575344342,3.0524509968820435,3.0524509968820435,3.0524509968820435,9.850560441134812,32.51591035050382,26.368168851701906,14.985147976765827,8.594635125841839,6.723195199137668,8.603655469333912,8.897781566806348,3.0524509968820435,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,13.133594179743326,16.049790691781624,19.847563609924517,36.91620999089898,32.542140037233395,21.63328237346335,125.2726557603454,19.847563609924517,19.847563609924517,12.698664895596833,12.774835860002275,12.276165927426144,34.33184791487344,19.847563609924517,19.847563609924517,14.102511226894908,77.93582017180594,66.89840557530901,68.51913175588683,70.39034579578367,19.847563609924517,19.847563609924517,19.847563609924517,12.712721237012948,24.31293241228972,18.925532522230384,12.745274859727427,13.110453512719214,13.394776742756589,12.558260665153638,12.761116543167486,19.847563609924517,19.847563609924517
