,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
0,sl_ssj-ud-test_Case=Dat,3.312592252182887,3.237354116223063,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,3.767090684098569,3.702382866329317,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,3.1948282321396007,3.1179361720571244,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,1.4204214989107637,1.239102502759832,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,1.3609329405995998,1.1651494545412489,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,1.4071776735720014,1.2227021265001647,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,3.267839578407129,3.1993621813334823,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,6.197431989566818,6.174337938564088,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,3.1120650667349223,3.045362818101901,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,1.4916433890176297,1.3133925536563698,1.3133925536563698
10,tr_pud-ud-test_Case=Dat,6.378459416690846,6.339143832598542,6.339143832598542
11,es_gsd-ud-test_Case=Dat,0.7071067811865476,0.0,0.0
12,es_gsd-ud-dev_Case=Dat,0.7071067811865476,0.0,0.0
13,es_gsd-ud-train_Case=Dat,0.7071067811865476,0.0,0.0
14,de_hdt-ud-test_Case=Dat,0.7071067811865476,0.0,0.0
15,de_hdt-ud-train_Case=Dat,0.7071067811865476,0.0,0.0
16,de_hdt-ud-dev_Case=Dat,0.7071067811865476,0.0,0.0
17,sga_dipsgg-ud-test_Case=Dat,0.7071067811865476,0.0,0.0
18,pt_porttinari-ud-train_Case=Dat,2.269492647679125,2.1565242585859323,2.1565242585859323
19,pt_porttinari-ud-test_Case=Dat,2.210826791506023,2.0946968998021687,2.0946968998021687
20,pt_porttinari-ud-dev_Case=Dat,2.0412414523193148,1.914854215512676,1.914854215512676
21,pl_pdb-ud-test_Case=Dat,1.6959754429866047,1.541535826120694,1.541535826120694
22,pl_pdb-ud-train_Case=Dat,1.7663154446658,1.6189288728823157,1.6189288728823157
23,pl_pdb-ud-dev_Case=Dat,1.7622409628045825,1.6141540233157499,1.6141540233157499
24,sah_yktdt-ud-test_Case=Dat,30.07074990750979,30.062435031114827,30.062435031114827
25,uk_iu-ud-dev_Case=Dat,8.519128802615649,8.489732360655166,8.489732360655166
26,uk_iu-ud-train_Case=Dat,4.2205151981732865,4.162123839315832,4.162123839315832
