,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=Ine,78.69382917357625,78.79562170577753,78.79562170577753,79.57229417328622,79.57229417328622,79.57229417328622,78.79562170577753,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,77.75727904475853,76.91716323422231,79.57229417328622,79.57229417328622,73.74872880260378,79.57229417328622,79.57229417328622,79.57229417328622,76.55553539751388
1,hu_szeged-ud-test_Case=Ine,52.58871472727459,52.684596104237784,52.684596104237784,53.4353191562784,53.4353191562784,53.4353191562784,52.684596104237784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,51.69139193328034,50.90677754484171,53.4353191562784,53.4353191562784,47.92572378170205,53.4353191562784,53.4353191562784,53.4353191562784,50.5733790315287
2,hu_szeged-ud-train_Case=Ine,31.811186870514646,31.908369502707743,31.908369502707743,32.67200382276872,32.67200382276872,32.67200382276872,31.908369502707743,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,30.912878103234313,30.163795693465357,32.67200382276872,32.67200382276872,27.31238570213855,32.67200382276872,32.67200382276872,32.67200382276872,29.852917376703353
3,fi_ood-ud-test_Case=Ine,509.60625118811095,509.7234544338724,509.7234544338724,510.61629429543274,510.61629429543274,510.61629429543274,509.7234544338724,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,508.5185454937815,507.4992610832059,510.61629429543274,510.61629429543274,503.6768557319266,510.61629429543274,510.61629429543274,510.61629429543274,507.05620990182143
4,et_ewt-ud-train_Case=Ine,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
5,et_ewt-ud-test_Case=Ine,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
6,et_ewt-ud-dev_Case=Ine,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
7,si_stb-ud-test_Case=Ine,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
8,olo_kkpp-ud-test_Case=Ine,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
9,olo_kkpp-ud-train_Case=Ine,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
