,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,sl_ssj-ud-test_Case=Dat,2.047040144960945,2.1172702198398357,2.089599095559581
1,sl_ssj-ud-dev_Case=Dat,2.511798596338966,2.583211155311918,2.555193352942864
2,sl_ssj-ud-train_Case=Dat,1.918884872819583,1.9905798914755388,1.9623090900114648
3,xcl_caval-ud-train_Case=Dat,0.11729843804997095,0.12233815002336773,0.1066470094474511
4,xcl_caval-ud-dev_Case=Dat,0.15888520583157,0.10690650415488492,0.11340404283152127
5,xcl_caval-ud-test_Case=Dat,0.09603689923652642,0.11354473115022774,0.09581627037787172
6,hu_szeged-ud-dev_Case=Dat,2.185990006686188,2.2383619023471963,2.217394774889886
7,hu_szeged-ud-test_Case=Dat,5.153606170924165,5.2131078893731475,5.190196886353891
8,hu_szeged-ud-train_Case=Dat,2.0190626363064412,2.073729157887424,2.0519046538922487
9,xav_xdt-ud-test_Case=Dat,0.22734796707057212,0.24059269250783116,0.22906711464134927
10,tr_pud-ud-test_Case=Dat,5.184921523877113,5.254501555465029,5.227226019918105
11,es_gsd-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
12,es_gsd-ud-dev_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
13,es_gsd-ud-train_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
14,de_hdt-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
15,de_hdt-ud-train_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
16,de_hdt-ud-dev_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
17,sga_dipsgg-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
18,pt_porttinari-ud-train_Case=Dat,1.0335569884395093,1.0898463916626764,1.0666644184370682
19,pt_porttinari-ud-test_Case=Dat,0.9786996745095589,1.033444902634686,1.0107266240015464
20,pt_porttinari-ud-dev_Case=Dat,0.8095488056156698,0.860467106100314,0.8388873020923245
21,pl_pdb-ud-test_Case=Dat,0.33644974804442623,0.399041216057479,0.3722728232350246
22,pl_pdb-ud-train_Case=Dat,0.4191137058571769,0.4814732391176649,0.4551294719730429
23,pl_pdb-ud-dev_Case=Dat,0.4156721944867237,0.4776419518867128,0.4514170155883963
24,sah_yktdt-ud-test_Case=Dat,29.102237937821965,29.15923662122193,29.13707567790706
25,uk_iu-ud-dev_Case=Dat,7.348446004044565,7.417308167345418,7.39002423493148
26,uk_iu-ud-train_Case=Dat,3.0421753258124693,3.107847925275811,3.0816832113236754
27,uk_iu-ud-test_Case=Dat,4.681084271301886,4.75386486453137,4.725182241580213
28,sa_vedic-ud-test_Case=Dat,2.122988354750604,2.200880236881677,2.1705472289575476
29,sa_vedic-ud-train_Case=Dat,2.058108509180038,2.1349620208601956,2.105408173503476
30,sa_vedic-ud-dev_Case=Dat,1.516279280057469,1.5907673898349368,1.5618894751767056
31,es_ancora-ud-train_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
32,es_ancora-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
33,es_ancora-ud-dev_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
34,hr_set-ud-dev_Case=Dat,4.390358566170316,4.462065695442505,4.434371947636567
35,hr_set-ud-train_Case=Dat,3.5885892236172454,3.6601418529042777,3.632469209605678
36,hr_set-ud-test_Case=Dat,4.622911107528724,4.693581323865508,4.6662669877029455
37,orv_rnc-ud-dev_Case=Dat,2.879998072364154,2.955114467776616,2.925953021165965
38,orv_rnc-ud-train_Case=Dat,3.3404337414503225,3.4161490345645977,3.386777834516416
39,orv_rnc-ud-test_Case=Dat,2.9084697547549054,2.9830323410179376,2.9534805794917096
40,la_circse-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
41,is_pud-ud-test_Case=Dat,82.35028221974576,82.42279347876828,82.39464260666222
42,grc_perseus-ud-dev_Case=Dat,11.590138846395549,11.662274066329427,11.633436830637816
43,grc_perseus-ud-train_Case=Dat,9.131750364634183,9.2005512301369,9.173635633148026
44,grc_perseus-ud-test_Case=Dat,14.84442637488813,14.915418714932638,14.886924009034495
45,tr_atis-ud-dev_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
46,tr_atis-ud-train_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
47,tr_atis-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
48,pt_pud-ud-test_Case=Dat,0.2999206632654224,0.3114633861234283,0.29726707041559103
49,hi_pud-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
50,la_perseus-ud-test_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
51,la_perseus-ud-train_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
52,tr_kenet-ud-dev_Case=Dat,8.740517247584659,8.802567532342515,8.778543460326588
53,tr_kenet-ud-test_Case=Dat,1111.1407733316091,1111.2065293769454,1111.1810349127597
54,tr_kenet-ud-train_Case=Dat,23.52192342793413,23.585474084061186,23.560946327203805
55,sk_snk-ud-dev_Case=Dat,1.2622811750152136,1.1840852064015472,1.2136052062629963
