,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,hu_szeged-ud-dev_Case=Tra,0.5863019699779287,1.159202311936963,1.5309310892394863,1.5309310892394863,1.5309310892394863,11.590675131328632,1.5309310892394863,9.557392426807638,1.5309310892394863,0.5863019699779287
1,hu_szeged-ud-test_Case=Tra,0.2041241452319316,1.3070322617798433,1.1726039399558574,1.1726039399558574,1.1726039399558574,11.862054347090698,1.1726039399558574,9.78306359650868,1.1726039399558574,0.2041241452319316
2,hu_szeged-ud-train_Case=Tra,0.14966629547095772,1.335065541462291,1.1235657524150513,1.1235657524150513,1.1235657524150513,11.900520996998408,1.1235657524150513,9.815416445571731,1.1235657524150513,0.14966629547095772
3,fi_ood-ud-test_Case=Tra,2.5089613467008616,1.9168196013361787,3.451894652855358,3.451894652855358,3.451894652855358,10.141331824625897,3.451894652855358,8.48233808881915,3.451894652855358,2.5089613467008616
4,et_ewt-ud-train_Case=Tra,3.20894794890405,2.6071722111850435,4.0984566532751705,4.0984566532751705,4.0984566532751705,9.898639362280544,4.0984566532751705,8.354480650451919,4.0984566532751705,3.20894794890405
5,et_ewt-ud-test_Case=Tra,3.2007652146297256,2.583305902860732,4.100771455544949,4.100771455544949,4.100771455544949,9.810448407651084,4.100771455544949,8.321351930977542,4.100771455544949,3.2007652146297256
6,et_ewt-ud-dev_Case=Tra,4.485218779502289,3.8395556383519174,5.3378073681990434,5.3378073681990434,5.3378073681990434,9.440190013977473,5.3378073681990434,8.154274185971428,5.3378073681990434,4.485218779502289
7,gub_tudet-ud-test_Case=Tra,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,olo_kkpp-ud-test_Case=Tra,1.0101525445522108,1.1428571428571428,1.932535608352669,1.932535608352669,1.932535608352669,11.25765045991174,1.932535608352669,9.2206511789171,1.932535608352669,1.0101525445522108
9,mdf_jr-ud-test_Case=Tra,3.0669610365963242,2.481179155159901,3.9567979478361033,3.9567979478361033,3.9567979478361033,9.995311400851902,3.9567979478361033,8.194891701541883,3.9567979478361033,3.0669610365963242
10,vep_vwt-ud-test_Case=Tra,2.8284271247461903,2.449489742783178,3.605551275463989,3.605551275463989,3.605551275463989,10.583005244258363,3.605551275463989,8.831760866327848,3.605551275463989,2.8284271247461903
11,fi_tdt-ud-train_Case=Tra,3.3571291193566175,2.666112106020671,4.293306195252593,4.293306195252593,4.293306195252593,9.520960786727908,4.293306195252593,8.132353951279852,4.293306195252593,3.3571291193566175
12,fi_tdt-ud-test_Case=Tra,4.6632137126854385,3.879852373205689,5.606948352043668,5.606948352043668,5.606948352043668,8.587523632001108,5.606948352043668,7.67459499153041,5.606948352043668,4.6632137126854385
13,fi_tdt-ud-dev_Case=Tra,3.7548901448644276,3.0363135542957354,4.688197948039311,4.688197948039311,4.688197948039311,9.253064357281861,4.688197948039311,7.996199097071058,4.688197948039311,3.7548901448644276
14,myv_jr-ud-test_Case=Tra,4.856621959706575,4.128113650815537,5.756060406646084,5.756060406646084,5.756060406646084,9.062683454968438,5.756060406646084,7.859299907836723,5.756060406646084,4.856621959706575
15,myv_jr-ud-train_Case=Tra,11.253443917308159,10.403845442911962,12.167168939404103,12.167168939404103,12.167168939404103,8.114185110040317,12.167168939404103,9.046546302318914,12.167168939404103,11.253443917308159
16,kpv_ikdp-ud-test_Case=Tra,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
17,kpv_lattice-ud-test_Case=Tra,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
18,tpn_tudet-ud-test_Case=Tra,0.4497460373445051,1.1482815716863728,1.4281039179389805,1.4281039179389805,1.4281039179389805,11.638646203558018,1.4281039179389805,9.609464417012429,1.4281039179389805,0.4497460373445051
19,fi_pud-ud-test_Case=Tra,8.453079051715147,7.615773105863908,9.375984796760866,9.375984796760866,9.375984796760866,7.471156658656129,9.375984796760866,7.8276897787742765,9.375984796760866,8.453079051715147
20,et_edt-ud-dev_Case=Tra,3.780834662320167,3.1048615571803193,4.6850033295982945,4.6850033295982945,4.6850033295982945,9.437073015900534,4.6850033295982945,8.106348904530538,4.6850033295982945,3.780834662320167
21,et_edt-ud-train_Case=Tra,3.4357739953751767,2.777592676307192,4.346730359605627,4.346730359605627,4.346730359605627,9.596321444528972,4.346730359605627,8.196211920426997,4.346730359605627,3.4357739953751767
22,et_edt-ud-test_Case=Tra,2.7347240805253215,2.1664347954612975,3.641976368707614,3.641976368707614,3.641976368707614,10.075491333555698,3.641976368707614,8.484207875887273,3.641976368707614,2.7347240805253215
23,krl_kkpp-ud-test_Case=Tra,0.41573970964154894,1.227262335243029,1.3562839573037448,1.3562839573037448,1.3562839573037448,11.688339657565452,1.3562839573037448,9.669858987570924,1.3562839573037448,0.41573970964154894
24,fi_ftb-ud-dev_Case=Tra,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
25,fi_ftb-ud-train_Case=Tra,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
26,fi_ftb-ud-test_Case=Tra,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
27,eme_tudet-ud-test_Case=Tra,1.5556349186104044,1.349073756323204,2.453568829277059,2.453568829277059,2.453568829277059,10.973604694903129,2.453568829277059,9.067524469225324,2.453568829277059,1.5556349186104044
