,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,xcl_caval-ud-train_Case=Abl,0.6223200204814799,0.8408359963962191,0.8780223774119301,1.743797218019634,2.4836276937684874,2.455416844103194,3.782474068942657,1.9351894565771866,0.6487130189743088,2.337719769998873,2.3232229014797112,2.529738770518823,3.7859273982175683,2.908360549329711,4.104239269307782,10.447062169120457,1.9351894565771866,1.9351894565771866,0.5893956709775788,7.6238027716597605,3.0104823418291953,2.658300615349886,1.9924604019680456,0.7312671134874832,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.0225981106715922,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,0.36417353478760256,0.4403534070830151,0.4727384750211035,2.0391266931021033,2.7638668864477864,2.744847100480352,4.0583264225308175,1.5405111778306224,0.6583691684161327,2.618761741952504,2.4967258170051756,2.863025695238348,4.146441430066654,3.252305485050699,4.4047488025586095,10.776553480662507,1.5405111778306224,1.5405111778306224,0.22666963592578987,7.965240504579031,3.314045262763813,2.964368217191966,2.27728617070608,0.38144121346322685,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.164459267941782,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,0.5102208859629214,0.7007178832475932,0.7367062075437344,1.8392110501746708,2.5787481124118803,2.5532776326537268,3.8770641083603503,1.7956245877591162,0.6166092433312509,2.4337733466574365,2.3791101479466086,2.640083295968796,3.9058706898167315,3.0227707279647116,4.2085138018323205,10.562924726195684,1.7956245877591162,1.7956245877591162,0.45639050040784235,7.737668208666403,3.1129882068012913,2.7614294602542984,2.085649616925126,0.5912899335530933,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.0701039019739143,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,0.4448782605013047,0.21245914639969934,0.21287711635276027,2.3236636807653483,3.0335468452926575,3.024594480043149,4.3159708255115286,1.2204848763230673,0.8580104735894054,2.8921589398463796,2.690647381827157,3.169132611554418,4.46796481253769,3.5658729646469465,4.675921190601511,11.06403708718778,1.2204848763230673,1.2204848763230673,0.31744221540713335,8.26210085910724,3.599375806768044,3.254148220047595,2.5574176466719214,0.3269056193316616,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.3968715044698992,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,0.42488452490545264,0.12168468488037129,0.1417249110538551,2.3443728290182553,3.0543295488674493,3.043598692420863,4.335960708838935,1.1853095282186634,0.8660497477781407,2.9142798183263277,2.704449960117003,3.191843783663328,4.493993252478024,3.5902107491260873,4.697458430095932,11.089284530796325,1.1853095282186634,1.1853095282186634,0.3022812250315358,8.28720012732969,3.6219715192075177,3.275651652049991,2.577459063038989,0.3048765307633649,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.4085629509457,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,0.3166532399588187,0.2239867585979378,0.28219418861965057,2.234481769151318,2.9518739964136254,2.9405484857123843,4.23687239915924,1.3230899037571242,0.788235493202231,2.810847650170969,2.6255330956362326,3.0796172498568333,4.377323861497652,3.476760292502099,4.589148883602698,10.97399936812096,1.3230899037571242,1.3230899037571242,0.2732298663377001,8.171426553244485,3.514508663201614,3.1685990563260797,2.474044913082903,0.31306480830660344,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3207484307140251,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,0.35328205293154613,0.45511919069704365,0.4898059021967308,1.9887924274972875,2.734083440138539,2.718972114788465,4.02972499023717,1.5705228683121009,0.6304107041668441,2.5931013417085205,2.4628480304121676,2.8306331200271124,4.124538837577895,3.2304470530935157,4.36165030993991,10.73276555066799,1.5705228683121009,1.5705228683121009,0.2400522163713281,7.9185907039562755,3.2885087971584133,2.9401079961165326,2.2501069830885774,0.3784466036838471,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.1079512194930166,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,0.5961779941360144,0.8354356411453626,0.8739474143476726,1.619331532184746,2.281914630998502,2.2680787468455588,3.5784544553378534,1.9451830310337004,0.5989716489336162,2.1468825471553576,2.0626015755631455,2.428140306672891,3.7228505068670716,2.8156070227527126,3.9565055722971794,10.321318684023016,1.9451830310337004,1.9451830310337004,0.5915180565695581,7.542237155002242,2.832177345556984,2.4860059124400347,1.7977146531640533,0.6535784311682957,1.9451830310337004,1.9451830310337004,1.9451830310337004,0.9459986759027141,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,0.4482107285003976,0.4295623464921123,0.4530531346951953,2.1402339416412604,2.8552493725753334,2.8392295591931127,4.143761446870636,1.4638501094227998,0.7559289460184544,2.7148730567534303,2.5634797778466227,2.984523674072259,4.277266963801542,3.3800760769122173,4.492680653786414,10.858045075295221,1.4638501094227998,1.4638501094227998,0.2988556298212494,8.069503275721692,3.4060540586278365,3.062851284132924,2.379288134711946,0.41573970964154905,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.0447145885018412,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,3.416650416297553,3.7321299257974974,3.7748111538875833,2.053823942698363,2.213843194492894,2.16793467761756,2.7912720867497316,4.835176356148253,3.0886653720989,2.245746449705881,2.922817958971204,1.9053941271757635,2.088436478861982,1.9304546058426306,2.6909877653415557,8.143542905320313,4.835176356148253,4.835176356148253,3.4940444164610978,5.423944030420078,2.1276734578007086,2.0497604257820465,2.1886897166155648,3.5761101874031143,4.835176356148253,4.835176356148253,4.835176356148253,2.7973487275010624,4.835176356148253
