,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,hu_szeged-ud-dev_Case=All,0.10663303596136296,0.15383785807867262,0.1248442202637172
1,hu_szeged-ud-test_Case=All,0.14652767749878542,0.13978189806449778,0.125328302979748
2,hu_szeged-ud-train_Case=All,0.07798609744248299,0.09091908344469703,0.0638002454875056
3,fi_ood-ud-test_Case=All,0.29956977654489836,0.36250759107323416,0.33600014245941895
4,ess_sli-ud-test_Case=All,40.47475456214124,40.53212535255915,40.50985617541448
5,hit_hittb-ud-test_Case=All,0.2858773475129578,0.20286823403356452,0.23092293421550486
6,et_ewt-ud-train_Case=All,0.21244383648884568,0.2614252919923474,0.23449943830888467
7,et_ewt-ud-test_Case=All,0.2627061714680227,0.3282213333054099,0.2997748959139764
8,et_ewt-ud-dev_Case=All,0.20933310720669535,0.25939268005974314,0.23180333668995623
9,ml_ufal-ud-test_Case=All,3.5421521899673944,3.5997845426445463,3.5769804047801053
10,egy_ujaen-ud-test_Case=All,1.2622811750152136,1.1840852064015472,1.2136052062629963
11,olo_kkpp-ud-test_Case=All,0.3015813400703474,0.302469772137378,0.2960968005125512
12,olo_kkpp-ud-train_Case=All,0.5708869453163843,0.6005867069460896,0.5777657020148801
13,vep_vwt-ud-test_Case=All,0.2040159274368494,0.1766275501565364,0.1778909349700832
14,fi_tdt-ud-train_Case=All,0.5376320837349624,0.6082696641227994,0.5794349843230108
15,fi_tdt-ud-test_Case=All,0.5434999663874205,0.6198502509426689,0.5893553698202242
16,fi_tdt-ud-dev_Case=All,0.2134359836540656,0.2640752598520671,0.2381061596669784
17,tpn_tudet-ud-test_Case=All,0.7711327735622907,0.821476124101274,0.7969744161357267
18,fi_pud-ud-test_Case=All,0.4519535045782792,0.5120475093202747,0.48438454979327106
19,et_edt-ud-dev_Case=All,0.26922777375730894,0.3234674739529814,0.29858153023683254
20,et_edt-ud-train_Case=All,0.3063110058507012,0.36522333131412804,0.33955602136566687
21,et_edt-ud-test_Case=All,0.3805040480748369,0.4396857229138119,0.4139505380008764
22,wbp_ufal-ud-test_Case=All,0.2858773475129578,0.20286823403356452,0.23092293421550486
23,arr_tudet-ud-test_Case=All,0.5708869453163843,0.6005867069460897,0.5861478516430157
24,gn_oldtudet-ud-test_Case=All,0.5708869453163843,0.6005867069460897,0.5861478516430157
25,eu_bdt-ud-train_Case=All,0.356790556627502,0.40914008022389614,0.3856071423130665
26,eu_bdt-ud-test_Case=All,0.4153548249923378,0.46303190526956484,0.44063580281025333
27,eu_bdt-ud-dev_Case=All,0.47484063454881414,0.5332945108663293,0.507373877850538
28,fi_ftb-ud-dev_Case=All,1.2622811750152136,1.1840852064015472,1.2136052062629963
29,fi_ftb-ud-train_Case=All,1.2622811750152136,1.1840852064015472,1.2136052062629963
30,fi_ftb-ud-test_Case=All,1.2622811750152136,1.1840852064015472,1.2136052062629963
31,eme_tudet-ud-test_Case=All,0.27672329387783234,0.28343697334025963,0.26585160671614283
32,aqz_tudet-ud-test_Case=All,1.4500637231724016,1.518852364594771,1.4911657608288111
33,gu_gujtb-ud-test_Case=All,0.2858773475129578,0.20286823403356452,0.23092293421550486
