,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,xcl_caval-ud-train_Case=Abl,0.981033658215459,33.048050728977586,8.111253810720752,10.149371662292483,0.8357720620008333,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,0.5715444524392794,33.364284800822816,8.410312212402454,10.45445011361046,0.44805650411701164,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,0.8383913995250516,33.1595133783538,8.21638625715215,10.256831005473538,0.6985386378298372,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,0.27003086243366076,33.63638283168986,8.67435324793569,10.721456917310821,0.25515518153991434,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,0.20327890704543547,33.657303064666024,8.696441753588287,10.743439281873648,0.2084538219073198,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,0.36265586218399565,33.54901311781225,8.589670779903,10.635571629893931,0.2928486739000002,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,0.5927349379101761,33.33572692390747,8.380302049686792,10.423910955937309,0.4610269234338717,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,0.9799018381739814,33.031912848577,8.090522945145324,10.13014838008983,0.8298242872746405,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,0.5345224838248488,33.45038970518238,8.492513544564089,10.53817482724083,0.4419417382415922,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,3.88590296719629,30.731949187886833,6.178188700085173,8.075336956555804,3.715615732567655,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,5.221412445784578,29.789054421273754,5.699210398701166,7.426283270377787,5.052379375311301,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,7.928398585605507,28.04750495918062,5.7202939684424825,6.8522381777107775,7.761958415916259,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305
12,la_circse-ud-test_Case=Abl,2.095276678888364,32.00569184122129,7.238756325097467,9.217322479634698,1.929801343332991,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,19.021061517433772,24.305750991277765,14.326175843813004,13.751977928737356,18.86889387987542,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517
14,tr_atis-ud-train_Case=Abl,17.197306965449716,24.93409122718219,12.814203818504533,12.413991657001022,17.04710347995263,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857
15,tr_atis-ud-test_Case=Abl,23.917174791350252,23.819416099756378,18.852047827763315,18.02226154390799,23.76496239214361,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046
16,hi_pud-ud-test_Case=Abl,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,la_perseus-ud-test_Case=Abl,1.209019689170821,32.86150324126194,7.936678884426461,9.970567402471687,1.055983105607767,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675
