,Treebank,hu_szeged-ud-dev_Case=Ade,hu_szeged-ud-test_Case=Ade,hu_szeged-ud-train_Case=Ade,fi_ood-ud-test_Case=Ade,et_ewt-ud-train_Case=Ade,et_ewt-ud-test_Case=Ade,et_ewt-ud-dev_Case=Ade,olo_kkpp-ud-test_Case=Ade,vep_vwt-ud-test_Case=Ade,fi_tdt-ud-train_Case=Ade,fi_tdt-ud-test_Case=Ade,fi_tdt-ud-dev_Case=Ade,fi_pud-ud-test_Case=Ade,et_edt-ud-dev_Case=Ade,et_edt-ud-train_Case=Ade,et_edt-ud-test_Case=Ade,krl_kkpp-ud-test_Case=Ade,fi_ftb-ud-dev_Case=Ade,fi_ftb-ud-train_Case=Ade,fi_ftb-ud-test_Case=Ade
0,el_gud-ud-train_Case=Voc,11.096053164676768,11.092136987910845,11.147271714041361,10.685845889521556,10.59665835094456,10.615920741339846,10.38964346635748,10.54826658640363,10.791354564341463,10.38388459491002,10.360556314852055,10.338325763480116,10.164690484721211,10.676252457508596,10.652730655042005,10.771826724217322,10.847404223380662,12.220201853215572,12.220201853215572,12.220201853215572
1,el_gud-ud-test_Case=Voc,13.25854677179969,13.260588043758547,13.307704535343426,12.872875530426326,12.790019995895234,12.808054420359653,12.588952632966006,12.757975073570229,12.981525334104617,12.59466164841906,12.578060647724072,12.5538090812701,12.390316284312773,12.87156393773208,12.848200349120743,12.957420691501936,13.03119379484282,14.33527118683145,14.33527118683145,14.33527118683145
2,fa_seraji-ud-dev_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
3,fa_seraji-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
4,fa_seraji-ud-train_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
5,sga_dipsgg-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
6,pl_pdb-ud-test_Case=Voc,5.244849879176909,5.243462758778106,5.284082759783849,4.94938356426987,4.891388611112319,4.902673613505105,4.759652377363117,4.853335410325751,5.035479562243174,4.758110692460472,4.746473432052751,4.7353813716208615,4.622761338781586,4.957892469985742,4.942570009262101,5.021679373642302,5.059261963637501,6.202369527454974,6.202369527454974,6.202369527454974
7,pl_pdb-ud-train_Case=Voc,5.447681524061709,5.446452104820097,5.490973058025958,5.112686386526697,5.043987667141167,5.060798853159407,4.892881696588059,4.991554129060144,5.200891267124491,4.889128640640338,4.873322143516569,4.865670737811046,4.731090715378747,5.11846064259746,5.101052570515206,5.191937780704932,5.2304735599082,6.473643321286683,6.473643321286683,6.473643321286683
8,pl_pdb-ud-dev_Case=Voc,3.328522570150306,3.3245189179042067,3.366749173906485,3.0311602227306613,2.9766709409414256,2.9891040268580897,2.863865987622628,2.94433114180049,3.1123410267299865,2.8539794030169188,2.844027713600099,2.8347551454568127,2.740290378162429,3.0378809560489697,3.023432296218416,3.1002622431920983,3.1363014393948165,4.328972164382673,4.328972164382673,4.328972164382673
9,uk_iu-ud-dev_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
10,uk_iu-ud-train_Case=Voc,40.74549438281489,40.74778100467231,40.79761022412955,40.32576865151159,40.232652598616426,40.253280128024315,40.010464680513486,40.17530835802073,40.44341726412347,40.03470125646879,40.014574509717534,40.005404736901056,39.81746332184536,40.33851643532673,40.3144820620913,40.426740079761096,40.48050625571214,41.86884283091664,41.86884283091664,41.86884283091664
11,uk_iu-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
12,sa_vedic-ud-test_Case=Voc,346.03780727328046,346.0386218482713,346.0897210262102,345.6522681134624,345.5663997228882,345.57728498036226,345.364515251729,345.4975856897577,345.76449596028027,345.37501954131545,345.3529868268267,345.3417865695091,345.16403921537955,345.66342548887513,345.6410579638563,345.74899819229637,345.7975150094615,347.1296587732025,347.1296587732025,347.1296587732025
13,sa_vedic-ud-train_Case=Voc,158.1337290108143,158.13375135895117,158.18583950513585,157.74679211695397,157.66101564301653,157.6736863937981,157.45971284180186,157.58710382153333,157.85762154420584,157.46785022682067,157.44527177518708,157.43465982853303,157.25610599356585,157.7567532998203,157.73468356956977,157.84369360349766,157.89094865504376,159.23164714190312,159.23164714190312,159.23164714190312
14,sa_vedic-ud-dev_Case=Voc,414.0214838175671,414.02094535816207,414.07317590010587,413.6375156933771,413.55234884542335,413.56485243202883,413.352047366078,413.47901700923734,413.74825679391085,413.3608510499301,413.3382898592888,413.3275572122193,413.15087656121096,413.6479224179703,413.6260672878949,413.7340492405436,413.7810216608765,415.10841957252563,415.10841957252563,415.10841957252563
15,kmr_mg-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
16,hr_set-ud-dev_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
17,hr_set-ud-train_Case=Voc,32.86394776194729,32.865063913455316,32.91800419223498,32.431428254011216,32.33328352765381,32.357040597321514,32.11651626942048,32.24499359882656,32.52926887179196,32.12426869662654,32.10102125258525,32.09968147848836,31.899173203362842,32.429885456213455,32.40653707258835,32.5271194693991,32.57130848950883,34.0147027033899,34.0147027033899,34.0147027033899
18,hr_set-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
19,orv_rnc-ud-dev_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
20,orv_rnc-ud-train_Case=Voc,58.726746284522406,58.728926305610784,58.77154923940664,58.39634831562952,58.3242114028543,58.33829671918353,58.149713118832054,58.26785667038299,58.49366537402908,58.15961529251574,58.14214232921074,58.13158332259527,57.97936703950745,58.406581142052175,58.38811131029336,58.480587599446736,58.5218489402498,59.679700624807644,59.679700624807644,59.679700624807644
21,orv_rnc-ud-test_Case=Voc,11.275318731636814,11.274841081812122,11.317906166778377,10.958192707466631,10.89116553363943,10.904233977724203,10.734216089763072,10.837137978118886,11.049660628272708,10.737496404953092,10.720894647067261,10.711554890083201,10.573100775712206,10.966987483038587,10.95006886355781,11.03794171150412,11.075711567152243,12.232129822725067,12.232129822725067,12.232129822725067
22,cpg_tuecl-ud-test_Case=Voc,24.324145668450516,24.323874847029707,24.374064084596153,23.929898835559598,23.842535177899336,23.861834948842542,23.63950449648863,23.780855448712863,24.035113202701307,23.652641505173378,23.632321409093237,23.623737629592757,23.447412046005354,23.93612532769506,23.914269933543153,24.022276140627525,24.071822463593197,25.39685019840059,25.39685019840059,25.39685019840059
23,la_circse-ud-test_Case=Voc,51.94465704799035,51.940889632149094,51.99770828283365,51.52319922404,51.42711645031115,51.454066948198,51.22116412500781,51.32988560330146,51.61780485237413,51.220903057324136,51.19124637496236,51.19316387185778,51.001609937650706,51.523983815337154,51.502608945097656,51.62054521676967,51.6569163976979,53.06913729592119,53.06913729592119,53.06913729592119
24,grc_perseus-ud-dev_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
25,grc_perseus-ud-train_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
26,grc_perseus-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
27,qpm_philotis-ud-train_Case=Voc,88.21019817742165,88.21105003973383,88.25868229245211,87.84691800605191,87.76706595062628,87.78275120745559,87.57564067425469,87.70436364093892,87.95161548639493,87.5854779693587,87.56491127732554,87.55354839602272,87.38756834816043,87.85613578858978,87.83570973131984,87.9375367859287,87.9849923948326,89.23564310296643,89.23564310296643,89.23564310296643
28,qpm_philotis-ud-dev_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
29,qpm_philotis-ud-test_Case=Voc,1.3375584099395434,1.3144621146642357,1.2629330940315089,1.7886065521032837,1.897422799077966,1.8771070193697335,2.166296264635297,2.0006924009208644,1.6593171286204857,2.1333499449356674,2.160771997383269,2.171466165088107,2.3950690043825595,1.7767514466365293,1.8041476170465596,1.6708159613082763,1.6152048534938224,0.0,0.0,0.0
