,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,hu_szeged-ud-dev_Case=Ess,1.6547190813232433,19.768300743506366
1,hu_szeged-ud-test_Case=Ess,1.0647065323364933,20.087150121408463
2,hu_szeged-ud-train_Case=Ess,0.6810352803144473,20.30403223548021
3,fi_ood-ud-test_Case=Ess,1.0,21.494185260204677
4,sms_giellagas-ud-test_Case=Ess,1.0,21.494185260204677
5,et_ewt-ud-train_Case=Ess,1.0,21.494185260204677
6,et_ewt-ud-test_Case=Ess,1.0,21.494185260204677
7,et_ewt-ud-dev_Case=Ess,1.0,21.494185260204677
8,egy_ujaen-ud-test_Case=Ess,1.0,21.494185260204677
9,olo_kkpp-ud-test_Case=Ess,1.0,21.494185260204677
10,olo_kkpp-ud-train_Case=Ess,1.0,21.494185260204677
11,vep_vwt-ud-test_Case=Ess,1.0,21.494185260204677
12,fi_tdt-ud-train_Case=Ess,1.0,21.494185260204677
13,fi_tdt-ud-test_Case=Ess,1.0,21.494185260204677
14,fi_tdt-ud-dev_Case=Ess,1.0,21.494185260204677
15,fi_pud-ud-test_Case=Ess,1.0,21.494185260204677
16,et_edt-ud-dev_Case=Ess,1.0,21.494185260204677
17,et_edt-ud-train_Case=Ess,1.0,21.494185260204677
18,et_edt-ud-test_Case=Ess,1.0,21.494185260204677
19,sme_giella-ud-train_Case=Ess,1.0,21.494185260204677
20,sme_giella-ud-test_Case=Ess,1.0,21.494185260204677
21,ka_glc-ud-test_Case=Ess,1.0,21.494185260204677
22,krl_kkpp-ud-test_Case=Ess,1.0,21.494185260204677
23,eu_bdt-ud-train_Case=Ess,1.0,21.494185260204677
24,eu_bdt-ud-test_Case=Ess,1.0,21.494185260204677
25,eu_bdt-ud-dev_Case=Ess,1.0,21.494185260204677
26,fi_ftb-ud-dev_Case=Ess,1.0,21.494185260204677
27,fi_ftb-ud-train_Case=Ess,1.0,21.494185260204677
28,fi_ftb-ud-test_Case=Ess,1.0,21.494185260204677
29,ab_abnc-ud-test_Case=Ess,1.0,21.494185260204677
