,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,hu_szeged-ud-dev_Case=Ade,0.21754761044405282,0.3575190854341963,0.34434624191288427,1.3375584099395434,1.3375584099395434,1.3375584099395434,1.3375584099395434,86.00749422288735,1.3375584099395434,20.537090524009432,6.386227663483449,39.514847588313856,39.425775420241514,30.816414103363506,1.3375584099395434
1,hu_szeged-ud-test_Case=Ade,0.172572904604938,0.2773500981126146,0.2242673805709731,1.3144621146642357,1.3144621146642357,1.3144621146642357,1.3144621146642357,86.01049199794065,1.3144621146642357,20.537133917133612,6.373640478280045,39.51317553597162,39.424580512736476,30.814640179917596,1.3144621146642357
2,hu_szeged-ud-train_Case=Ade,0.17474893442491896,0.26148189433513136,0.2528535371368246,1.2629330940315089,1.2629330940315089,1.2629330940315089,1.2629330940315089,86.06157679243391,1.2629330940315089,20.59146862773303,6.441168433883002,39.572730702314345,39.483616181215744,30.874178926501568,1.2629330940315089
3,fi_ood-ud-test_Case=Ade,0.5865998697639464,0.7441574091227834,0.7035420288742363,1.7886065521032837,1.7886065521032837,1.7886065521032837,1.7886065521032837,85.56566237671018,1.7886065521032837,20.120118484637867,5.908904204147318,39.05610649753525,38.96617811249644,30.35605612673606,1.7886065521032837
4,et_ewt-ud-train_Case=Ade,0.7003945857852724,0.8585397253644504,0.8161157870718052,1.897422799077966,1.897422799077966,1.897422799077966,1.897422799077966,85.46537183194181,1.897422799077966,20.02922599365987,5.805875665240244,38.95448270225047,38.86453112234999,30.254201587057228,1.897422799077966
5,et_ewt-ud-test_Case=Ade,0.680385700585385,0.8392632189554252,0.7966535103800595,1.8771070193697335,1.8771070193697335,1.8771070193697335,1.8771070193697335,85.47847088774823,1.8771070193697335,20.048495243138106,5.831534270278133,38.97746749383794,38.88754240581688,30.277238576741315,1.8771070193697335
6,et_ewt-ud-dev_Case=Ade,0.9816976273828003,1.1444658277238653,1.1058415476579608,2.166296264635297,2.166296264635297,2.166296264635297,2.166296264635297,85.22795287121053,2.166296264635297,19.812678320263068,5.563461041962287,38.71868813568513,38.62798448688637,30.01808489721883,2.166296264635297
7,olo_kkpp-ud-test_Case=Ade,0.8309394582236329,0.986974453909323,0.9182387947716211,2.0006924009208644,2.0006924009208644,2.0006924009208644,2.0006924009208644,85.40524223759364,2.0006924009208644,19.933323931587402,5.742680189943659,38.86355787484879,38.776173021772486,30.165304204730482,2.0006924009208644
8,vep_vwt-ud-test_Case=Ade,0.48407134688031617,0.6332969988539315,0.5799748345217238,1.6593171286204857,1.6593171286204857,1.6593171286204857,1.6593171286204857,85.68636608780496,1.6593171286204857,20.227600017528914,6.041785713112854,39.171663260395576,39.08278985984852,30.472343075345805,1.6593171286204857
9,fi_tdt-ud-train_Case=Ade,0.9248495167431575,1.0916872099238397,1.0472167406111355,2.1333499449356674,2.1333499449356674,2.1333499449356674,2.1333499449356674,85.25871784280372,2.1333499449356674,19.81696429987266,5.58716573822384,38.73211251739697,38.641959132194344,30.031713494997234,2.1333499449356674
