,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,fi_ood-ud-test_Case=Par,5.757180964897895,5.353602272298357
1,sah_yktdt-ud-test_Case=Par,8.178936361165796,6.47597180967011
2,sms_giellagas-ud-test_Case=Par,11.973930014828047,9.907268912419791
3,et_ewt-ud-train_Case=Par,39.85222272838957,41.421402903592856
4,et_ewt-ud-test_Case=Par,34.99688846477736,36.51305951691106
5,et_ewt-ud-dev_Case=Par,22.8264101426396,24.227854647216482
6,olo_kkpp-ud-test_Case=Par,129.76661743299007,131.5126508552209
7,olo_kkpp-ud-train_Case=Par,11.973930014828047,9.907268912419791
8,vep_vwt-ud-test_Case=Par,11.973930014828047,9.907268912419791
9,fi_tdt-ud-train_Case=Par,10.303598902523232,11.357302837122683
10,fi_tdt-ud-test_Case=Par,10.320096898769895,11.365639307361617
11,fi_tdt-ud-dev_Case=Par,8.925666001566423,9.85359099067684
12,ru_taiga-ud-train_Case=Par,36.6384361019954,38.45274803336685
13,ru_taiga-ud-dev_Case=Par,11.973930014828047,9.907268912419791
14,ru_taiga-ud-test_Case=Par,11.973930014828047,9.907268912419791
15,fi_pud-ud-test_Case=Par,13.19410015661669,14.385605701399843
16,et_edt-ud-dev_Case=Par,81.91309799316204,83.59678029768043
17,et_edt-ud-train_Case=Par,70.71902781647329,72.368421798076
18,et_edt-ud-test_Case=Par,72.32023881424037,73.95462166380922
19,ru_syntagrus-ud-train_Case=Par,74.41018075505528,76.10531479999705
20,ru_syntagrus-ud-dev_Case=Par,11.973930014828047,9.907268912419791
21,ru_syntagrus-ud-test_Case=Par,11.973930014828047,9.907268912419791
22,ru_poetry-ud-dev_Case=Par,11.973930014828047,9.907268912419791
23,ru_poetry-ud-train_Case=Par,6.955213871621778,6.642099137519303
24,krl_kkpp-ud-test_Case=Par,26.177781314846015,27.641416617113308
25,eu_bdt-ud-train_Case=Par,19.683035208016065,21.230608028657663
26,eu_bdt-ud-test_Case=Par,9.37736636801613,10.426669514136055
27,eu_bdt-ud-dev_Case=Par,5.7287683652115415,5.512917717377772
28,fi_ftb-ud-dev_Case=Par,5.604822231064865,4.581329306535595
29,fi_ftb-ud-train_Case=Par,5.490243020796125,5.18565963657946
30,fi_ftb-ud-test_Case=Par,5.938652087333717,5.68193351359629
31,ru_gsd-ud-dev_Case=Par,11.973930014828047,9.907268912419791
32,ru_gsd-ud-train_Case=Par,11.973930014828047,9.907268912419791
