,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,hu_szeged-ud-dev_Case=Ill,0.29998469504883835,33.58141156858174,8.619387888160901,10.666064032563282,0.2408953922158273,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,0.4054775835476301,33.5105167768479,8.552201580498375,10.59748904729558,0.3188417391600308,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,0.18215107011950007,33.671697002265056,8.708820557603673,10.756290232385414,0.20246360745990624,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,0.910981887855077,33.090027017214716,8.147264636542207,10.186836607412317,0.7640029450205019,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,5.1830683509736,28.879592521320845,5.232264731937698,6.829896408476139,5.014263990277889,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,et_ewt-ud-train_Case=Ill,5.685122712147314,29.67832409583009,5.820970776067597,7.48668503202932,5.522019799283379,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,4.46031389029965,30.38213949016757,5.977493877692492,7.828884006893219,4.291819252950898,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,10.826351026232702,26.037129234334422,6.615336520376631,6.943002605140095,10.65505462413074,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
