,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,sl_ssj-ud-test_Case=Dat,2.2850533621933233,1.721184493979543,3.237354116223063,3.237354116223063,3.237354116223063,10.208539299207635,3.237354116223063,8.23214622428435,3.237354116223063,2.2850533621933233
1,sl_ssj-ud-dev_Case=Dat,2.75214562760686,2.1073614360669657,3.702382866329317,3.702382866329317,3.702382866329317,9.859393434126103,3.702382866329317,8.017125766479877,3.702382866329317,2.75214562760686
2,sl_ssj-ud-train_Case=Dat,2.1601796065306087,1.6154268265393554,3.1179361720571244,3.1179361720571244,3.1179361720571244,10.297191387272964,3.1179361720571244,8.342799563805308,3.1179361720571244,2.1601796065306087
3,xcl_caval-ud-train_Case=Dat,0.2535032568519937,1.2622015647761877,1.239102502759832,1.239102502759832,1.239102502759832,11.799069525984342,1.239102502759832,9.734807965412404,1.239102502759832,0.2535032568519937
4,xcl_caval-ud-dev_Case=Dat,0.1774437795360273,1.3059093913339819,1.1651494545412489,1.1651494545412489,1.1651494545412489,11.860097852779493,1.1651494545412489,9.785135543222886,1.1651494545412489,0.1774437795360273
5,xcl_caval-ud-test_Case=Dat,0.24363276830424319,1.2742501172984655,1.2227021265001647,1.2227021265001647,1.2227021265001647,11.81289572630873,1.2227021265001647,9.747299727375605,1.2227021265001647,0.24363276830424319
6,hu_szeged-ud-dev_Case=Dat,2.374008923181827,2.0089595235710798,3.1993621813334823,3.1993621813334823,3.1993621813334823,10.66001493279193,3.1993621813334823,8.856405499261365,3.1993621813334823,2.374008923181827
7,hu_szeged-ud-test_Case=Dat,5.356666645500764,4.718612732832498,6.174337938564088,6.174337938564088,6.174337938564088,9.402561526802476,6.174337938564088,8.227628914275387,6.174337938564088,5.356666645500764
8,hu_szeged-ud-train_Case=Dat,2.209383975460221,1.8677581235704117,3.045362818101901,3.045362818101901,3.045362818101901,10.72160464307694,3.045362818101901,8.895581911883024,3.045362818101901,2.209383975460221
9,xav_xdt-ud-test_Case=Dat,0.3535533905932738,1.1510864433221337,1.3133925536563698,1.3133925536563698,1.3133925536563698,11.744147478638029,1.3133925536563698,9.582536198731525,1.3133925536563698,0.3535533905932738
10,tr_pud-ud-test_Case=Dat,5.418819642596533,4.641386442390668,6.339143832598542,6.339143832598542,6.339143832598542,8.584218634856787,6.339143832598542,7.641203868690617,6.339143832598542,5.418819642596533
11,es_gsd-ud-test_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
12,es_gsd-ud-dev_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
13,es_gsd-ud-train_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
14,de_hdt-ud-test_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
15,de_hdt-ud-train_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
16,de_hdt-ud-dev_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
17,sga_dipsgg-ud-test_Case=Dat,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
18,pt_porttinari-ud-train_Case=Dat,1.2366829652976885,1.1866644999515923,2.1565242585859323,2.1565242585859323,2.1565242585859323,11.133446329906112,2.1565242585859323,9.202222552632197,2.1565242585859323,1.2366829652976885
19,pt_porttinari-ud-test_Case=Dat,1.178030178747903,1.178030178747903,2.0946968998021687,2.0946968998021687,2.0946968998021687,11.184902360607648,2.0946968998021687,9.240549502169273,2.0946968998021687,1.178030178747903
20,pt_porttinari-ud-dev_Case=Dat,0.9999999999999999,1.1547005383792517,1.914854215512676,1.914854215512676,1.914854215512676,11.298967504452195,1.914854215512676,9.345230512584125,1.914854215512676,0.9999999999999999
21,pl_pdb-ud-test_Case=Dat,0.5616610525897442,1.1200864130855386,1.541535826120694,1.541535826120694,1.541535826120694,11.536060008915547,1.541535826120694,9.533591987361032,1.541535826120694,0.5616610525897442
