,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,fi_ood-ud-test_Case=Abe,5.734883511361751,17.336538165261125
1,sms_giellagas-ud-test_Case=Abe,0.0,20.71231517720798
2,sms_giellagas-ud-train_Case=Abe,1.0,21.494185260204677
3,et_ewt-ud-train_Case=Abe,3.8273392947447844,17.90533180450668
4,et_ewt-ud-test_Case=Abe,9.797958971132713,14.617341299520465
5,et_ewt-ud-dev_Case=Abe,1.0,21.494185260204677
6,gub_tudet-ud-test_Case=Abe,1.4142135623730951,19.974984355438178
7,olo_kkpp-ud-test_Case=Abe,1.0,21.494185260204677
8,olo_kkpp-ud-train_Case=Abe,1.0,21.494185260204677
9,mdf_jr-ud-test_Case=Abe,0.7071067811865476,20.0124960961895
10,fi_tdt-ud-train_Case=Abe,11.136152337719203,15.427698755449205
11,fi_tdt-ud-test_Case=Abe,8.12403840463596,16.401219466856727
12,fi_tdt-ud-dev_Case=Abe,2.449489742783178,19.226717521892983
13,myv_jr-ud-test_Case=Abe,0.692820323027551,20.255369658438724
14,myv_jr-ud-train_Case=Abe,0.7284313590846835,20.00255085773628
15,kpv_ikdp-ud-test_Case=Abe,0.0,20.71231517720798
16,kpv_lattice-ud-test_Case=Abe,1.699673171197595,19.11078811096555
17,fi_pud-ud-test_Case=Abe,1.4142135623730951,19.974984355438178
18,et_edt-ud-dev_Case=Abe,2.874966451763469,18.476377978648213
19,et_edt-ud-train_Case=Abe,3.8746047519032274,17.825258335035254
20,et_edt-ud-test_Case=Abe,3.409545424246464,18.179658962697843
21,koi_uh-ud-test_Case=Abe,1.224744871391589,19.912307751739878
22,sme_giella-ud-train_Case=Abe,1.0,21.494185260204677
23,sme_giella-ud-test_Case=Abe,1.0,21.494185260204677
24,arr_tudet-ud-test_Case=Abe,0.0,20.71231517720798
25,krl_kkpp-ud-test_Case=Abe,1.4142135623730951,19.974984355438178
26,fi_ftb-ud-dev_Case=Abe,1.0,21.494185260204677
27,fi_ftb-ud-train_Case=Abe,1.0,21.494185260204677
28,fi_ftb-ud-test_Case=Abe,1.0,21.494185260204677
29,ab_abnc-ud-test_Case=Abe,0.0,20.71231517720798
