,Treebank,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,sah_yktdt-ud-test_Case=Cmp,0.5211573066470477,0.0,0.15590239111558088,0.51478150704935,0.3535533905932738,0.282842712474619,1.4142135623730951,0.0,1.4142135623730951,2.4907993963089563,0.18311646218632124,0.25719503542143074,0.30267496697538676,0.0,0.0
1,ml_ufal-ud-test_Case=Cmp,1.1758894715842625,1.4142135623730951,1.3320306135954818,1.1683321445547923,1.2747548783981961,1.2961481396815722,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.9059520091609048,1.306885704021127,1.270068837736157,1.2664151205606995,1.4142135623730951,1.4142135623730951
2,egy_ujaen-ud-test_Case=Cmp,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
3,mdf_jr-ud-test_Case=Cmp,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
4,myv_jr-ud-test_Case=Cmp,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
5,myv_jr-ud-train_Case=Cmp,11.635407859176347,12.0,11.896398848204257,11.595904449416615,11.795126112085448,11.801694793545545,11.045361017187261,12.0,11.224972160321824,10.19403587137787,11.841434801169642,11.788376718685655,11.769903845226496,12.0,12.0
6,kpv_lattice-ud-test_Case=Cmp,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
7,sjo_xdt-ud-test_Case=Cmp,9.594236953299069,9.899494936611665,9.8119470827943,9.589838371943502,9.72753822917186,9.761147473529943,9.273618495495704,9.899494936611665,9.273618495495704,8.378787599208675,9.785420883706626,9.7413873883881,9.73020955526098,9.899494936611665,9.899494936611665
8,koi_uh-ud-train_Case=Cmp,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
9,gu_gujtb-ud-test_Case=Cmp,0.5211573066470477,0.0,0.15590239111558088,0.51478150704935,0.3535533905932738,0.282842712474619,1.4142135623730951,0.0,1.4142135623730951,2.4907993963089563,0.18311646218632124,0.25719503542143074,0.30267496697538676,0.0,0.0
