,Treebank,es_gsd-ud-train_Case=Com,fi_ood-ud-test_Case=Com,es_ancora-ud-train_Case=Com,es_ancora-ud-test_Case=Com,es_ancora-ud-dev_Case=Com,sms_giellagas-ud-test_Case=Com,et_ewt-ud-train_Case=Com,et_ewt-ud-test_Case=Com,et_ewt-ud-dev_Case=Com,ml_ufal-ud-test_Case=Com,apu_ufpa-ud-test_Case=Com,egy_ujaen-ud-test_Case=Com,mr_ufal-ud-train_Case=Com,olo_kkpp-ud-test_Case=Com,mdf_jr-ud-test_Case=Com,vep_vwt-ud-test_Case=Com,es_pud-ud-test_Case=Com,fi_tdt-ud-train_Case=Com,fi_tdt-ud-test_Case=Com,fi_tdt-ud-dev_Case=Com,myv_jr-ud-test_Case=Com,myv_jr-ud-train_Case=Com,kpv_ikdp-ud-test_Case=Com,kpv_lattice-ud-test_Case=Com,fi_pud-ud-test_Case=Com,et_edt-ud-dev_Case=Com,et_edt-ud-train_Case=Com,et_edt-ud-test_Case=Com,sjo_xdt-ud-test_Case=Com,wbp_ufal-ud-test_Case=Com,koi_uh-ud-test_Case=Com,sme_giella-ud-train_Case=Com,sme_giella-ud-test_Case=Com,arr_tudet-ud-test_Case=Com,ta_mwtt-ud-test_Case=Com,ta_ttb-ud-train_Case=Com,ta_ttb-ud-dev_Case=Com,ta_ttb-ud-test_Case=Com,krl_kkpp-ud-test_Case=Com,eu_bdt-ud-train_Case=Com,eu_bdt-ud-test_Case=Com,eu_bdt-ud-dev_Case=Com,fi_ftb-ud-dev_Case=Com,fi_ftb-ud-train_Case=Com,fi_ftb-ud-test_Case=Com,bxr_bdt-ud-test_Case=Com,bej_nsc-ud-test_Case=Com
0,hu_szeged-ud-dev_Case=Ill,3.7354554181384505,1.4971659790346212,8.140749903975783,1.278845324000557,1.278845324000557,1.278845324000557,8.702288991434367,6.477906224558839,10.283671652819027,10.074675266546038,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,9.882598261237838,1.278845324000557,1.7758628955577889,0.29998469504883835,1.278845324000557,1.278845324000557,2.2358626358420266,1.278845324000557,18.25905312770336,0.36110228144887835,4.288843379980779,4.1538756538315145,3.81368397606553,1.278845324000557,1.278845324000557,6.882057693015281,14.899188707798718,6.710255544246278,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,2.645577767965715,1.2427937366309019,38.80220941471926,29.552967187833143,38.26728949589607,0.4312196809320517,0.42864861372041235,0.48020503732218933,0.7486749850512612,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,3.6790460465581445,1.4491017706591098,8.074445500173729,1.3689738821885769,1.3689738821885769,1.3689738821885769,8.642631378488582,6.419252352658156,10.223583038280058,10.017076990100373,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,9.82277927655513,1.3689738821885769,1.722855296382659,0.4054775835476301,1.3689738821885769,1.3689738821885769,2.1783152278882754,1.3689738821885769,18.19880958016968,0.38739534483122195,4.231593344285313,4.097117712066209,3.7577356909997164,1.3689738821885769,1.3689738821885769,6.827592912145937,14.838685571509172,6.65126417685172,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,2.5971248010155286,1.2061238126348335,38.73899408821577,29.489769258571798,38.20228281229748,0.44549102120143225,0.410352176023975,0.4675527982449921,0.7010502988892752,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,3.812240681324525,1.5828459288787085,8.227991594490867,1.1689791895833785,1.1689791895833785,1.1689791895833785,8.785975426640508,6.559740438690974,10.364616821619311,10.150526046089713,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,9.9668818879277,1.1689791895833785,1.8617963337350834,0.18215107011950007,1.1689791895833785,1.1689791895833785,2.3165734060631475,1.1689791895833785,18.33878286010616,0.37985539808825947,4.371395596813129,4.235370069262081,3.894189461166592,1.1689791895833785,1.1689791895833785,6.954603679986302,14.97904271570825,6.788395228311487,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,2.714131969097857,1.2930846458119314,38.88594234869047,29.636936309732835,38.351696487336646,0.49612697498588193,0.5042035012825888,0.5546381313884968,0.8397450006737252,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,3.3511025051466268,1.0610786964217123,7.676319951643496,1.8756033695853715,1.8756033695853715,1.8756033695853715,8.261763874681218,6.053079571385187,9.855112549935736,9.678320515461346,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,9.43980338778303,1.8756033695853715,1.342496243296534,0.910981887855077,1.8756033695853715,1.8756033695853715,1.8368146340880454,1.8756033695853715,17.833280348830947,0.6957802973800152,3.8684989157718013,3.741127733051338,3.409604993279678,1.8756033695853715,1.8756033695853715,6.510751723111549,14.472124515771691,6.29566683361013,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,2.3353560756338636,1.0069200564096437,38.34198741733546,29.092788323645507,37.7929872860032,0.5478231669272688,0.4032526479051097,0.437593418597675,0.44594451717303824,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,3.685976092310749,3.912625969257557,5.3725410683273696,6.117168714889247,6.117168714889247,6.117168714889247,6.2292618907623165,4.638453788231222,7.7050250803370925,7.7336047206531475,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,7.224785869781716,6.117168714889247,3.7853731835281375,5.1830683509736,6.117168714889247,6.117168714889247,3.708515392950808,6.117168714889247,15.288985787806629,4.888888888888889,3.5849373134762446,3.6022665152671633,3.5908878564629014,6.117168714889247,6.117168714889247,5.393182710894043,12.040857655766045,4.900933421308719,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,3.969015799887056,4.3688007225194445,35.39431756722231,26.193604911726162,34.78829269512914,4.73299424972197,4.638909360187579,4.639178301018616,4.340882501490421,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,3.9370039370059056,1.7320508075688772,8.366600265340756,1.0,1.0,1.0,8.918077077791608,6.689698507085539,10.492815330201854,10.27131929208707,1.0,1.0,1.0,1.0,1.0,10.099504938362077,1.0,2.005095549659743,0.0,1.0,1.0,2.449489742783178,1.0,18.466185312619388,0.4714045207910316,4.503425194702186,4.365978718009279,4.023652106571074,1.0,1.0,7.0710678118654755,15.105876340020794,6.9160826734854215,1.0,1.0,1.0,1.0,2.8284271247461903,1.4142135623730951,39.019048054906605,29.770417830083908,38.48701079585163,0.6236095644623235,0.6511451483079109,0.692820323027551,0.9925341137422676,1.0
6,et_ewt-ud-train_Case=Ill,4.0991366331373955,4.40758606750211,5.491933012772006,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.238808287681793,4.824961006788654,7.689876101049771,7.86710980680645,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,7.217377069032628,6.5912452584836325,4.296494539823788,5.685122712147314,6.5912452584836325,6.5912452584836325,4.224067251592775,6.5912452584836325,15.194674803235081,5.400760243332311,3.9541998392636057,3.990063103600874,4.014102994092697,6.5912452584836325,6.5912452584836325,5.630377538462635,11.98373439974692,5.1303547620099135,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,4.480271491947085,4.900993296916556,35.197692080922884,26.015927554587137,34.60439893368916,5.218676353959383,5.136161306754144,5.1371198918408245,4.855485163612704,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,3.192867050160404,3.1327942798722037,5.5905634778616005,5.397629109155241,5.397629109155241,5.397629109155241,6.321378971297753,4.561809123509975,7.888825866611521,7.9746097083180185,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,7.406375631845849,5.397629109155241,3.050144191974657,4.46031389029965,5.397629109155241,5.397629109155241,3.042104534693047,5.397629109155241,15.646545944712525,4.167727864863006,3.1695517279908163,3.1705330032472254,3.1109041550344507,5.397629109155241,5.397629109155241,5.356715411518517,12.364946421234505,4.87920070774766,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,3.3785203862045883,3.6516297731287053,35.8456949220467,26.629535816040384,35.265626323659696,3.9736577048804236,3.8909657533780546,3.893378995166024,3.5997318541090806,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,8.415520640716235,9.4215408558667,6.590303389483074,11.756269669551216,11.756269669551216,11.756269669551216,7.212386464861581,7.443546675030445,7.871182550506215,8.527008651526623,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,7.534283781406526,11.756269669551216,9.267204452113313,10.826351026232702,11.756269669551216,11.756269669551216,9.03627804948776,11.756269669551216,13.295316171447952,10.524515765524104,8.015058976757095,8.124520345409953,8.322036027457251,11.756269669551216,11.756269669551216,8.19816299808743,10.69761857657472,7.658364165940449,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,9.230919593583831,9.938079899999066,31.865627404407768,22.928364018028194,31.202989331310494,10.333632014799248,10.239815486418731,10.23723535210171,9.940481996781335,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,4.743416490252569,2.6457513110645907,9.219544457292887,0.0,0.0,0.0,9.727331990547098,7.497106880006976,11.28188777357483,11.022703842524301,0.0,0.0,0.0,0.0,0.0,10.908712114635714,0.0,2.9067128499108295,1.0,0.0,0.0,3.3166247903554,0.0,19.235384061671343,1.3743685418725535,5.331827029066583,5.189646676477866,4.845626776316869,0.0,0.0,7.810249675906654,15.880412463157246,7.707374917435497,0.0,0.0,0.0,0.0,3.605551275463989,2.23606797749979,39.816070178314234,30.571410028180104,39.29694644625712,1.5456030825826172,1.614826143444763,1.6370705543744901,1.959507443590762,0.0
