,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,sl_ssj-ud-test_Case=Ins,1.2738381438696167,1.066121384413631,1.0749792937107843,2.6649321774579495,0.7612064639673629,1.733830940589786
1,sl_ssj-ud-dev_Case=Ins,1.3491173887145091,1.1389994944752595,1.15262117418461,2.7413368399473135,0.8328599763632314,1.8081243416769226
2,sl_ssj-ud-train_Case=Ins,1.3072461737584296,1.0992874965096822,1.108217089214911,2.697949439910849,0.7833982513664184,1.7676100088753417
3,xcl_caval-ud-train_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
4,xcl_caval-ud-dev_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
5,xcl_caval-ud-test_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
6,hu_szeged-ud-dev_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
7,hu_szeged-ud-test_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
8,hu_szeged-ud-train_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
9,xav_xdt-ud-test_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
10,tr_pud-ud-test_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
11,fi_ood-ud-test_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
12,pl_pdb-ud-test_Case=Ins,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
