,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,hu_szeged-ud-dev_Case=Ess,1.5791645444770426,1.5834909371015216,1.5730423011250358,1.5153509281266004,1.4958966614599507,1.4684808646862118
1,hu_szeged-ud-test_Case=Ess,0.9891226134995963,0.9938820547480645,0.9825992237773756,0.9297355340446584,0.9115887666834518,0.8869553802775876
2,hu_szeged-ud-train_Case=Ess,0.6065142909211054,0.6108491157424888,0.6018348213699426,0.5535810963389683,0.537399878464705,0.5178410990236471
3,fi_ood-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
4,sms_giellagas-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
5,et_ewt-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,et_ewt-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
7,et_ewt-ud-dev_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,egy_ujaen-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
9,olo_kkpp-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
10,olo_kkpp-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
11,vep_vwt-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,fi_tdt-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
13,fi_tdt-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
14,fi_tdt-ud-dev_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
15,fi_pud-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
16,et_edt-ud-dev_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
17,et_edt-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
18,et_edt-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
19,sme_giella-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
20,sme_giella-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
21,ka_glc-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
22,krl_kkpp-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
23,eu_bdt-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
24,eu_bdt-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
25,eu_bdt-ud-dev_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
26,fi_ftb-ud-dev_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
27,fi_ftb-ud-train_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
28,fi_ftb-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
29,ab_abnc-ud-test_Case=Ess,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
