,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,sl_ssj-ud-test_Case=Loc,1.5978884192835385,1.6023626892311371,1.5921070117016316,1.506582694980146,1.478261150391957,1.4401774051894174
1,sl_ssj-ud-dev_Case=Loc,1.5925756119193328,1.5966776370341953,1.5863129861130876,1.4996114820586157,1.4709235394423859,1.4321543500251595
2,sl_ssj-ud-train_Case=Loc,1.5765838660983842,1.5810340782254526,1.5706719899981658,1.4848040103056739,1.4564535812088426,1.4181834837589915
3,xcl_caval-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
4,xcl_caval-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
5,xcl_caval-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,hu_szeged-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
7,fa_seraji-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,fa_seraji-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
9,fa_seraji-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
10,tr_pud-ud-test_Case=Loc,1033.84093945678,1033.8457323562002,1033.8340158582898,1033.7699570889029,1033.747155552099,1033.7143466099055
11,pl_pdb-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,pl_pdb-ud-train_Case=Loc,18056.08646346089,18056.09095078358,18056.07874050888,18055.98980168258,18055.96102527043,18055.92006200521
13,pl_pdb-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
14,uk_iu-ud-dev_Case=Loc,1.5110580187062643,1.5157566434571181,1.5048878253179425,1.4213986714130518,1.393760912382784,1.3562769188519874
15,uk_iu-ud-train_Case=Loc,1.5420344516780033,1.5470397637017042,1.5363345368262533,1.4538407793655561,1.4258828506733492,1.3886117090879564
16,uk_iu-ud-test_Case=Loc,1.509111443369479,1.5135746469583269,1.5025397650681491,1.418903399352889,1.3914039760077561,1.353762137154196
17,sa_vedic-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
18,sa_vedic-ud-train_Case=Loc,2097.7765495241,2097.7823428144457,2097.7676569906516,2097.6874975065907,2097.6581142429927,2097.6168546008253
19,sa_vedic-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
20,bn_bru-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
21,hr_set-ud-dev_Case=Loc,1.5181349447417871,1.5222255597015868,1.511304198535807,1.4215003593889564,1.3933980965242627,1.3538464671663646
22,hr_set-ud-train_Case=Loc,1.5052636270219546,1.5090339392042007,1.4976804024188448,1.4076956707520099,1.3798051212147826,1.3401578403898793
23,hr_set-ud-test_Case=Loc,1.4620925849845825,1.465740526217775,1.4540625966611063,1.3632410362465053,1.3357371541652026,1.2958685931648535
24,orv_rnc-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
25,orv_rnc-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
26,orv_rnc-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
27,la_circse-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
28,grc_perseus-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
29,tr_atis-ud-dev_Case=Loc,10.856943439330047,10.862030510134826,10.847938213942825,10.764488608891881,10.738714842975984,10.698358601088353
30,tr_atis-ud-train_Case=Loc,53.84978337507245,53.854444990123575,53.83984134804437,53.754266199150535,53.72911203147608,53.68834813354808
31,tr_atis-ud-test_Case=Loc,12.86412935843685,12.868021695686872,12.852717443366302,12.764287552961736,12.739857762962668,12.69903627363257
32,hi_pud-ud-test_Case=Loc,0.10500068510088163,0.10383778934934111,0.12391900280409707,0.21755451584556576,0.24301318798491325,0.2863559648776175
33,la_perseus-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
34,la_perseus-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
35,tr_kenet-ud-dev_Case=Loc,596.5752297602914,596.5799660107389,596.5679388628024,596.5021505478109,596.47996676814,596.4472012681906
36,tr_kenet-ud-test_Case=Loc,226.76400475925104,226.7685706011696,226.75675116196842,226.69124878307483,226.6694677679131,226.6370176615711
37,tr_kenet-ud-train_Case=Loc,338.76462406975185,338.76916879588214,338.7570905822535,338.69089544270645,338.6683680368293,338.6353287574104
38,sms_giellagas-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
39,sms_giellagas-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
40,sk_snk-ud-dev_Case=Loc,1.4563610718182995,1.4611125101295832,1.4503382822247648,1.3653789499976976,1.33824525422027,1.3008037280711182
41,sk_snk-ud-test_Case=Loc,1.4527871997971775,1.4573961022045023,1.4468453482027308,1.3633366564978011,1.3360688607323343,1.2989452576456213
42,sk_snk-ud-train_Case=Loc,1.4725172000579647,1.4778221207247961,1.4669065434319504,1.385975174912024,1.3591083157799615,1.322850836664616
43,lt_hse-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
44,lt_hse-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
45,lt_hse-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
46,ess_sli-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
47,sa_ufal-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
48,be_hse-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
49,be_hse-ud-dev_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
50,be_hse-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
51,gub_tudet-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
52,cs_pud-ud-test_Case=Loc,1.4186881530177269,1.4233409419930425,1.4124348763115073,1.3244056354205385,1.2957557341561228,1.2564700895149978
53,orv_ruthenian-ud-test_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
54,orv_ruthenian-ud-train_Case=Loc,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
