,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,es_gsd-ud-train_Case=Com,3.9370039370059056,18.66815470259447
1,fi_ood-ud-test_Case=Com,1.7320508075688772,19.544820285692065
2,es_ancora-ud-train_Case=Com,8.366600265340756,16.583123951777
3,es_ancora-ud-test_Case=Com,1.0,21.494185260204677
4,es_ancora-ud-dev_Case=Com,1.0,21.494185260204677
5,sms_giellagas-ud-test_Case=Com,1.0,21.494185260204677
6,et_ewt-ud-train_Case=Com,8.918077077791608,16.72785065853713
7,et_ewt-ud-test_Case=Com,6.689698507085539,17.454545454545457
8,et_ewt-ud-dev_Case=Com,10.492815330201854,16.695374724458347
9,ml_ufal-ud-test_Case=Com,10.27131929208707,17.161002301730512
10,apu_ufpa-ud-test_Case=Com,1.0,21.494185260204677
11,egy_ujaen-ud-test_Case=Com,1.0,21.494185260204677
12,mr_ufal-ud-train_Case=Com,1.0,21.494185260204677
13,olo_kkpp-ud-test_Case=Com,1.0,21.494185260204677
14,mdf_jr-ud-test_Case=Com,1.0,21.494185260204677
15,vep_vwt-ud-test_Case=Com,10.099504938362077,16.46207763315433
16,es_pud-ud-test_Case=Com,1.0,21.494185260204677
17,fi_tdt-ud-train_Case=Com,2.005095549659743,19.409654656318615
18,fi_tdt-ud-test_Case=Com,0.0,20.71231517720798
19,fi_tdt-ud-dev_Case=Com,1.0,21.494185260204677
20,myv_jr-ud-test_Case=Com,1.0,21.494185260204677
21,myv_jr-ud-train_Case=Com,2.449489742783178,19.261360284258224
22,kpv_ikdp-ud-test_Case=Com,1.0,21.494185260204677
23,kpv_lattice-ud-test_Case=Com,18.466185312619388,17.88854381999832
24,fi_pud-ud-test_Case=Com,0.4714045207910316,20.4586303440762
25,et_edt-ud-dev_Case=Com,4.503425194702186,18.251490461276003
26,et_edt-ud-train_Case=Com,4.365978718009279,18.346551303152644
27,et_edt-ud-test_Case=Com,4.023652106571074,18.526252571397976
28,sjo_xdt-ud-test_Case=Com,1.0,21.494185260204677
29,wbp_ufal-ud-test_Case=Com,1.0,21.494185260204677
30,koi_uh-ud-test_Case=Com,7.0710678118654755,17.86057109949175
31,sme_giella-ud-train_Case=Com,15.105876340020794,16.96872122465332
32,sme_giella-ud-test_Case=Com,6.9160826734854215,17.5193446692998
33,arr_tudet-ud-test_Case=Com,1.0,21.494185260204677
34,ta_mwtt-ud-test_Case=Com,1.0,21.494185260204677
35,ta_ttb-ud-train_Case=Com,1.0,21.494185260204677
36,ta_ttb-ud-dev_Case=Com,1.0,21.494185260204677
37,ta_ttb-ud-test_Case=Com,2.8284271247461903,19.313207915827967
38,krl_kkpp-ud-test_Case=Com,1.4142135623730951,19.974984355438178
39,eu_bdt-ud-train_Case=Com,39.019048054906605,30.91093837318937
40,eu_bdt-ud-test_Case=Com,29.770417830083908,23.507681959544865
41,eu_bdt-ud-dev_Case=Com,38.48701079585163,30.25309901481169
42,fi_ftb-ud-dev_Case=Com,0.6236095644623235,20.299151596940092
43,fi_ftb-ud-train_Case=Com,0.6511451483079109,20.248343600788523
44,fi_ftb-ud-test_Case=Com,0.692820323027551,20.235612172603034
45,bxr_bdt-ud-test_Case=Com,0.9925341137422676,19.99326332824126
46,bej_nsc-ud-test_Case=Com,1.0,21.494185260204677
