,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,hu_szeged-ud-dev_Case=Tem,0.1543650575724279,0.12654857935310096,0.1322959969726638
1,hu_szeged-ud-test_Case=Tem,0.2858773475129578,0.20286823403356452,0.23092293421550486
2,hu_szeged-ud-train_Case=Tem,0.2858773475129578,0.20286823403356452,0.23092293421550486
3,fa_seraji-ud-dev_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
4,fa_seraji-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
5,fa_seraji-ud-train_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
6,gub_tudet-ud-test_Case=Tem,0.2858773475129578,0.20286823403356452,0.23092293421550486
7,lzh_tuecl-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
8,apu_ufpa-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
9,egy_ujaen-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
10,nyq_aha-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
11,mdf_jr-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
12,mdf_jr-ud-train_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
13,myv_jr-ud-test_Case=Tem,1.331032808927413,1.4015336980176318,1.3758240429686697
14,myv_jr-ud-train_Case=Tem,3.361942309198536,3.4115831927833966,3.3918350363397423
15,kfm_aha-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
16,soj_aha-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
17,he_htb-ud-train_Case=Tem,7.1397552971220435,7.2065909078329895,7.181040996386986
18,lzh_kyoto-ud-dev_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
19,lzh_kyoto-ud-train_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
20,lzh_kyoto-ud-test_Case=Tem,1.2622811750152136,1.1840852064015472,1.2136052062629963
21,gu_gujtb-ud-test_Case=Tem,4.067780984380896,4.118063714109169,4.098144557745718
