,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,hu_szeged-ud-dev_Case=Ine,78.73644484145694,78.66700015622972,78.64152532629761,79.57229417328622
1,hu_szeged-ud-test_Case=Ine,52.62936871734071,52.56307204882413,52.5397667485514,53.4353191562784
2,hu_szeged-ud-train_Case=Ine,31.8517448779152,31.78472142997495,31.76037625889438,32.67200382276872
3,fi_ood-ud-test_Case=Ine,509.6583327603591,509.57715692329134,509.5491106711978,510.61629429543274
4,et_ewt-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
5,et_ewt-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,et_ewt-ud-dev_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
7,si_stb-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
8,olo_kkpp-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
9,olo_kkpp-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,mdf_jr-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,mdf_jr-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
12,vep_vwt-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
13,fi_tdt-ud-train_Case=Ine,167.55454567437602,167.47399442455452,167.44589956189205,168.5023815651686
14,fi_tdt-ud-test_Case=Ine,73.24628639671415,73.16615012894528,73.13817652888672,74.19460896857669
15,fi_tdt-ud-dev_Case=Ine,111.88733428033197,111.8065320868327,111.77838676042126,112.83714912307127
16,myv_jr-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
17,myv_jr-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
18,kpv_ikdp-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
19,kpv_lattice-ud-test_Case=Ine,260.6395844143078,260.5556103411456,260.52767349255686,261.627597932634
20,kpv_lattice-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
21,fi_pud-ud-test_Case=Ine,80.88099497145905,80.80302330097543,80.77611155556464,81.8102583258783
22,et_edt-ud-dev_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
23,et_edt-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
24,et_edt-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
25,koi_uh-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
26,koi_uh-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
27,arr_tudet-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
28,krl_kkpp-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
29,eu_bdt-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
30,eu_bdt-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
31,eu_bdt-ud-dev_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
32,fi_ftb-ud-dev_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
33,fi_ftb-ud-train_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
34,fi_ftb-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
35,ab_abnc-ud-test_Case=Ine,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
