,Treebank,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,sl_ssj-ud-test_Case=Ins,0.7187840272775367,0.8775560715852445,1.1387912079918918,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,0.8229267110786415,0.982934000327434,1.2306752534050542,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,0.7349729089315997,0.9094963368438467,1.1729933029078323,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,xcl_caval-ud-dev_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,xcl_caval-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,hu_szeged-ud-dev_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,hu_szeged-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,hu_szeged-ud-train_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,xav_xdt-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,tr_pud-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,fi_ood-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,pl_pdb-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,pl_pdb-ud-train_Case=Ins,3333.5766446913667,3334.0588117588254,3334.369717981197,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,sah_yktdt-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,uk_iu-ud-dev_Case=Ins,2.116876882224984,2.5634516512993666,2.8788018511571245,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617,4.424265218622617
17,uk_iu-ud-train_Case=Ins,2.4046087635053697,2.8587822593408485,3.1751168206120877,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951,4.714933003721951
18,uk_iu-ud-test_Case=Ins,2.4484551098295473,2.9149728759893803,3.2370887620686175,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,sa_vedic-ud-train_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,sa_vedic-ud-dev_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,hr_set-ud-dev_Case=Ins,1.942688943800401,2.3602744131222426,2.6614253677292488,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931,4.193132313244931
23,hr_set-ud-train_Case=Ins,1.752896137599938,2.1465132713627524,2.4414290613697642,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048,3.9671141971867048
24,hr_set-ud-test_Case=Ins,1.6404606399152375,2.0335137647167563,2.3286477985388045,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627,3.8596640789997627
25,orv_rnc-ud-dev_Case=Ins,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
