,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,hu_szeged-ud-dev_Case=All,0.3201992971410781,1.29172958692549,1.29172958692549,0.3201992971410781,0.17376252510132806,0.3902047051853765,0.22456316459859796,1.29172958692549,0.3201992971410781
1,hu_szeged-ud-test_Case=All,0.2525381361380526,1.2216165268919335,1.2216165268919335,0.2525381361380526,0.16694987276160816,0.4265457713265169,0.27186205206841185,1.2216165268919335,0.2525381361380526
2,hu_szeged-ud-train_Case=All,0.2554424522554568,1.2334468765583195,1.2334468765583195,0.2554424522554568,0.14413388350454412,0.41489569262407505,0.24967376188180546,1.2334468765583195,0.2554424522554568
3,fi_ood-ud-test_Case=All,0.5188594036020282,1.4885496183206106,1.4885496183206106,0.5188594036020282,0.2871693760745098,0.21360325846874473,0.15842586385233132,1.4885496183206106,0.5188594036020282
4,ess_sli-ud-test_Case=All,40.66939881532551,41.43669871020132,41.43669871020132,40.66939881532551,40.47632119493365,40.24822670735221,40.35688541862518,41.43669871020132,40.66939881532551
5,hit_hittb-ud-test_Case=All,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
6,et_ewt-ud-train_Case=All,0.4135739305083116,1.3930450983353315,1.3930450983353315,0.4135739305083116,0.17596767154995274,0.25060265511199237,0.12583386494512522,1.3930450983353315,0.4135739305083116
7,et_ewt-ud-test_Case=All,0.48805270012001417,1.4619432297123496,1.4619432297123496,0.48805270012001417,0.22169291757306117,0.22337304532690075,0.09878383280859358,1.4619432297123496,0.48805270012001417
8,et_ewt-ud-dev_Case=All,0.41099049492265494,1.3878741802897074,1.3878741802897074,0.41099049492265494,0.17651133184416856,0.25055200198557864,0.13369160377749428,1.3878741802897074,0.41099049492265494
9,ml_ufal-ud-test_Case=All,3.7416573867739413,4.58257569495584,4.58257569495584,3.7416573867739413,3.5343044059849706,3.2536778809658498,3.391420071858723,4.58257569495584,3.7416573867739413
10,egy_ujaen-ud-test_Case=All,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
11,olo_kkpp-ud-test_Case=All,0.385694607919935,1.3016200966614866,1.3016200966614866,0.385694607919935,0.2328290765447983,0.4238213398466111,0.26000525735065716,1.3016200966614866,0.385694607919935
12,olo_kkpp-ud-train_Case=All,0.7071067811865476,1.5811388300841898,1.5811388300841898,0.7071067811865476,0.5697727331999227,0.5555555555555556,0.5439188826149096,1.5811388300841898,0.7071067811865476
13,vep_vwt-ud-test_Case=All,0.2494438257849294,1.2092238098144703,1.2092238098144703,0.2494438257849294,0.14937511563198214,0.4351812450570254,0.2715810147949928,1.2092238098144703,0.2494438257849294
14,fi_tdt-ud-train_Case=All,0.7724230274778555,1.734535185874498,1.734535185874498,0.7724230274778555,0.5249205681440269,0.301515043399925,0.351119128889865,1.734535185874498,0.7724230274778555
15,fi_tdt-ud-test_Case=All,0.7882942006460393,1.7503098632872058,1.7503098632872058,0.7882942006460393,0.5438207168964895,0.32524864877823456,0.37086872729218956,1.7503098632872058,0.7882942006460393
16,fi_tdt-ud-dev_Case=All,0.4151634935508502,1.3901779182917564,1.3901779182917564,0.4151634935508502,0.19213613713606117,0.25587719131180336,0.13449192617250705,1.3901779182917564,0.4151634935508502
17,tpn_tudet-ud-test_Case=All,0.97182531580755,1.9002923751652299,1.9002923751652299,0.97182531580755,0.7744502841566948,0.6186404847588913,0.6824825209394945,1.9002923751652299,0.97182531580755
18,fi_pud-ud-test_Case=All,0.672122791120522,1.6361461644880222,1.6361461644880222,0.672122791120522,0.4382007867081789,0.27056207137197874,0.2931971636168108,1.6361461644880222,0.672122791120522
19,et_edt-ud-dev_Case=All,0.47461381660835733,1.4444051062310876,1.4444051062310876,0.47461381660835733,0.22418923821008951,0.23540134048029798,0.10766812597896093,1.4444051062310876,0.47461381660835733
20,et_edt-ud-train_Case=All,0.5196223649859801,1.487667600355589,1.487667600355589,0.5196223649859801,0.2781653241967347,0.22098555054240143,0.13977220202911453,1.487667600355589,0.5196223649859801
21,et_edt-ud-test_Case=All,0.5933548207347986,1.5561603904098478,1.5561603904098478,0.5933548207347986,0.35280020497636577,0.21215898639011144,0.21417669889287733,1.5561603904098478,0.5933548207347986
22,wbp_ufal-ud-test_Case=All,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
23,arr_tudet-ud-test_Case=All,0.7071067811865476,1.5811388300841898,1.5811388300841898,0.7071067811865476,0.5697727331999227,0.5555555555555556,0.5439188826149096,1.5811388300841898,0.7071067811865476
24,gn_oldtudet-ud-test_Case=All,0.7071067811865476,1.5811388300841898,1.5811388300841898,0.7071067811865476,0.5697727331999227,0.5555555555555556,0.5439188826149096,1.5811388300841898,0.7071067811865476
25,eu_bdt-ud-train_Case=All,0.5592645240894408,1.5255948231765961,1.5255948231765961,0.5592645240894408,0.3472279401539195,0.3034687298835744,0.27571994526386007,1.5255948231765961,0.5592645240894408
26,eu_bdt-ud-test_Case=All,0.6071202857114182,1.5624731402650052,1.5624731402650052,0.6071202857114182,0.40614428536863123,0.34882869875542133,0.3457209945767096,1.5624731402650052,0.6071202857114182
27,eu_bdt-ud-dev_Case=All,0.6889388934884743,1.6540550354272934,1.6540550354272934,0.6889388934884743,0.46327279415388617,0.31319896086127114,0.35618864017321394,1.6540550354272934,0.6889388934884743
28,fi_ftb-ud-dev_Case=All,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
29,fi_ftb-ud-train_Case=All,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
30,fi_ftb-ud-test_Case=All,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
31,eme_tudet-ud-test_Case=All,0.3812200410828154,1.3166487815058465,1.3166487815058465,0.3812200410828154,0.2730290288961717,0.42746796952106936,0.3327561323230812,1.3166487815058465,0.3812200410828154
32,aqz_tudet-ud-test_Case=All,1.681416216713506,2.634059909139933,2.634059909139933,1.681416216713506,1.453313084521959,1.1992796191623833,1.3193389646014935,2.634059909139933,1.681416216713506
33,gu_gujtb-ud-test_Case=All,0.0,1.0,1.0,0.0,0.28037336083580466,0.6034878050666787,0.4556450995538138,1.0,0.0
