,Treebank,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
0,fi_ood-ud-test_Case=Abe,5.734883511361751,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975
1,sms_giellagas-ud-test_Case=Abe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,sms_giellagas-ud-train_Case=Abe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,et_ewt-ud-train_Case=Abe,3.8273392947447844,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249
4,et_ewt-ud-test_Case=Abe,9.797958971132713,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319
5,et_ewt-ud-dev_Case=Abe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,gub_tudet-ud-test_Case=Abe,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
7,olo_kkpp-ud-test_Case=Abe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-train_Case=Abe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,mdf_jr-ud-test_Case=Abe,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
10,fi_tdt-ud-train_Case=Abe,11.136152337719203,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872
11,fi_tdt-ud-test_Case=Abe,8.12403840463596,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
12,fi_tdt-ud-dev_Case=Abe,2.449489742783178,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554
13,myv_jr-ud-test_Case=Abe,0.692820323027551,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901,1.6370705543744901
14,myv_jr-ud-train_Case=Abe,0.7284313590846835,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137,1.6350747346085137
15,kpv_ikdp-ud-test_Case=Abe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,kpv_lattice-ud-test_Case=Abe,1.699673171197595,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702,2.6246692913372702
17,fi_pud-ud-test_Case=Abe,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
18,et_edt-ud-dev_Case=Abe,2.874966451763469,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007,3.7916412290559007
19,et_edt-ud-train_Case=Abe,3.8746047519032274,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619,4.787656304765619
20,et_edt-ud-test_Case=Abe,3.409545424246464,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562,4.286607049870562
21,koi_uh-ud-test_Case=Abe,1.224744871391589,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424,2.1213203435596424
22,sme_giella-ud-train_Case=Abe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,sme_giella-ud-test_Case=Abe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,arr_tudet-ud-test_Case=Abe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
