,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,hu_szeged-ud-dev_Case=Ade,22.60064296651757,1.3375584099395434
1,hu_szeged-ud-test_Case=Ade,22.599287835037803,1.3144621146642357
2,hu_szeged-ud-train_Case=Ade,22.59634926265745,1.2629330940315089
3,fi_ood-ud-test_Case=Ade,22.61650282453943,1.7886065521032837
4,et_ewt-ud-train_Case=Ade,22.620584700856526,1.897422799077966
5,et_ewt-ud-test_Case=Ade,22.624923582761635,1.8771070193697335
6,et_ewt-ud-dev_Case=Ade,22.642230837175706,2.166296264635297
7,olo_kkpp-ud-test_Case=Ade,22.579744802505196,2.0006924009208644
8,vep_vwt-ud-test_Case=Ade,22.565903482909786,1.6593171286204857
9,fi_tdt-ud-train_Case=Ade,22.6329010333526,2.1333499449356674
10,fi_tdt-ud-test_Case=Ade,22.633529782853262,2.160771997383269
11,fi_tdt-ud-dev_Case=Ade,22.637033049985206,2.171466165088107
12,fi_pud-ud-test_Case=Ade,22.655543890372396,2.3950690043825595
13,et_edt-ud-dev_Case=Ade,22.605875247446736,1.7767514466365293
14,et_edt-ud-train_Case=Ade,22.6069617850902,1.8041476170465596
15,et_edt-ud-test_Case=Ade,22.60208233717775,1.6708159613082763
16,krl_kkpp-ud-test_Case=Ade,22.602187653383243,1.6152048534938224
17,fi_ftb-ud-dev_Case=Ade,22.561028345356956,0.0
18,fi_ftb-ud-train_Case=Ade,22.561028345356956,0.0
19,fi_ftb-ud-test_Case=Ade,22.561028345356956,0.0
