,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,fi_ood-ud-test_Case=Par,9.863346715229953,9.868152424494383,9.856483307778369,9.776548473848873,9.74684822400517,9.707375451548076
1,sah_yktdt-ud-test_Case=Par,5.464533573956693,5.469011971984441,5.457625766974654,5.393928559604998,5.372848428595021,5.341637375056768
2,sms_giellagas-ud-test_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
3,et_ewt-ud-train_Case=Par,48.20647473711011,48.21176047550208,48.19959395002685,48.12346338443739,48.09671924321948,48.059590549209844
4,et_ewt-ud-test_Case=Par,43.12889240057061,43.134340598490304,43.12247637772801,43.047408188330174,43.02071487634785,42.98406508341652
5,et_ewt-ud-dev_Case=Par,30.699270644267607,30.704755490932154,30.69285315131034,30.61694035554,30.590133752052026,30.553318183280282
6,olo_kkpp-ud-test_Case=Par,138.74951893959408,138.75389056435222,138.74218741212508,138.6638840903442,138.63511608708708,138.59612376354195
7,olo_kkpp-ud-train_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,vep_vwt-ud-test_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
9,fi_tdt-ud-train_Case=Par,17.703549066155887,17.70870631373379,17.69684430035796,17.616587263585192,17.587373179054747,17.54790850492007
10,fi_tdt-ud-test_Case=Par,17.66327931817331,17.668055265965634,17.65616578205633,17.57669990617797,17.547588314371545,17.508273043956635
11,fi_tdt-ud-dev_Case=Par,16.091864755229494,16.097017545032053,16.08499398617156,16.00406849560922,15.974823196398612,15.935253448776123
12,ru_taiga-ud-train_Case=Par,45.668156532974855,45.67318039088369,45.65979402191228,45.585632537868236,45.55934991923465,45.521828540057435
13,ru_taiga-ud-dev_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
14,ru_taiga-ud-test_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
15,fi_pud-ud-test_Case=Par,20.82509327405499,20.830424107009147,20.818982296657758,20.739134870897214,20.709672405513682,20.67039117898204
16,et_edt-ud-dev_Case=Par,90.61128759629145,90.61655698891008,90.60484499096415,90.5277983904436,90.49976567304763,90.46185157439261
17,et_edt-ud-train_Case=Par,79.30159788458295,79.30680545610652,79.29520393055348,79.21866487172296,79.19075531556891,79.15301798216355
18,et_edt-ud-test_Case=Par,80.82815438806857,80.83334232917714,80.82173078210866,80.74578525239761,80.71813718444389,80.68066740812463
19,ru_syntagrus-ud-train_Case=Par,83.30848699843719,83.31285949781783,83.29962725747677,83.2238712811439,83.19914511541921,83.16214450719626
20,ru_syntagrus-ud-dev_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
21,ru_syntagrus-ud-test_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
22,ru_poetry-ud-dev_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
23,ru_poetry-ud-train_Case=Par,11.397311215303182,11.40228090155335,11.388840108296616,11.309851945114408,11.286703681590707,11.248981124221421
24,krl_kkpp-ud-test_Case=Par,34.24219695031981,34.24646548265822,34.23581259730125,34.15870548178727,34.1289739791087,34.09046391323987
25,eu_bdt-ud-train_Case=Par,28.09170639334661,28.09752123989626,28.085505328690477,28.00760070853945,27.978944409981086,27.940301319412722
26,eu_bdt-ud-test_Case=Par,16.7077483358359,16.71352364917784,16.70126778657873,16.62258900731539,16.59394107134043,16.55507134215678
27,eu_bdt-ud-dev_Case=Par,10.277691932490765,10.283420475549583,10.270898029698989,10.19312683654792,10.164973647528235,10.126312214926722
28,fi_ftb-ud-dev_Case=Par,8.396776957244922,8.401458882114934,8.389110665812371,8.30612193997295,8.278814789930987,8.24015145612145
29,fi_ftb-ud-train_Case=Par,10.305508301466615,10.310072780956604,10.2978644817638,10.214723505386162,10.186914613164442,10.147906365223207
30,fi_ftb-ud-test_Case=Par,10.579535572894974,10.584317788423364,10.572276854382862,10.491085223795121,10.463441114866978,10.42502853797488
31,ru_gsd-ud-dev_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
32,ru_gsd-ud-train_Case=Par,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
