,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,hu_szeged-ud-dev_Case=Abs,22.516844016487077,1.2824305436059895
1,hu_szeged-ud-test_Case=Abs,22.586847510738917,1.0796668344321692
2,hu_szeged-ud-train_Case=Abs,22.58887771558614,1.1213369028548654
3,ess_sli-ud-test_Case=Abs,22.561028345356956,0.0
4,hit_hittb-ud-test_Case=Abs,22.561028345356956,0.0
5,mr_ufal-ud-dev_Case=Abs,22.561028345356956,0.0
6,mr_ufal-ud-test_Case=Abs,22.561028345356956,0.0
7,mr_ufal-ud-train_Case=Abs,89.46507698538016,87.14929718592113
8,wbp_ufal-ud-test_Case=Abs,22.561028345356956,0.0
9,nhi_itml-ud-test_Case=Abs,24.549773074810517,21.703103265616754
10,azz_itml-ud-test_Case=Abs,22.294422393084552,7.607222967012422
11,eu_bdt-ud-train_Case=Abs,39.7418333058248,40.741182744764195
12,eu_bdt-ud-test_Case=Abs,39.62334284729033,40.65127036035156
13,eu_bdt-ud-dev_Case=Abs,32.817518029293815,32.04328476137671
14,gu_gujtb-ud-test_Case=Abs,22.561028345356956,0.0
