,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,hu_szeged-ud-dev_Case=Ine,78.79562170577753,78.02403475852809,79.57229417328622,79.57229417328622,79.57229417328622,71.64321321660552,79.57229417328622,73.84273830242213,79.57229417328622,78.79562170577753
1,hu_szeged-ud-test_Case=Ine,52.684596104237784,51.95190083144216,53.4353191562784,53.4353191562784,53.4353191562784,46.18441295502196,53.4353191562784,48.19751030914357,53.4353191562784,52.684596104237784
2,hu_szeged-ud-train_Case=Ine,31.908369502707743,31.17416005039503,32.67200382276872,32.67200382276872,32.67200382276872,26.05736267515359,32.67200382276872,27.89145958901291,32.67200382276872,31.908369502707743
3,fi_ood-ud-test_Case=Ine,509.7234544338724,508.83199584931765,510.61629429543274,510.61629429543274,510.61629429543274,500.6495780483591,510.61629429543274,503.53351427685527,510.61629429543274,509.7234544338724
4,et_ewt-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,et_ewt-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,et_ewt-ud-dev_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
7,si_stb-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,olo_kkpp-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,olo_kkpp-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
10,mdf_jr-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
11,mdf_jr-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
12,vep_vwt-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
13,fi_tdt-ud-train_Case=Ine,167.6189328422888,166.73979939187217,168.5023815651686,168.5023815651686,168.5023815651686,158.65958339774022,168.5023815651686,161.62334808803993,168.5023815651686,167.6189328422888
14,fi_tdt-ud-test_Case=Ine,73.31057222529367,72.4364549104938,74.19460896857669,74.19460896857669,74.19460896857669,64.62538201047634,74.19460896857669,67.57691913664014,74.19460896857669,73.31057222529367
15,fi_tdt-ud-dev_Case=Ine,111.95187458109946,111.07304903630863,112.83714912307127,112.83714912307127,112.83714912307127,103.0722508189711,112.83714912307127,106.04349212574161,112.83714912307127,111.95187458109946
16,myv_jr-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
17,myv_jr-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
