,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,sl_ssj-ud-test_Case=Ins,1.508334248629689,1.6518348211114124,1.5201830317698553
1,sl_ssj-ud-dev_Case=Ins,1.58036269683516,1.7264134020195625,1.592480616964128
2,sl_ssj-ud-train_Case=Ins,1.5427111804365166,1.6859014883710373,1.5547898062868069
3,xcl_caval-ud-train_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
4,xcl_caval-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
5,xcl_caval-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
6,hu_szeged-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
7,hu_szeged-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
8,hu_szeged-ud-train_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
9,xav_xdt-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
10,tr_pud-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
11,fi_ood-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
12,pl_pdb-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
13,pl_pdb-ud-train_Case=Ins,3334.693643729641,3334.854030185805,3334.706846851269
14,pl_pdb-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
15,sah_yktdt-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
16,uk_iu-ud-dev_Case=Ins,3.249979840217246,3.402430159533552,3.262962728047302
17,uk_iu-ud-train_Case=Ins,3.5463726055016758,3.6977524946494538,3.5589461904629256
18,uk_iu-ud-test_Case=Ins,3.615595325120961,3.7669332096834665,3.628631544086065
19,sa_vedic-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
20,sa_vedic-ud-train_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
21,sa_vedic-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
22,hr_set-ud-dev_Case=Ins,3.020150657671704,3.1725079937536194,3.032553834692906
23,hr_set-ud-train_Case=Ins,2.7963604180020383,2.9466791158171874,2.808716867961115
24,hr_set-ud-test_Case=Ins,2.683841141979947,2.8370268995090604,2.696213126634807
25,orv_rnc-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
26,orv_rnc-ud-train_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
27,orv_rnc-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
28,tr_atis-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
29,tr_atis-ud-train_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
30,tr_atis-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
31,hi_pud-ud-test_Case=Ins,0.2939723678960656,0.10649955403405117,0.28019779169211134
32,tr_kenet-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
33,tr_kenet-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
34,tr_kenet-ud-train_Case=Ins,1989.4093422079322,1989.5417897298073,1989.4201753441525
35,sk_snk-ud-dev_Case=Ins,4.101282207135596,4.255080861182292,4.113922572035341
36,sk_snk-ud-test_Case=Ins,4.543354644480233,4.699230293723094,4.556132733079532
37,sk_snk-ud-train_Case=Ins,2.5112199188478663,2.658761543730764,2.5236174062304455
38,lt_hse-ud-train_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
39,lt_hse-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
40,lt_hse-ud-dev_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
41,hit_hittb-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
42,sa_ufal-ud-test_Case=Ins,1.259531560972737,1.08869426309121,1.2452843148017878
