,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,hu_szeged-ud-dev_Case=Ill,0.23231223194906442,0.16410255950383776,0.15175967715834837,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,0.3333053013345111,0.2673871760249475,0.2469079947570723,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,0.10316724574517976,0.05555555555555556,0.06682840392947001,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,0.8443912544740264,0.7604979525300967,0.7323530672625844,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,5.116406168359629,5.034832374273948,5.006946688690027,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
6,et_ewt-ud-train_Case=Ill,5.620050742292963,5.536805376155377,5.5093202075403545,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,4.392728003788751,4.305672256482943,4.276645311502004,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,10.75873339348414,10.671548362090876,10.64281190136683,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,si_stb-ud-test_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,lt_alksnis-ud-test_Case=Ill,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
12,lt_alksnis-ud-dev_Case=Ill,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
13,lt_alksnis-ud-train_Case=Ill,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
14,olo_kkpp-ud-test_Case=Ill,0.8169401705179159,0.7366466549512448,0.7115089460075789,1.842143079204315
15,olo_kkpp-ud-train_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
16,mdf_jr-ud-test_Case=Ill,7.748698574930178,7.672464092253126,7.645915700671084,8.705242673240075
17,mdf_jr-ud-train_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
18,vep_vwt-ud-test_Case=Ill,0.6277345136422939,0.5506029242992754,0.5284723026262451,1.635542723379613
19,fi_tdt-ud-train_Case=Ill,0.926066435447945,0.8413333003989114,0.8132427912005558,1.960920608682236
20,fi_tdt-ud-test_Case=Ill,0.9306364712349924,0.8453264751085633,0.8172416591440015,1.9640267731056948
21,fi_tdt-ud-dev_Case=Ill,0.869887812328051,0.7841229129495415,0.7555216910020861,1.9045597042899167
22,myv_jr-ud-test_Case=Ill,0.6752456612159629,0.5983781565145089,0.5746828558725682,1.7104654390763518
23,myv_jr-ud-train_Case=Ill,0.4722141189730121,0.4008822628762729,0.38107911063988137,1.5026261478525773
24,kpv_ikdp-ud-test_Case=Ill,1.3042544249972754,1.2260168367321131,1.2003225411168705,2.3108440016582685
25,kpv_lattice-ud-test_Case=Ill,8.483831816503727,8.40577545337354,8.379282424159259,9.44519638196462
26,kpv_lattice-ud-train_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
27,fi_pud-ud-test_Case=Ill,0.9499965487370087,0.8661995729627078,0.8384515496965022,1.983108213213122
28,et_edt-ud-dev_Case=Ill,3.4335120894127926,3.3523914272774054,3.325754461550288,4.410228268319544
29,et_edt-ud-train_Case=Ill,3.3678904787081008,3.2861521654617376,3.259199468698134,4.347833450101511
30,et_edt-ud-test_Case=Ill,4.39313631189439,4.310115164422315,4.282956828376892,5.3714540403661655
31,koi_uh-ud-train_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
32,koi_uh-ud-test_Case=Ill,30.300072820679134,30.221928613769876,30.19539323892282,31.25699921617557
33,sme_giella-ud-train_Case=Ill,0.12464162088601581,0.1125798965868507,0.13000146009508823,1.152010514482039
34,sme_giella-ud-test_Case=Ill,0.17149878934895776,0.09642091912340371,0.09865810669630103,1.2072765064707807
35,krl_kkpp-ud-test_Case=Ill,0.31715260989700195,0.22863996712714346,0.19968855063115654,1.3562839573037448
36,fi_ftb-ud-dev_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
37,fi_ftb-ud-train_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
38,fi_ftb-ud-test_Case=Ill,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
