,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,hu_szeged-ud-dev_Case=Tra,10.605128476355201,8.552623126240041
1,hu_szeged-ud-test_Case=Tra,10.912531023247235,8.852042758668558
2,hu_szeged-ud-train_Case=Tra,10.954332476239708,8.893417433886963
3,fi_ood-ud-test_Case=Tra,9.054293559788373,7.043397495800196
4,et_ewt-ud-train_Case=Tra,8.719489078834744,6.757741472568734
5,et_ewt-ud-test_Case=Tra,8.663051967277761,6.68122057873593
6,et_ewt-ud-dev_Case=Tra,8.200133383061521,6.367844963135682
7,gub_tudet-ud-test_Case=Tra,11.973930014828047,9.907268912419791
8,olo_kkpp-ud-test_Case=Tra,10.307887805967242,8.257157015793654
9,mdf_jr-ud-test_Case=Tra,8.762491084160942,6.770077542446382
10,vep_vwt-ud-test_Case=Tra,9.506576670915772,7.531003990081273
11,fi_tdt-ud-train_Case=Tra,8.327140077480268,6.303304822105275
12,fi_tdt-ud-test_Case=Tra,7.235421989141114,5.270721504951294
13,fi_tdt-ud-dev_Case=Tra,7.97961151936609,5.950259327300257
14,myv_jr-ud-test_Case=Tra,7.743499006231236,5.937649744440392
15,myv_jr-ud-train_Case=Tra,6.46645188646757,6.421323334126211
16,kpv_ikdp-ud-test_Case=Tra,11.973930014828047,9.907268912419791
17,kpv_lattice-ud-test_Case=Tra,11.973930014828047,9.907268912419791
18,tpn_tudet-ud-test_Case=Tra,10.646347418648904,8.581854088949918
19,fi_pud-ud-test_Case=Tra,6.000946894979461,4.958155614469248
20,et_edt-ud-dev_Case=Tra,8.210673863286509,6.279519426248958
21,et_edt-ud-train_Case=Tra,8.410651261714357,6.440052863273777
22,et_edt-ud-test_Case=Tra,8.958717752673381,6.950423768413941
23,krl_kkpp-ud-test_Case=Tra,10.764811788392128,8.70588008381851
24,fi_ftb-ud-dev_Case=Tra,11.973930014828047,9.907268912419791
25,fi_ftb-ud-train_Case=Tra,11.973930014828047,9.907268912419791
26,fi_ftb-ud-test_Case=Tra,11.973930014828047,9.907268912419791
27,eme_tudet-ud-test_Case=Tra,9.873955640977934,7.860431671487496
28,aqz_tudet-ud-test_Case=Tra,11.973930014828047,9.907268912419791
