,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,sl_ssj-ud-test_Case=Ins,1.733830940589786,1.3821996782817436,2.6649321774579495,2.6649321774579495,2.6649321774579495,10.646177622048748,2.6649321774579495,8.907093424412722,2.6649321774579495,1.733830940589786
1,sl_ssj-ud-dev_Case=Ins,1.8081243416769226,1.4225679596690224,2.7413368399473135,2.7413368399473135,2.7413368399473135,10.56213933439505,2.7413368399473135,8.862844655602995,2.7413368399473135,1.8081243416769226
2,sl_ssj-ud-train_Case=Ins,1.7676100088753417,1.4035523170289406,2.697949439910849,2.697949439910849,2.697949439910849,10.62006422845738,2.697949439910849,8.890615439079761,2.697949439910849,1.7676100088753417
3,xcl_caval-ud-train_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
4,xcl_caval-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,xcl_caval-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,hu_szeged-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
7,hu_szeged-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,hu_szeged-ud-train_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,xav_xdt-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
10,tr_pud-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
11,fi_ood-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
12,pl_pdb-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
13,pl_pdb-ud-train_Case=Ins,3334.9403792771677,3333.989802023996,3335.8910353906954,3335.8910353906954,3335.8910353906954,3324.90731700399,3335.8910353906954,3328.293957370153,3335.8910353906954,3334.9403792771677
14,pl_pdb-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
15,sah_yktdt-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
16,uk_iu-ud-dev_Case=Ins,3.4875727692199114,2.7842781679449082,4.424265218622617,4.424265218622617,4.424265218622617,9.380766507005726,4.424265218622617,8.08000318637543,4.424265218622617,3.4875727692199114
17,uk_iu-ud-train_Case=Ins,3.78252776678633,3.0634032355262435,4.714933003721951,4.714933003721951,4.714933003721951,9.177620446334585,4.714933003721951,7.990367816625911,4.714933003721951,3.78252776678633
18,uk_iu-ud-test_Case=Ins,3.8511088900844883,3.1323509074750264,4.78021517915417,4.78021517915417,4.78021517915417,9.169174342866958,4.78021517915417,7.980922086650809,4.78021517915417,3.8511088900844883
19,sa_vedic-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
20,sa_vedic-ud-train_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
21,sa_vedic-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
22,hr_set-ud-dev_Case=Ins,3.2569425926894975,2.575459475078416,4.193132313244931,4.193132313244931,4.193132313244931,9.508161936279029,4.193132313244931,8.172202288364403,4.193132313244931,3.2569425926894975
23,hr_set-ud-train_Case=Ins,3.0301671414331426,2.3715503321015405,3.9671141971867048,3.9671141971867048,3.9671141971867048,9.650459055528408,3.9671141971867048,8.26373631389135,3.9671141971867048,3.0301671414331426
24,hr_set-ud-test_Case=Ins,2.921489695483509,2.272371771825146,3.8596640789997627,3.8596640789997627,3.8596640789997627,9.737598077890185,3.8596640789997627,8.306730325915426,3.8596640789997627,2.921489695483509
25,orv_rnc-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
26,orv_rnc-ud-train_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
27,orv_rnc-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
28,tr_atis-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
29,tr_atis-ud-train_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
30,tr_atis-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
31,hi_pud-ud-test_Case=Ins,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
32,tr_kenet-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
33,tr_kenet-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
34,tr_kenet-ud-train_Case=Ins,1989.612022480765,1988.819750505309,1990.392172412261,1990.392172412261,1990.392172412261,1981.7658792097516,1990.392172412261,1984.1688436219333,1990.392172412261,1989.612022480765
35,sk_snk-ud-dev_Case=Ins,4.34022059265418,3.5765012158177103,5.280498900582525,5.280498900582525,5.280498900582525,8.666858592928724,5.280498900582525,7.779102639110921,5.280498900582525,4.34022059265418
36,sk_snk-ud-test_Case=Ins,4.786804237660924,3.9965382944618892,5.731899447851193,5.731899447851193,5.731899447851193,8.417521682792199,5.731899447851193,7.637097584525873,5.731899447851193,4.786804237660924
37,sk_snk-ud-train_Case=Ins,2.742283972220514,2.111038848685916,3.685614975541244,3.685614975541244,3.685614975541244,9.848725506966385,3.685614975541244,8.371061273150673,3.685614975541244,2.742283972220514
38,lt_hse-ud-train_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
39,lt_hse-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
40,lt_hse-ud-dev_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
41,hit_hittb-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
42,sa_ufal-ud-test_Case=Ins,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
