,Treebank,egy_ujaen-ud-test_Case=Sub
0,hu_szeged-ud-dev_Case=Ess,2.648449681282564
1,hu_szeged-ud-test_Case=Ess,2.129225211197726
2,hu_szeged-ud-train_Case=Ess,1.8181930204892074
3,fi_ood-ud-test_Case=Ess,0.894427190999916
4,sms_giellagas-ud-test_Case=Ess,0.894427190999916
5,et_ewt-ud-train_Case=Ess,0.894427190999916
6,et_ewt-ud-test_Case=Ess,0.894427190999916
7,et_ewt-ud-dev_Case=Ess,0.894427190999916
8,egy_ujaen-ud-test_Case=Ess,0.894427190999916
9,olo_kkpp-ud-test_Case=Ess,0.894427190999916
10,olo_kkpp-ud-train_Case=Ess,0.894427190999916
11,vep_vwt-ud-test_Case=Ess,0.894427190999916
12,fi_tdt-ud-train_Case=Ess,0.894427190999916
13,fi_tdt-ud-test_Case=Ess,0.894427190999916
14,fi_tdt-ud-dev_Case=Ess,0.894427190999916
15,fi_pud-ud-test_Case=Ess,0.894427190999916
16,et_edt-ud-dev_Case=Ess,0.894427190999916
17,et_edt-ud-train_Case=Ess,0.894427190999916
18,et_edt-ud-test_Case=Ess,0.894427190999916
19,sme_giella-ud-train_Case=Ess,0.894427190999916
20,sme_giella-ud-test_Case=Ess,0.894427190999916
21,ka_glc-ud-test_Case=Ess,0.894427190999916
22,krl_kkpp-ud-test_Case=Ess,0.894427190999916
23,eu_bdt-ud-train_Case=Ess,0.894427190999916
24,eu_bdt-ud-test_Case=Ess,0.894427190999916
25,eu_bdt-ud-dev_Case=Ess,0.894427190999916
26,fi_ftb-ud-dev_Case=Ess,0.894427190999916
27,fi_ftb-ud-train_Case=Ess,0.894427190999916
28,fi_ftb-ud-test_Case=Ess,0.894427190999916
29,ab_abnc-ud-test_Case=Ess,0.894427190999916
