,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,egy_ujaen-ud-test_Case=Lat,11.062323444918793,9.000443983578798
1,mdf_jr-ud-test_Case=Lat,26.093581586282863,27.413379823753836
2,myv_jr-ud-test_Case=Lat,7.017908025747505,6.085392433596273
3,myv_jr-ud-train_Case=Lat,7.316558261463407,6.942109667471907
4,sjo_xdt-ud-test_Case=Lat,10.894737835303793,8.834179105040485
5,eu_bdt-ud-train_Case=Lat,11.973930014828047,9.907268912419791
6,eu_bdt-ud-test_Case=Lat,11.973930014828047,9.907268912419791
7,eu_bdt-ud-dev_Case=Lat,11.973930014828047,9.907268912419791
8,fi_ftb-ud-dev_Case=Lat,11.973930014828047,9.907268912419791
9,fi_ftb-ud-train_Case=Lat,11.973930014828047,9.907268912419791
10,fi_ftb-ud-test_Case=Lat,11.973930014828047,9.907268912419791
11,ab_abnc-ud-test_Case=Lat,11.973930014828047,9.907268912419791
