,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
0,egy_ujaen-ud-test_Case=Lat,3.7416573867739413,1.0,1.0
1,mdf_jr-ud-test_Case=Lat,31.36080356113344,34.677081768799404,34.677081768799404
2,myv_jr-ud-test_Case=Lat,6.8598725381503565,9.717071966559976,9.717071966559976
3,myv_jr-ud-train_Case=Lat,8.752803565026117,11.769480071652476,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,3.5979594911560637,1.202211503854459,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,4.58257569495584,0.0,0.0
6,eu_bdt-ud-test_Case=Lat,4.58257569495584,0.0,0.0
7,eu_bdt-ud-dev_Case=Lat,4.58257569495584,0.0,0.0
8,fi_ftb-ud-dev_Case=Lat,4.58257569495584,0.0,0.0
9,fi_ftb-ud-train_Case=Lat,4.58257569495584,0.0,0.0
10,fi_ftb-ud-test_Case=Lat,4.58257569495584,0.0,0.0
11,ab_abnc-ud-test_Case=Lat,4.58257569495584,0.0,0.0
