,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,xcl_caval-ud-train_Case=Abl,0.6240332777333032,0.5330317598703784,0.5712518260498329,1.9351894565771866,0.8926158444043724,0.981033658215459
1,xcl_caval-ud-dev_Case=Abl,0.34772648318606364,0.459138242205113,0.46794748502202804,1.5405111778306224,1.039722812210252,0.5715444524392794
2,xcl_caval-ud-test_Case=Abl,0.5115279294019619,0.47265167365570654,0.5029063667146965,1.7956245877591162,0.92934963124121,0.8383913995250516
3,hu_szeged-ud-dev_Case=Abl,0.4289845892077917,0.6594663246393506,0.6435716302698881,1.2204848763230673,1.270662556831409,0.27003086243366076
4,hu_szeged-ud-test_Case=Abl,0.4230231396458702,0.6667043291703116,0.65134994997914,1.1853095282186634,1.2842417449624242,0.20327890704543547
5,hu_szeged-ud-train_Case=Abl,0.3760849761650313,0.5847740953824695,0.5752303621896028,1.3230899037571242,1.19172553491435,0.36265586218399565
6,tr_pud-ud-test_Case=Abl,0.32123328814271873,0.4015053404583996,0.42436366574087875,1.5705228683121009,0.9983907127849001,0.5927349379101761
7,fi_ood-ud-test_Case=Abl,0.5901521057164704,0.4763453750991145,0.5251472430685361,1.9451830310337004,0.8449166130719543,0.9799018381739814
8,sah_yktdt-ud-test_Case=Abl,0.40581096545379314,0.5573507701191243,0.5642856672430936,1.4638501094227998,1.1299494299683124,0.5345224838248488
9,sa_vedic-ud-test_Case=Abl,3.4302595893647028,3.1985542112954843,3.240548752690729,4.835176356148253,2.8397854170213677,3.88590296719629
10,sa_vedic-ud-train_Case=Abl,4.7692688859794705,4.541646549183682,4.581907237773127,6.156303355579317,4.1568610853431505,5.221412445784578
11,sa_vedic-ud-dev_Case=Abl,7.4848101458961676,7.2558788227765545,7.292185366011638,8.84095777816305,6.858805745422707,7.928398585605507
12,la_circse-ud-test_Case=Abl,1.65647050677144,1.4482527278267268,1.4908273311314009,3.0524509968820435,1.2424143640519227,2.095276678888364
13,tr_atis-ud-dev_Case=Abl,18.61599101653677,18.413861965921217,18.444042605371852,19.847563609924517,18.026564599224113,19.021061517433772
14,tr_atis-ud-train_Case=Abl,16.797640357048962,16.598510413698236,16.6286108358313,18.015411712519857,16.21882398570531,17.197306965449716
15,tr_atis-ud-test_Case=Abl,23.511743519639996,23.309306826291987,23.340143588308496,24.740949523681046,22.918106015404792,23.917174791350252
16,hi_pud-ud-test_Case=Abl,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
17,la_perseus-ud-test_Case=Abl,0.8175678597486185,0.6817548289630257,0.7206410295820631,2.1645814420642675,0.8629156074870902,1.209019689170821
18,la_perseus-ud-train_Case=Abl,1.0007272899809059,0.8214085409069957,0.8663600065870269,2.37784999625236,0.8710401617731216,1.4163998524064745
19,tr_kenet-ud-dev_Case=Abl,0.39033119365491786,0.42618052087888786,0.45518812146536436,1.6370949844766072,0.9865846233180877,0.6703064653046633
20,tr_kenet-ud-test_Case=Abl,0.6583004596909388,0.553265352959009,0.5974777470275153,1.9732560939189738,0.8875914372935256,1.0203470160886428
21,tr_kenet-ud-train_Case=Abl,0.41061992812549725,0.43789249833318894,0.46282004860876297,1.661973692717177,0.9775077752658093,0.6985630677993511
22,ess_sli-ud-test_Case=Abl,116.37147178086408,116.1918873566481,116.21974055956936,117.45211790342479,115.83636087170557,116.73045875006231
23,ky_tuecl-ud-test_Case=Abl,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
24,hit_hittb-ud-test_Case=Abl,0.5043368785325884,0.7590370242234643,0.7373277002152401,1.0796668344321692,1.3718697559239852,0.1087856586440842
25,sa_ufal-ud-test_Case=Abl,1.22601709361338,1.0551592151840188,1.0945064267540643,2.543499116394979,1.0503886549894816,1.616244071283537
26,et_ewt-ud-train_Case=Abl,0.36413265795942096,0.5878889571389533,0.5769322414886567,1.2835136958394355,1.2082662816645209,0.30307070437746336
27,et_ewt-ud-test_Case=Abl,0.3767355193567978,0.5901919630547656,0.578318172335393,1.3211972336398206,1.1930828745573923,0.36080121229411
28,et_ewt-ud-dev_Case=Abl,0.42360883423796114,0.6599400225273001,0.6357867298622131,1.2083045973594573,1.2737739202856997,0.24494897427831777
29,gub_tudet-ud-test_Case=Abl,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
30,ml_ufal-ud-test_Case=Abl,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
31,egy_ujaen-ud-test_Case=Abl,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
32,sq_tsa-ud-test_Case=Abl,1.3693063937629153,1.2524281970990947,1.279615071037612,2.560381915956203,1.2720281268728124,1.699673171197595
33,mr_ufal-ud-train_Case=Abl,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
34,si_stb-ud-test_Case=Abl,0.5651941652604391,0.5885186204927305,0.6011897096126608,1.7320508075688774,1.0307764064044151,0.816496580927726
35,olo_kkpp-ud-test_Case=Abl,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
36,olo_kkpp-ud-train_Case=Abl,0.5651941652604391,0.8244316223920575,0.8006241061929585,1.0,1.4361406616345072,0.0
37,hy_bsut-ud-train_Case=Abl,0.4090598836737299,0.45507617008855306,0.4737689593610013,1.6337841938927158,1.001512550075311,0.6756366144362388
38,hy_bsut-ud-test_Case=Abl,0.3588042760288582,0.44901272813978227,0.46255549785430056,1.555949842652198,1.0349438529837167,0.590605591233093
39,hy_bsut-ud-dev_Case=Abl,0.39423225335913314,0.4712055540459844,0.4844483662915607,1.5685931368795876,1.0429239240801242,0.6149239691939756
40,mdf_jr-ud-test_Case=Abl,3.552496783823956,3.304963562120285,3.350385036214904,5.008277172510163,2.84725810179282,4.0674781742776265
41,mdf_jr-ud-train_Case=Abl,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
42,vep_vwt-ud-test_Case=Abl,0.565194165260439,0.6555055301063447,0.6567507442420107,1.5811388300841898,1.14564392373896,0.7071067811865476
43,la_llct-ud-dev_Case=Abl,2.7483914199300363,2.51511439826592,2.562103268753216,4.155343916539191,2.188007327124936,3.2012830687745946
44,la_llct-ud-test_Case=Abl,2.8662396902730634,2.632650096768768,2.678588246045445,4.275279936582964,2.296092672036769,3.320446069683141
45,la_llct-ud-train_Case=Abl,2.5066451842237933,2.276102573718649,2.322875511602732,3.915000890586476,1.9624519833949146,2.95881040312914
46,fi_tdt-ud-train_Case=Abl,0.5760305534950896,0.5017384933884947,0.5363313222388176,1.8930626924303462,0.8890169386446087,0.9338179035135449
47,fi_tdt-ud-test_Case=Abl,0.42292840341043453,0.4551310545898848,0.47289466664608976,1.6816667996186203,0.969372762567829,0.7186986956322287
48,fi_tdt-ud-dev_Case=Abl,0.9590939010916036,0.8303488222829406,0.8650651241927931,2.26439837484485,0.95,1.333229162597338
49,myv_jr-ud-test_Case=Abl,0.3475712941859198,0.37509072882995265,0.3920446005035183,1.6672809540006404,0.9359666899745019,0.6902571934115808
50,myv_jr-ud-train_Case=Abl,0.7465128222742429,0.644505777506035,0.6777994855373709,2.0580816789521883,0.8898257924045595,1.1230944852859372
51,tr_framenet-ud-test_Case=Abl,0.40328614000066226,0.6383558184019112,0.6224307448552617,1.2391541302759241,1.248816007311863,0.2719641466102106
52,tr_framenet-ud-train_Case=Abl,0.9992157974685658,0.8449487696665605,0.8933304063893602,2.31313394395121,0.9521080271118707,1.3795724778374816
53,tr_framenet-ud-dev_Case=Abl,1.4039626459101793,1.2525390878797622,1.2917975440838803,2.6758176320519302,1.2134661099511597,1.7776388834631178
54,ky_ktmu-ud-train_Case=Abl,0.7742379766224623,0.6718289712915533,0.6898098789483179,2.06881608655772,0.9178779875342911,1.131370849898476
55,ky_ktmu-ud-test_Case=Abl,1.0154784548193638,0.8841638254344372,0.9166774998498654,2.307747305488443,0.9847996136526432,1.3847506492806019
56,la_proiel-ud-test_Case=Abl,1.209723863192331,0.9935417319520071,1.0485873744334275,2.615626502506727,0.9283839386038942,1.646717170376281
57,la_proiel-ud-dev_Case=Abl,1.1895972180872245,0.9749063889455181,1.0311687347274932,2.59310032953965,0.921503835617976,1.6250649173880125
58,la_proiel-ud-train_Case=Abl,1.1309282682217348,0.9165288890666217,0.9742859841852483,2.539096521469755,0.8854357832296567,1.5677670543941407
59,kpv_ikdp-ud-test_Case=Abl,4.280122012798753,4.05335509177274,4.095122857434412,5.5677643628300215,3.75,4.69041575982343
60,kpv_lattice-ud-test_Case=Abl,1.658777625203735,1.50945451474987,1.5408351610949746,2.9038076323048845,1.4123026465429067,2.0245407953653998
61,tt_nmctt-ud-test_Case=Abl,0.39322321885426154,0.5456759956638805,0.5450338219881002,1.457619202539603,1.1134564735810542,0.5315528914927409
62,tr_gb-ud-test_Case=Abl,1.1062649710474866,0.9072394003666008,0.9500807967453753,2.4870435246815115,0.9106485834269146,1.5273088474063334
