,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,fi_ood-ud-test_Case=Par,21.57108096356017,10.881208844195129
1,sah_yktdt-ud-test_Case=Par,20.007998400639682,6.334035048845246
2,sms_giellagas-ud-test_Case=Par,22.561028345356956,0.0
3,et_ewt-ud-train_Case=Par,44.21905309245292,49.174596926907114
4,et_ewt-ud-test_Case=Par,39.29024041272528,44.08588319352249
5,et_ewt-ud-dev_Case=Par,29.660917045836598,31.663385794952504
6,olo_kkpp-ud-test_Case=Par,132.53678734600442,139.7390425042336
7,olo_kkpp-ud-train_Case=Par,22.561028345356956,0.0
8,vep_vwt-ud-test_Case=Par,22.561028345356956,0.0
9,fi_tdt-ud-train_Case=Par,23.563395230495168,18.711198078741774
10,fi_tdt-ud-test_Case=Par,23.55418009611033,18.668674296799974
11,fi_tdt-ud-dev_Case=Par,23.219769208819553,17.107076434426677
12,ru_taiga-ud-train_Case=Par,46.389654018972806,46.65833258915282
13,ru_taiga-ud-dev_Case=Par,22.561028345356956,0.0
14,ru_taiga-ud-test_Case=Par,22.561028345356956,0.0
15,fi_pud-ud-test_Case=Par,24.866030009520177,21.823579013918195
16,et_edt-ud-dev_Case=Par,84.4307828545111,91.58649739557852
17,et_edt-ud-train_Case=Par,73.26636497154158,80.27025559877289
18,et_edt-ud-test_Case=Par,74.64187915618778,81.79242650183359
19,ru_syntagrus-ud-train_Case=Par,85.30826454687728,84.27039812413372
20,ru_syntagrus-ud-dev_Case=Par,22.561028345356956,0.0
21,ru_syntagrus-ud-test_Case=Par,22.561028345356956,0.0
22,ru_poetry-ud-dev_Case=Par,22.561028345356956,0.0
23,ru_poetry-ud-train_Case=Par,24.657656011875904,12.36931687685298
24,krl_kkpp-ud-test_Case=Par,33.47820370714041,35.21696420620656
25,eu_bdt-ud-train_Case=Par,28.53698258400842,29.085810543974876
26,eu_bdt-ud-test_Case=Par,22.824548188299367,17.713271860387625
27,eu_bdt-ud-dev_Case=Par,21.09824861628463,11.285692885477854
28,fi_ftb-ud-dev_Case=Par,20.891225133078905,9.401034930993175
29,fi_ftb-ud-train_Case=Par,21.03241623839987,11.310617670681031
30,fi_ftb-ud-test_Case=Par,20.904313740835775,11.574769776600762
31,ru_gsd-ud-dev_Case=Par,22.561028345356956,0.0
32,ru_gsd-ud-train_Case=Par,22.561028345356956,0.0
