,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,xcl_caval-ud-train_Case=Abl,0.981033658215459,1.0862301064948006,1.9351894565771866,1.9351894565771866,1.9351894565771866,11.210505765409069,1.9351894565771866,9.299715515997267,1.9351894565771866,0.981033658215459
1,xcl_caval-ud-dev_Case=Abl,0.5715444524392794,1.1314377725739666,1.5405111778306224,1.5405111778306224,1.5405111778306224,11.531601183348814,1.5405111778306224,9.53944870869199,1.5405111778306224,0.5715444524392794
2,xcl_caval-ud-test_Case=Abl,0.8383913995250516,1.0869832645584077,1.7956245877591162,1.7956245877591162,1.7956245877591162,11.317575514367595,1.7956245877591162,9.383673453889202,1.7956245877591162,0.8383913995250516
3,hu_szeged-ud-dev_Case=Abl,0.27003086243366076,1.286953767623375,1.2204848763230673,1.2204848763230673,1.2204848763230673,11.828197242183611,1.2204848763230673,9.754806507563336,1.2204848763230673,0.27003086243366076
4,hu_szeged-ud-test_Case=Abl,0.20327890704543547,1.2952551680704552,1.1853095282186634,1.1853095282186634,1.1853095282186634,11.84925983670229,1.1853095282186634,9.77219871720766,1.1853095282186634,0.20327890704543547
5,hu_szeged-ud-train_Case=Abl,0.36265586218399565,1.2298258638233293,1.3230899037571242,1.3230899037571242,1.3230899037571242,11.744830483404186,1.3230899037571242,9.684946357158777,1.3230899037571242,0.36265586218399565
6,tr_pud-ud-test_Case=Abl,0.5927349379101761,1.1034918004335097,1.5705228683121009,1.5705228683121009,1.5705228683121009,11.530012855923944,1.5705228683121009,9.498542122270916,1.5705228683121009,0.5927349379101761
7,fi_ood-ud-test_Case=Abl,0.9799018381739814,1.066151115317168,1.9451830310337004,1.9451830310337004,1.9451830310337004,11.225819842749505,1.9451830310337004,9.261951037671354,1.9451830310337004,0.9799018381739814
8,sah_yktdt-ud-test_Case=Abl,0.5345224838248488,1.1952286093343936,1.4638501094227998,1.4638501094227998,1.4638501094227998,11.64964745021435,1.4638501094227998,9.606545387688245,1.4638501094227998,0.5345224838248488
9,sa_vedic-ud-test_Case=Abl,3.88590296719629,3.12870044277634,4.835176356148253,4.835176356148253,4.835176356148253,9.262222544326436,4.835176356148253,7.883490483176459,4.835176356148253,3.88590296719629
10,sa_vedic-ud-train_Case=Abl,5.221412445784578,4.42945493327533,6.156303355579317,6.156303355579317,6.156303355579317,8.606352408259141,6.156303355579317,7.602939325716899,6.156303355579317,5.221412445784578
11,sa_vedic-ud-dev_Case=Abl,7.928398585605507,7.110307576272711,8.84095777816305,8.84095777816305,8.84095777816305,7.936039078371749,8.84095777816305,7.7934775300259425,8.84095777816305,7.928398585605507
12,la_circse-ud-test_Case=Abl,2.095276678888364,1.539676570424137,3.0524509968820435,3.0524509968820435,3.0524509968820435,10.321745787866758,3.0524509968820435,8.654436739048034,3.0524509968820435,2.095276678888364
13,tr_atis-ud-dev_Case=Abl,19.021061517433772,18.237688484289887,19.847563609924517,19.847563609924517,19.847563609924517,12.356204160258926,19.847563609924517,15.553963522202308,19.847563609924517,19.021061517433772
14,tr_atis-ud-train_Case=Abl,17.197306965449716,16.42890456863889,18.015411712519857,18.015411712519857,18.015411712519857,11.05898788396802,18.015411712519857,14.110050343994494,18.015411712519857,17.197306965449716
15,tr_atis-ud-test_Case=Abl,23.917174791350252,23.127139540663766,24.740949523681046,24.740949523681046,24.740949523681046,16.498421641680352,24.740949523681046,19.910999891182428,24.740949523681046,23.917174791350252
16,hi_pud-ud-test_Case=Abl,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
17,la_perseus-ud-test_Case=Abl,1.209019689170821,1.090778980472811,2.1645814420642675,2.1645814420642675,2.1645814420642675,11.008623836985317,2.1645814420642675,9.159472645033583,2.1645814420642675,1.209019689170821
18,la_perseus-ud-train_Case=Abl,1.4163998524064745,1.1469985101367075,2.37784999625236,2.37784999625236,2.37784999625236,10.849434290152484,2.37784999625236,9.026090743086687,2.37784999625236,1.4163998524064745
19,tr_kenet-ud-dev_Case=Abl,0.6703064653046633,1.1038756844228435,1.6370949844766072,1.6370949844766072,1.6370949844766072,11.465664241831657,1.6370949844766072,9.478076078089087,1.6370949844766072,0.6703064653046633
20,tr_kenet-ud-test_Case=Abl,1.0203470160886428,1.0901726717789384,1.9732560939189738,1.9732560939189738,1.9732560939189738,11.200989271703637,1.9732560939189738,9.277536687106627,1.9732560939189738,1.0203470160886428
21,tr_kenet-ud-train_Case=Abl,0.6985630677993511,1.1001965357848276,1.661973692717177,1.661973692717177,1.661973692717177,11.429911641299938,1.661973692717177,9.462408292161257,1.661973692717177,0.6985630677993511
22,ess_sli-ud-test_Case=Abl,116.73045875006231,116.01724009818541,117.45211790342479,117.45211790342479,117.45211790342479,109.95453605922768,117.45211790342479,112.01785571952357,117.45211790342479,116.73045875006231
23,ky_tuecl-ud-test_Case=Abl,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
24,hit_hittb-ud-test_Case=Abl,0.1087856586440842,1.3630803958976423,1.0796668344321692,1.0796668344321692,1.0796668344321692,11.936221042736479,1.0796668344321692,9.845552866274375,1.0796668344321692,0.1087856586440842
25,sa_ufal-ud-test_Case=Abl,1.616244071283537,1.3248026422136718,2.543499116394979,2.543499116394979,2.543499116394979,10.758954505007274,2.543499116394979,8.978432207126096,2.543499116394979,1.616244071283537
26,et_ewt-ud-train_Case=Abl,0.30307070437746336,1.2394742015452747,1.2835136958394355,1.2835136958394355,1.2835136958394355,11.747466235872439,1.2835136958394355,9.705821086490465,1.2835136958394355,0.30307070437746336
27,et_ewt-ud-test_Case=Abl,0.36080121229411,1.2307692307692308,1.3211972336398206,1.3211972336398206,1.3211972336398206,11.720108649051088,1.3211972336398206,9.686200762275197,1.3211972336398206,0.36080121229411
28,et_ewt-ud-dev_Case=Abl,0.24494897427831777,1.2884098726725126,1.2083045973594573,1.2083045973594573,1.2083045973594573,11.83469475736489,1.2083045973594573,9.76012295004525,1.2083045973594573,0.24494897427831777
29,gub_tudet-ud-test_Case=Abl,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
30,ml_ufal-ud-test_Case=Abl,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
31,egy_ujaen-ud-test_Case=Abl,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
32,sq_tsa-ud-test_Case=Abl,1.699673171197595,1.4907119849998598,2.560381915956203,2.560381915956203,2.560381915956203,10.780641085864152,2.560381915956203,9.067647005823629,2.560381915956203,1.699673171197595
33,mr_ufal-ud-train_Case=Abl,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
34,si_stb-ud-test_Case=Abl,0.816496580927726,0.816496580927726,1.7320508075688774,1.7320508075688774,1.7320508075688774,11.460075625114056,1.7320508075688774,9.451631252505218,1.7320508075688774,0.816496580927726
35,olo_kkpp-ud-test_Case=Abl,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
36,olo_kkpp-ud-train_Case=Abl,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
37,hy_bsut-ud-train_Case=Abl,0.6756366144362388,1.115221447659636,1.6337841938927158,1.6337841938927158,1.6337841938927158,11.503426674704315,1.6337841938927158,9.485100059179091,1.6337841938927158,0.6756366144362388
38,hy_bsut-ud-test_Case=Abl,0.590605591233093,1.1298893821707428,1.555949842652198,1.555949842652198,1.555949842652198,11.557937894211824,1.555949842652198,9.531194066076953,1.555949842652198,0.590605591233093
39,hy_bsut-ud-dev_Case=Abl,0.6149239691939756,1.1383226900632362,1.5685931368795876,1.5685931368795876,1.5685931368795876,11.5565826296585,1.5685931368795876,9.528990549877463,1.5685931368795876,0.6149239691939756
40,mdf_jr-ud-test_Case=Abl,4.0674781742776265,3.317516715822742,5.008277172510163,5.008277172510163,5.008277172510163,9.110758319687957,5.008277172510163,6.833609942927018,5.008277172510163,4.0674781742776265
41,mdf_jr-ud-train_Case=Abl,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
