,Treebank,ml_ufal-ud-test_Case=Ben,egy_ujaen-ud-test_Case=Ben,si_stb-ud-test_Case=Ben,ta_mwtt-ud-test_Case=Ben,eu_bdt-ud-train_Case=Ben,eu_bdt-ud-test_Case=Ben,eu_bdt-ud-dev_Case=Ben,am_att-ud-test_Case=Ben,ab_abnc-ud-test_Case=Ben
0,sl_ssj-ud-test_Case=Ins,1.733830940589786,2.6649321774579495,2.6649321774579495,1.733830940589786,1.4941541859224412,1.2359063678478623,1.335771682174702,2.6649321774579495,1.733830940589786
1,sl_ssj-ud-dev_Case=Ins,1.8081243416769226,2.7413368399473135,2.7413368399473135,1.8081243416769226,1.5645527765288165,1.3044131331633981,1.4015292336755591,2.7413368399473135,1.8081243416769226
2,sl_ssj-ud-train_Case=Ins,1.7676100088753417,2.697949439910849,2.697949439910849,1.7676100088753417,1.5272555496725628,1.2692817494626898,1.3688197363251613,2.697949439910849,1.7676100088753417
3,xcl_caval-ud-train_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
4,xcl_caval-ud-dev_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
5,xcl_caval-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
6,hu_szeged-ud-dev_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
7,hu_szeged-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
8,hu_szeged-ud-train_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
9,xav_xdt-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
10,tr_pud-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
11,fi_ood-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
12,pl_pdb-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
13,pl_pdb-ud-train_Case=Ins,3334.9403792771677,3335.8910353906954,3335.8910353906954,3334.9403792771677,3334.6839889444477,3334.3905758542573,3334.515693994379,3335.8910353906954,3334.9403792771677
14,pl_pdb-ud-dev_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
15,sah_yktdt-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
16,uk_iu-ud-dev_Case=Ins,3.4875727692199114,4.424265218622617,4.424265218622617,3.4875727692199114,3.2397467084036777,2.962211627980318,3.076663921610189,4.424265218622617,3.4875727692199114
17,uk_iu-ud-train_Case=Ins,3.78252776678633,4.714933003721951,4.714933003721951,3.78252776678633,3.53361798893445,3.2566927696818415,3.3693402264900967,4.714933003721951,3.78252776678633
18,uk_iu-ud-test_Case=Ins,3.8511088900844883,4.78021517915417,4.78021517915417,3.8511088900844883,3.6038778052908036,3.3285540004796115,3.4410827902551016,4.78021517915417,3.8511088900844883
19,sa_vedic-ud-test_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
20,sa_vedic-ud-train_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
21,sa_vedic-ud-dev_Case=Ins,1.0,0.0,0.0,1.0,1.2595815691740142,1.573311362056255,1.425181345833614,0.0,1.0
