,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,sl_ssj-ud-test_Case=Ins,1.5036831988398978,1.6672953425566868,1.6248902810263535,2.6649321774579495,2.6649321774579495,2.6649321774579495,2.6649321774579495,84.86722783924372,2.6649321774579495,19.40551955258048,5.240143614374639,38.32470617160397,38.236002146582784,29.627662839464648,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,1.5758552359175573,1.7411161180138333,1.6982336511980496,2.7413368399473135,2.7413368399473135,2.7413368399473135,2.7413368399473135,84.79279190620508,2.7413368399473135,19.338856569457302,5.171625756628867,38.24675190145452,38.15810401959348,29.54964266150407,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,1.5372691017900355,1.7010663393702128,1.6594084683932704,2.697949439910849,2.697949439910849,2.697949439910849,2.697949439910849,84.83619335879291,2.697949439910849,19.382042250501883,5.219232054228377,38.295276254721855,38.20651899134305,29.59824275300009,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
4,xcl_caval-ud-dev_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
5,xcl_caval-ud-test_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
6,hu_szeged-ud-dev_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
7,hu_szeged-ud-test_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
8,hu_szeged-ud-train_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
9,xav_xdt-ud-test_Case=Ins,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
