,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,hu_szeged-ud-dev_Case=Ela,0.07464233233653328,0.08177043607244408,0.09486067729911693,0.16168947471329584,0.18485474507992525,0.22721999521063452
1,hu_szeged-ud-test_Case=Ela,0.09785153873785116,0.09610662950742731,0.10128924529234166,0.1409008914964338,0.15003472622329522,0.18242088991288494
2,hu_szeged-ud-train_Case=Ela,0.19012844585057018,0.1944542842483404,0.18930859067778505,0.16516237229304487,0.15968505097321753,0.1713237370166095
3,fi_ood-ud-test_Case=Ela,1.0115356365146506,1.0123535065087217,0.999683094031298,0.9004628343464892,0.8727468508757028,0.8305198508295858
4,et_ewt-ud-train_Case=Ela,0.6544476110170968,0.6580869006403685,0.6437481505586701,0.5511601647974804,0.5210282551094249,0.48041288506343105
5,et_ewt-ud-test_Case=Ela,0.6683663021943522,0.6681284307394986,0.653429264520342,0.5651890278401596,0.5372533740123617,0.49736739069604
6,et_ewt-ud-dev_Case=Ela,0.6969496030824343,0.6980468385874794,0.6825276287285755,0.590181755235675,0.5619067686932215,0.5208212108342206
7,egy_ujaen-ud-test_Case=Ela,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,olo_kkpp-ud-test_Case=Ela,0.35376700453158333,0.35506593910111084,0.3544483895742172,0.28730983062803495,0.2483178203401224,0.21945949568750112
9,olo_kkpp-ud-train_Case=Ela,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
10,mdf_jr-ud-test_Case=Ela,19.72166720852804,19.727669896103233,19.71317789490191,19.639037619991864,19.612168264130496,19.57372134582693
11,mdf_jr-ud-train_Case=Ela,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
12,vep_vwt-ud-test_Case=Ela,0.5195335019878766,0.5201647832792348,0.49733859594077917,0.47120774048595326,0.44435026510594106,0.4204027774075818
13,fi_tdt-ud-train_Case=Ela,1.2694432867352958,1.2703025972046729,1.258710751899364,1.1572654779931049,1.1296146852151445,1.0876215132037763
14,fi_tdt-ud-test_Case=Ela,1.0948980338167473,1.0954926853376208,1.0827710518851805,0.9820743959499629,0.9557933568132049,0.9142926498790122
15,fi_tdt-ud-dev_Case=Ela,1.2352331934567533,1.2358884500885157,1.224356331496815,1.124858831753051,1.0961575695518546,1.0539435001660427
16,myv_jr-ud-test_Case=Ela,0.7852721366318713,0.7907749198656079,0.7779326478426235,0.708308072536551,0.6811057786885382,0.6456699098986066
17,myv_jr-ud-train_Case=Ela,1.3382167801207987,1.3445672277517302,1.3303405565766473,1.2588689448898815,1.2332634414762016,1.1972140605735555
18,kpv_ikdp-ud-test_Case=Ela,3.059340047188977,3.0622388152430706,3.0468765629942176,2.966220710959056,2.937777848837653,2.896865303279063
19,kpv_lattice-ud-test_Case=Ela,2.3022839487831748,2.3070056838188937,2.2916140815377934,2.215332082531628,2.1897456805989006,2.151779123571907
20,kpv_lattice-ud-train_Case=Ela,1.3445422446195492,1.3491586029857678,1.339614833164581,1.288922980235666,1.2712782947712427,1.2473141341723273
21,fi_pud-ud-test_Case=Ela,1.799805380259617,1.8001622647168678,1.7884130171976549,1.6854019566228091,1.6595846819296196,1.6178688761816424
22,et_edt-ud-dev_Case=Ela,0.9124227060482422,0.9136185586336912,0.9032545903510126,0.8009621107321933,0.771945791343849,0.7297333848431795
23,et_edt-ud-train_Case=Ela,0.8126637158349672,0.8142430939663281,0.8032261169251558,0.7009380080848694,0.6723333074819624,0.6302571172222887
24,et_edt-ud-test_Case=Ela,0.9374540167163535,0.9382796856745074,0.9273163869183013,0.8257150624321756,0.7973464592557742,0.7555207624104343
25,wbp_ufal-ud-test_Case=Ela,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
26,koi_uh-ud-train_Case=Ela,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
27,koi_uh-ud-test_Case=Ela,2.828599594454541,2.834176724047708,2.821565977945799,2.7529012525193215,2.7289849200461487,2.6946610092387258
28,krl_kkpp-ud-test_Case=Ela,0.5260947307742143,0.5217871335351586,0.5140591309601035,0.4571428571428571,0.42988850773595083,0.40127918179055255
29,fi_ftb-ud-dev_Case=Ela,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
30,fi_ftb-ud-train_Case=Ela,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
31,fi_ftb-ud-test_Case=Ela,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
