,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,hu_szeged-ud-dev_Case=Tem,0.1767766952966369,1.334634781503914,1.1319231422671772,1.1319231422671772,1.1319231422671772,11.896690716329479,1.1319231422671772,9.812300953395182,1.1319231422671772,0.1767766952966369
1,hu_szeged-ud-test_Case=Tem,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
2,hu_szeged-ud-train_Case=Tem,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
3,fa_seraji-ud-dev_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
4,fa_seraji-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,fa_seraji-ud-train_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,gub_tudet-ud-test_Case=Tem,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
7,lzh_tuecl-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
8,apu_ufpa-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,egy_ujaen-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
10,nyq_aha-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
11,mdf_jr-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
12,mdf_jr-ud-train_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
13,myv_jr-ud-test_Case=Tem,1.5634719199411433,1.3333333333333335,2.472066162365221,2.472066162365221,2.472066162365221,10.944303439588001,2.472066162365221,9.043106644167025,2.472066162365221,1.5634719199411433
14,myv_jr-ud-train_Case=Tem,3.5355339059327378,3.082207001484488,4.301162633521313,4.301162633521313,4.301162633521313,10.319883720275147,4.301162633521313,8.689073598491383,4.301162633521313,3.5355339059327378
15,kfm_aha-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
16,soj_aha-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
17,he_htb-ud-train_Case=Tem,7.3739406018763125,6.547900426854397,8.299096336348915,8.299096336348915,8.299096336348915,6.113509630318742,8.299096336348915,7.607562027351469,8.299096336348915,7.3739406018763125
18,lzh_kyoto-ud-dev_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
19,lzh_kyoto-ud-train_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
20,lzh_kyoto-ud-test_Case=Tem,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
21,gu_gujtb-ud-test_Case=Tem,4.242640687119285,3.7416573867739413,5.0,5.0,5.0,10.099504938362077,5.0,8.602325267042627,5.0,4.242640687119285
