,Treebank,hi_pud-ud-test_Case=Erg,ess_sli-ud-test_Case=Erg,mr_ufal-ud-dev_Case=Erg,mr_ufal-ud-test_Case=Erg,mr_ufal-ud-train_Case=Erg,wbp_ufal-ud-test_Case=Erg,ka_glc-ud-test_Case=Erg,eu_bdt-ud-train_Case=Erg,eu_bdt-ud-test_Case=Erg,eu_bdt-ud-dev_Case=Erg,gu_gujtb-ud-test_Case=Erg
0,es_gsd-ud-train_Case=Com,3.9370039370059056,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569
1,fi_ood-ud-test_Case=Com,1.7320508075688772,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907
2,es_ancora-ud-train_Case=Com,8.366600265340756,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887
3,es_ancora-ud-test_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,es_ancora-ud-dev_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,sms_giellagas-ud-test_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,et_ewt-ud-train_Case=Com,8.918077077791608,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098
7,et_ewt-ud-test_Case=Com,6.689698507085539,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976
8,et_ewt-ud-dev_Case=Com,10.492815330201854,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483
9,ml_ufal-ud-test_Case=Com,10.27131929208707,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301
10,apu_ufpa-ud-test_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,egy_ujaen-ud-test_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,mr_ufal-ud-train_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,olo_kkpp-ud-test_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,mdf_jr-ud-test_Case=Com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,vep_vwt-ud-test_Case=Com,10.099504938362077,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714,10.908712114635714
