,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,hu_szeged-ud-dev_Case=Ter,0.5211573066470477,20.36185006996184
1,hu_szeged-ud-test_Case=Ter,0.0,20.71231517720798
2,hu_szeged-ud-train_Case=Ter,0.15590239111558088,20.612075074792664
3,et_ewt-ud-train_Case=Ter,0.51478150704935,20.23029905859031
4,et_ewt-ud-test_Case=Ter,0.3535533905932738,20.521330366231133
5,et_ewt-ud-dev_Case=Ter,0.282842712474619,20.432327327056996
6,olo_kkpp-ud-test_Case=Ter,1.4142135623730951,19.974984355438178
7,vep_vwt-ud-test_Case=Ter,0.0,20.71231517720798
8,kpv_ikdp-ud-test_Case=Ter,1.4142135623730951,19.974984355438178
9,kpv_lattice-ud-test_Case=Ter,2.4907993963089563,18.914954670949694
10,et_edt-ud-dev_Case=Ter,0.18311646218632124,20.540624444474812
11,et_edt-ud-train_Case=Ter,0.25719503542143074,20.466836394633443
12,et_edt-ud-test_Case=Ter,0.30267496697538676,20.41206965854736
13,ab_abnc-ud-test_Case=Ter,0.0,20.71231517720798
14,gu_gujtb-ud-test_Case=Ter,0.0,20.71231517720798
