,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,hu_szeged-ud-dev_Case=Tem,0.1767766952966369,33.705062676102536,8.742425883619404,10.790656828635985,0.23385358667337133,1.1319231422671772,1.1319231422671772,1.1319231422671772,1.1319231422671772,1.1319231422671772,1.1319231422671772,1.1319231422671772
1,hu_szeged-ud-test_Case=Tem,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,hu_szeged-ud-train_Case=Tem,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,fa_seraji-ud-dev_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,fa_seraji-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,fa_seraji-ud-train_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,gub_tudet-ud-test_Case=Tem,0.0,33.81567683782183,8.85045640136127,10.89923797472796,0.2651650429449553,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,lzh_tuecl-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,apu_ufpa-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,egy_ujaen-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,nyq_aha-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,mdf_jr-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,mdf_jr-ud-train_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,myv_jr-ud-test_Case=Tem,1.5634719199411433,32.648804640360794,7.7802698355787685,9.80236286426295,1.4194213414079855,2.472066162365221,2.472066162365221,2.472066162365221,2.472066162365221,2.472066162365221,2.472066162365221,2.472066162365221
14,myv_jr-ud-train_Case=Tem,3.5355339059327378,31.756889016400834,7.287201505730713,9.191039473942554,3.4106909124105633,4.301162633521313,4.301162633521313,4.301162633521313,4.301162633521313,4.301162633521313,4.301162633521313,4.301162633521313
15,kfm_aha-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,soj_aha-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,he_htb-ud-train_Case=Tem,7.3739406018763125,28.282061452447202,5.54536140011192,6.818106060185181,7.205141393477299,8.299096336348915,8.299096336348915,8.299096336348915,8.299096336348915,8.299096336348915,8.299096336348915,8.299096336348915
18,lzh_kyoto-ud-dev_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,lzh_kyoto-ud-train_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,lzh_kyoto-ud-test_Case=Tem,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,gu_gujtb-ud-test_Case=Tem,4.242640687119285,31.376742979474464,7.145477677501304,8.978394636455555,4.116468450018778,5.0,5.0,5.0,5.0,5.0,5.0,5.0
